"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
2402,596115,"Story, Trevor",2402,100,0.251,0.221,0.293,0.471,0.341,0.335,0.245,132,526,90.6,17.4,2276,88.9,89.11,335,1221,1181,0.19999999999998863,6.27,106,152,119,146,310,333,301,"-15","15"
2401,547180,"Harper, Bryce",2401,100,0.309,0.305,0.359,0.615,0.431,0.43,0.301,151,488,91.1,12.9,2212,89,88.87,364,1140,1261,-0.09999999999999432,6.27,116,159,132,150,297,328,301,"-55.8","55.8"
2397,670541,"Alvarez, Yordan",2397,100,0.277,0.253,0.32,0.531,0.369,0.389,0.279,149,537,93,14,2185,88.1,88,234,1032,1365,-0.09999999999999432,6.31,116,164,133,154,294,331,304,"-20.2","20.2"
2396,643396,"Kiner-Falefa, Isiah",2396,100,0.271,0.087,0.304,0.357,0.293,0.292,0.267,172,635,85.4,5.2,2227,88.5,88.45,162,1115,1281,0,6.26,110,152,116,149,304,321,286,"6.6","-6.6"
2394,664034,"France, Ty",2394,100,0.291,0.154,0.327,0.445,0.353,0.346,0.27,166,571,88.5,11,2218,88.6,88.52,230,1204,1190,-0.09999999999999432,6.25,109,153,121,147,300,322,290,"-19.5","19.5"
2392,521692,"Perez, Salvador",2392,100,0.273,0.271,0.298,0.544,0.359,0.371,0.273,169,620,93,15.9,2239,88.5,88.52,474,1408,984,0,6.26,106,152,122,146,306,329,302,"-23.9","23.9"
2391,553993,"Suárez, Eugenio",2391,100,0.198,0.23,0.224,0.428,0.306,0.326,0.215,100,505,89.1,18.3,2234,88.4,88.48,302,1022,1369,0.09999999999999432,6.34,106,151,120,144,301,326,297,"13.7","-13.7"
2388,641857,"McMahon, Ryan",2388,100,0.254,0.195,0.306,0.449,0.334,0.325,0.244,134,528,90.2,14.2,2233,88.7,88.93,340,1165,1223,0.20000000000000284,6.27,114,156,125,149,299,332,310,"-7.2","7.2"
2384,621035,"Taylor, Chris",2384,100,0.254,0.183,0.337,0.438,0.338,0.329,0.237,129,507,87.4,16.5,2228,89.1,88.64,355,1087,1297,-0.5,6.26,107,152,115,146,304,323,295,"-19.3","19.3"
2374,502054,"Pham, Tommy",2374,100,0.229,0.154,0.28,0.383,0.318,0.35,0.253,109,475,90.8,7.6,2250,89.1,89.01,214,907,1467,-0.09999999999999432,6.27,109,152,117,147,304,324,293,"0.8","-0.8"
2366,640457,"Meadows, Austin",2366,100,0.234,0.224,0.249,0.458,0.327,0.326,0.24,121,518,89.3,21.7,2201,89.1,88.99,269,1104,1261,-0.09999999999999432,6.44,114,160,128,150,294,327,301,"-23.6","23.6"
2352,624428,"Frazier, Adam",2352,100,0.305,0.106,0.339,0.411,0.341,0.324,0.288,176,577,85,12,2229,88.9,88.77,139,1120,1232,-0.10000000000000853,6.24,116,151,108,150,285,314,295,"-2.8","2.8"
2346,657077,"Verdugo, Alex",2346,100,0.289,0.138,0.327,0.426,0.334,0.34,0.284,157,544,89.9,7.7,2190,89,88.93,186,1049,1297,-0.09999999999999432,6.25,114,154,121,150,284,320,305,"-8.2","8.2"
2339,664040,"Lowe, Brandon",2339,100,0.247,0.277,0.28,0.523,0.363,0.36,0.249,132,535,89,16.5,2206,88.5,88.41,402,1227,1112,-0.09999999999999432,6.43,116,160,121,151,292,326,302,"-31.3","31.3"
2316,668942,"Rojas, Josh",2316,100,0.264,0.147,0.345,0.411,0.327,0.295,0.232,128,484,87.9,8.1,2237,89.2,89.11,230,978,1338,-0.10000000000000853,6.31,118,153,114,151,294,322,304,"-0.9","0.9"
2308,457705,"McCutchen, Andrew",2308,100,0.222,0.222,0.242,0.444,0.335,0.344,0.24,107,482,88.8,14.6,2251,88.8,88.8,249,963,1345,0,6.3,107,152,118,146,301,323,291,"-10.6","10.6"
2298,624413,"Alonso, Pete",2298,100,0.262,0.257,0.274,0.519,0.363,0.377,0.271,147,561,91,14.7,2211,89.3,89.36,282,1133,1165,0.10000000000000853,6.34,105,152,121,146,306,329,299,"-23.9","23.9"
2295,663624,"Mountcastle, Ryan",2295,100,0.255,0.232,0.297,0.487,0.335,0.326,0.245,136,534,89.1,16.3,2249,88.6,88.71,400,1265,1030,0.10000000000000853,6.41,109,152,121,148,302,325,289,"-5.6","5.6"
2292,493329,"Gurriel, Yuli",2292,100,0.319,0.143,0.336,0.462,0.363,0.326,0.271,169,530,89.8,13.4,2211,89,88.97,136,981,1311,0,6.34,108,152,122,148,301,327,292,"-27.1","27.1"
2290,606192,"Hernández, Teoscar",2290,100,0.296,0.227,0.352,0.524,0.369,0.37,0.284,163,550,91.8,13.1,2258,88.8,88.77,378,1187,1103,0,6.28,107,153,120,147,303,327,294,"-39","39"
2278,649966,"Urías, Luis",2278,100,0.249,0.196,0.28,0.445,0.34,0.333,0.241,122,490,87.8,13.9,2237,89.1,88.66,241,1055,1223,-0.3999999999999915,6.28,107,151,114,146,301,320,290,"-17.2","17.2"
2265,571771,"Hernández, Enrique",2265,100,0.25,0.199,0.278,0.449,0.338,0.346,0.253,127,508,90.8,17.9,2214,88.8,88.84,238,1011,1254,0,6.3,107,152,117,145,292,322,295,"-3","3"
2256,665120,"Walsh, Jared",2256,100,0.277,0.232,0.335,0.509,0.357,0.326,0.256,147,530,89.6,7.7,2239,88.5,88.07,289,1112,1144,-0.4000000000000057,6.27,116,163,126,152,298,325,304,"-32.9","32.9"
2250,664023,"Happ, Ian",2250,100,0.226,0.209,0.281,0.434,0.328,0.317,0.22,105,465,88.9,9.5,2241,89.5,89.58,319,987,1263,0.09999999999999432,6.37,114,154,121,149,295,323,298,"-11.7","11.7"
2238,592518,"Machado, Manny",2238,100,0.278,0.211,0.29,0.489,0.35,0.38,0.295,157,564,93,13.9,2256,89.6,89.51,247,1075,1163,-0.09999999999999432,6.27,108,152,121,147,304,328,297,"-26.6","26.6"
2232,458015,"Votto, Joey",2232,100,0.266,0.297,0.287,0.563,0.391,0.406,0.274,119,448,92.9,18.2,2187,88.5,88.64,288,980,1252,0.09999999999999432,6.3,114,162,135,150,295,325,303,"-37.1","37.1"
2232,592178,"Bryant, Kris",2232,100,0.265,0.216,0.313,0.481,0.356,0.346,0.26,136,513,88.2,15.1,2273,88.7,88.79,305,1088,1144,0.09999999999999432,6.36,106,152,120,146,301,325,297,"-21","21"
2232,605141,"Betts, Mookie",2232,100,0.264,0.223,0.276,0.487,0.365,0.357,0.263,123,466,90.3,18.9,2282,89.2,88.19,151,901,1331,-1,6.2,109,153,120,145,303,324,300,"-21.3","21.3"
2230,519203,"Rizzo, Anthony",2230,100,0.248,0.192,0.258,0.44,0.339,0.347,0.261,123,496,89.9,14.8,2219,89.3,89.43,216,1038,1192,0.10000000000000853,6.37,115,163,125,150,293,325,300,"-13.1","13.1"
2221,642715,"Adames, Willy",2221,100,0.262,0.219,0.331,0.481,0.349,0.325,0.236,130,497,89.5,16.8,2228,88.7,88.41,354,1085,1136,-0.29999999999999716,6.34,107,152,117,146,304,323,293,"-21.8","21.8"
2218,664058,"Fletcher, David",2218,100,0.262,0.062,0.287,0.324,0.273,0.28,0.272,164,626,81.5,7.5,2243,89.2,88.92,98,1031,1187,-0.29999999999999716,6.32,108,151,107,147,297,310,276,"17.9","-17.9"
2200,543333,"Hosmer, Eric",2200,100,0.269,0.126,0.313,0.395,0.319,0.326,0.268,137,509,90.3,3,2255,89,88.93,243,1063,1137,-0.09999999999999432,6.26,117,156,121,152,296,325,306,"-1.7","1.7"
2198,443558,"Cruz, Nelson",2198,100,0.265,0.232,0.286,0.497,0.346,0.363,0.264,136,513,92.9,11.8,2233,88.8,88.55,344,1122,1076,-0.20000000000000284,6.32,107,153,123,147,306,329,296,"-13.6","13.6"
2195,593934,"Sanó, Miguel",2195,100,0.223,0.243,0.291,0.466,0.332,0.322,0.216,105,470,93.4,17.6,2244,88.6,88.66,374,980,1215,0.10000000000000853,6.29,107,153,123,145,302,327,297,"3.9","-3.9"
2191,592669,"Renfroe, Hunter",2191,100,0.259,0.242,0.284,0.501,0.344,0.354,0.26,135,521,90.1,15.6,2258,88.5,88.35,274,1056,1135,-0.09999999999999432,6.33,107,152,121,145,293,325,300,"-12.1","12.1"
2191,543068,"Cron, C.J.",2191,100,0.281,0.249,0.316,0.53,0.383,0.364,0.261,132,470,88.8,15.8,2251,88.8,89,283,1031,1160,0.20000000000000284,6.25,107,152,120,147,310,333,302,"-34.8","34.8"
2182,605137,"Bell, Josh",2182,100,0.261,0.215,0.276,0.476,0.352,0.367,0.277,130,498,92.5,4.9,2180,89,89.03,246,1019,1163,0,6.33,110,156,125,150,303,326,302,"-14.7","14.7"
2182,516416,"Segura, Jean",2182,100,0.29,0.146,0.317,0.436,0.338,0.319,0.266,149,514,86.8,5.9,2231,89,88.99,182,1062,1120,0,6.32,108,152,111,149,301,318,283,"-6.9","6.9"
2180,663656,"Tucker, Kyle",2180,100,0.294,0.263,0.304,0.557,0.383,0.396,0.303,149,506,91.2,17.4,2181,88.1,87.97,233,1145,1035,-0.09999999999999432,6.29,117,161,126,153,293,328,302,"-33.1","33.1"
2168,663757,"Grisham, Trent",2168,100,0.242,0.171,0.292,0.413,0.32,0.309,0.241,112,462,87.5,11.6,2236,90.2,90.13,191,879,1289,-0.10000000000000853,6.26,115,151,112,150,292,322,300,"-6.7","6.7"
2158,594807,"Duvall, Adam",2158,100,0.228,0.263,0.26,0.491,0.324,0.33,0.227,117,513,89.8,23.6,2248,88.9,88.91,316,1080,1078,0,6.36,107,152,120,145,305,325,296,"-16.9","16.9"
2156,642708,"Rosario, Amed",2156,100,0.282,0.127,0.34,0.409,0.315,0.3,0.267,155,550,88.8,5.5,2230,88.3,87.97,262,1055,1101,-0.29999999999999716,6.27,105,151,113,147,299,318,286,"0.3","-0.3"
2144,453568,"Blackmon, Charlie",2144,100,0.27,0.14,0.305,0.411,0.333,0.359,0.291,139,514,87.6,10.2,2216,89.3,89.43,205,1014,1130,0.10000000000000853,6.24,114,158,124,149,299,331,308,"-5.3","5.3"
2143,592206,"Castellanos, Nick",2143,100,0.309,0.267,0.34,0.576,0.391,0.374,0.293,164,531,89.8,14,2233,88,88.18,361,1178,965,0.20000000000000284,6.32,105,151,120,144,303,326,296,"-33.5","33.5"
2141,665487,"Tatis Jr., Fernando",2141,100,0.282,0.328,0.324,0.611,0.403,0.407,0.279,135,478,93.7,13.6,2263,89.4,89.16,383,1102,1039,-0.20000000000000284,6.29,108,152,118,147,305,328,300,"-39.4","39.4"
2136,543063,"Crawford, Brandon",2136,100,0.298,0.224,0.334,0.522,0.377,0.356,0.259,144,483,88.6,14.6,2227,88.6,88.64,323,1104,1032,0,6.28,115,156,120,151,297,325,306,"-35","35"
2126,670032,"Lopez, Nicky",2126,100,0.3,0.078,0.347,0.378,0.329,0.283,0.239,149,497,84.3,0.7,2225,89.3,89.26,148,958,1168,0,6.25,108,146,99,148,283,313,301,"-1.1","1.1"
2125,518626,"Donaldson, Josh",2125,100,0.247,0.228,0.268,0.475,0.353,0.388,0.269,113,457,94.1,14.6,2258,89.1,88.81,265,960,1165,-0.29999999999999716,6.3,106,153,122,146,303,325,295,"-14.1","14.1"
2113,572191,"Taylor, Michael A.",2113,100,0.244,0.112,0.319,0.356,0.286,0.3,0.246,118,483,88.5,12,2258,89,88.98,339,1097,1016,0,6.22,105,151,109,147,305,325,295,"13.6","-13.6"
2103,573262,"Yastrzemski, Mike",2103,100,0.224,0.233,0.254,0.457,0.326,0.318,0.221,105,468,88.7,19.2,2277,88.7,88.72,234,965,1138,0,6.29,116,155,119,151,294,323,305,"-1.9","1.9"
2096,458731,"Gardner, Brett",2096,100,0.222,0.14,0.269,0.362,0.305,0.296,0.219,86,387,85.7,11.3,2221,89.8,89.74,144,786,1310,-0.09999999999999432,6.36,111,150,107,150,286,321,298,"6.3","-6.3"
2096,596019,"Lindor, Francisco",2096,100,0.23,0.181,0.248,0.412,0.317,0.344,0.254,104,452,89.1,13,2224,88.8,88.68,230,993,1102,-0.09999999999999432,6.33,111,150,112,147,296,324,300,"-5.5","5.5"
2096,592663,"Realmuto, J.T.",2096,100,0.263,0.176,0.325,0.439,0.336,0.329,0.253,125,476,89.6,11.5,2240,88.8,88.83,280,1038,1058,0,6.29,107,152,119,147,303,325,292,"-9.5","9.5"
2080,669257,"Smith, Will",2080,100,0.258,0.237,0.274,0.495,0.364,0.364,0.25,107,414,90.1,19.3,2269,88.3,87.58,185,871,1209,-0.7000000000000028,6.27,107,152,120,146,304,324,296,"-14.2","14.2"
2078,650402,"Torres, Gleyber",2078,100,0.259,0.107,0.314,0.366,0.307,0.331,0.265,119,459,86.8,14.1,2242,88.9,88.81,255,970,1108,-0.10000000000000853,6.37,107,153,120,146,303,325,286,"3.7","-3.7"
2076,641531,"Dozier, Hunter",2076,100,0.216,0.179,0.276,0.394,0.293,0.299,0.224,105,487,89.9,15.8,2252,88,88,328,1013,1062,0,6.22,107,152,120,147,305,326,298,"19.6","-19.6"
2076,656976,"Smith, Pavin",2076,100,0.267,0.137,0.319,0.404,0.318,0.317,0.258,133,498,87.1,8.8,2239,88.8,88.57,151,875,1201,-0.20000000000000284,6.31,118,154,121,150,295,323,305,"0.2","-0.2"
2072,666971,"Gurriel Jr., Lourdes",2072,100,0.276,0.19,0.305,0.466,0.333,0.339,0.272,138,500,89.5,10.2,2257,89.1,88.94,255,1054,1018,-0.19999999999998863,6.28,107,152,119,148,303,325,291,"-21.5","21.5"
2070,641933,"O'Neill, Tyler",2070,100,0.286,0.274,0.366,0.56,0.384,0.392,0.279,138,482,93,17.8,2302,88.7,88.82,357,1030,1040,0.09999999999999432,6.31,107,152,119,145,308,326,299,"-22.9","22.9"
2066,542583,"Aguilar, Jesús",2066,100,0.261,0.198,0.279,0.459,0.334,0.334,0.26,117,449,89.6,19,2260,88.8,88.72,240,926,1140,-0.09999999999999432,6.33,107,152,120,147,306,325,294,"-17.4","17.4"
2065,595879,"Báez, Javier",2065,100,0.265,0.229,0.352,0.494,0.344,0.321,0.237,133,502,89.7,10.9,2276,88.7,88.77,476,1175,890,0.09999999999999432,6.37,106,152,117,147,303,326,295,"-18.7","18.7"
2062,444482,"Peralta, David",2062,100,0.259,0.144,0.303,0.402,0.314,0.293,0.243,126,487,89.3,5.3,2227,89.1,88.93,204,959,1103,-0.19999999999998863,6.3,115,155,122,150,295,324,306,"-9.5","9.5"
2054,669256,"Solak, Nick",2054,100,0.242,0.12,0.292,0.362,0.299,0.299,0.238,111,458,86.4,6.2,2246,88.4,88.24,234,944,1110,-0.20000000000000284,6.25,107,152,116,147,305,324,291,"9.2","-9.2"
2053,462101,"Andrus, Elvis",2053,100,0.243,0.076,0.283,0.32,0.27,0.308,0.273,121,497,86.8,7.8,2245,88.5,88.4,197,1003,1050,-0.09999999999999432,6.33,107,152,112,147,302,320,287,"21.8","-21.8"
2045,643217,"Benintendi, Andrew",2045,100,0.276,0.166,0.309,0.442,0.328,0.331,0.261,136,493,89.1,15.3,2210,89,88.9,242,1074,970,-0.09999999999999432,6.2,113,152,112,150,293,322,305,"-7.4","7.4"
