XLOC,ZLOC,RV_00,RV_10,RV_20,RV_30,RV_01,RV_11,RV_21,RV_31,RV_02,RV_12,RV_22,RV_32,CS,CONTACT,xWOBACON,CRV,FOUL,SWING_00,TAKE_00,DELTA_00,SWING_01,TAKE_01,DELTA_01,SWING_02,TAKE_02,DELTA_02,SWING_10,TAKE_10,DELTA_10,SWING_11,TAKE_11,DELTA_11,SWING_12,TAKE_12,DELTA_12,SWING_20,TAKE_20,DELTA_20,SWING_21,TAKE_21,DELTA_21,SWING_22,TAKE_22,DELTA_22,SWING_30,TAKE_30,DELTA_30,SWING_31,TAKE_31,DELTA_31,SWING_32,TAKE_32,DELTA_32
-1.45,2.55,0.024,0.039,0.133,0,0.012,0.006,0.092,0.062,0.004,0.007,0.123,0.097,0.0,0.154,0.527,0.465,0.1562,0.034528600000000007,0.032,0.002528600000000006,0.02049780000000001,0.024,-0.00350219999999999,-0.05528999999999998,0.021,-0.07628999999999998,0.036533,0.088,-0.05146699999999999,0.017491200000000005,0.048,-0.030508799999999996,-0.07305600000000001,0.038,-0.11105600000000002,0.009473600000000006,0.143,-0.1335264,0.0024582000000000076,0.064,-0.061541799999999994,-0.10520399999999999,0.085,-0.19020399999999998,-0.04564739999999999,0.051,-0.0966474,0.005464800000000006,0.168,-0.1625352,-0.17711399999999997,0.234,-0.411114
-1.45,2.65,0.029,0.026,0.134,0,0.026,0.034,0.071,0.3,-0.012,0.053,0.149,0.178,0.0,0.5,0.275,0.146,0.0159,0.05391169999999999,0.032,0.021911699999999992,0.0466891,0.024,0.022689099999999997,-0.0020000000000000018,0.021,-0.023000000000000003,0.05494349999999999,0.088,-0.0330565,0.0451414,0.048,-0.002858600000000003,-0.012500000000000011,0.038,-0.05050000000000001,0.041014199999999994,0.143,-0.10198579999999999,0.03740289999999999,0.064,-0.026597100000000012,-0.0315,0.085,-0.1165,0.01263969999999999,0.051,-0.03836030000000001,0.038950599999999995,0.168,-0.1290494,-0.074,0.234,-0.308
-1.45,2.75,0.027,0.073,0.134,0,-0.009,0.011,0.07,0.244,0.029,0.013,0.082,0.287,0.0,0.182,0.755,0.483,0.1207,0.053174099999999995,0.032,0.021174099999999994,0.0400323,0.024,0.0160323,-0.034794000000000005,0.021,-0.05579400000000001,0.05505149999999999,0.088,-0.032948500000000006,0.03721619999999999,0.048,-0.01078380000000001,-0.05197200000000003,0.038,-0.08997200000000002,0.029706599999999993,0.143,-0.11329339999999999,0.02313569999999998,0.064,-0.04086430000000002,-0.083056,0.085,-0.168056,-0.021921900000000022,0.051,-0.07292190000000001,0.02595179999999999,0.168,-0.1420482,-0.152586,0.234,-0.386586
-1.45,2.85,0.025,0.062,0.242,0,0.014,0.045,0.121,0.058,0.018,0.008,0.085,0.195,0.0,0.143,0.588,0.21,0.06,-0.003899000000000003,0.032,-0.035899,-0.016737,0.024,-0.040736999999999995,-0.09852,0.021,-0.11952,-0.002065000000000008,0.088,-0.090065,-0.019488000000000002,0.048,-0.067488,-0.11651700000000001,0.038,-0.15451700000000002,-0.026824000000000004,0.143,-0.169824,-0.03324300000000001,0.064,-0.09724300000000001,-0.149083,0.085,-0.23408299999999999,-0.07725900000000001,0.051,-0.128259,-0.03049200000000001,0.168,-0.19849200000000003,-0.22192799999999996,0.234,-0.455928
-1.45,2.95,0.139,0.062,0,0,0.023,0.038,0,0.147,0.013,0.038,-0.032,0.193,0.0,0.667,0.072,0.57,0.0213,0.3670809,0.032,0.3350809,0.36212069999999996,0.024,0.33812069999999994,0.33024,0.021,0.30923999999999996,0.3677895,0.088,0.2797895,0.3610578,0.048,0.3130578,0.32324699999999995,0.038,0.285247,0.35822339999999997,0.143,0.21522339999999998,0.3557433,0.064,0.2917433,0.310593,0.085,0.225593,0.33873689999999995,0.051,0.28773689999999996,0.35680619999999996,0.168,0.18880619999999995,0.282288,0.234,0.04828799999999997
-1.45,3.05,0.066,0.051,0,0,0.012,0.052,0.045,0,0,0.168,0.078,0.229,0.0,0,0,0,0.0741,-0.0397417,0.032,-0.07174169999999999,-0.0547791,0.024,-0.07877909999999999,-0.15,0.021,-0.17099999999999999,-0.03759350000000001,0.088,-0.1255935,-0.0580014,0.048,-0.1060014,-0.171,0.038,-0.20900000000000002,-0.0665942,0.143,-0.2095942,-0.07411290000000001,0.064,-0.1381129,-0.209,0.085,-0.294,-0.12566970000000002,0.051,-0.1766697,-0.07089060000000001,0.168,-0.2388906,-0.294,0.234,-0.528
-1.45,3.15,0.07,0.075,0.134,0,0.017,0.048,0.119,0.198,0,0.09,0.094,0.224,0.0,0.333,0.246,0.301,0.0556,0.0734968,0.032,0.0414968,0.0633804,0.024,0.0393804,0.0001830000000000026,0.021,-0.020817,0.074942,0.088,-0.013058,0.0612126,0.048,0.013212599999999998,-0.013824000000000017,0.038,-0.051824000000000016,0.0554318,0.143,-0.08756819999999998,0.0503736,0.064,-0.013626400000000004,-0.039169999999999996,0.085,-0.12417,0.01568879999999999,0.051,-0.03531120000000001,0.0525414,0.168,-0.11545860000000001,-0.09586499999999999,0.234,-0.329865
-1.45,3.25,0.028,0.062,0.023,0.159,0.009,0.038,0.166,0,0.016,0.005,-0.039,0.333,0.0,0.5,0.065,-0.209,0.0513,-0.1248981,0.032,-0.15689809999999998,-0.1326163,0.024,-0.15661629999999999,-0.1795,0.021,-0.20049999999999998,-0.1237955,0.088,-0.2117955,-0.1342702,0.048,-0.1822702,-0.19,0.038,-0.228,-0.1386806,0.143,-0.28168059999999995,-0.1425397,0.064,-0.2065397,-0.209,0.085,-0.294,-0.1690021,0.051,-0.22000209999999998,-0.1408858,0.168,-0.3088858,-0.2515,0.234,-0.48550000000000004
-1.45,3.35,0.032,0.019,0.116,0.166,0.068,0.033,0.083,0,-0.041,0.041,0.097,0.103,0.0,0.2,0.103,-0.144,0.0465,-0.0601205,0.032,-0.0921205,-0.0719715,0.024,-0.09597149999999999,-0.1488,0.021,-0.16979999999999998,-0.05842750000000001,0.088,-0.1464275,-0.074511,0.048,-0.122511,-0.1656,0.038,-0.2036,-0.081283,0.143,-0.22428299999999998,-0.08720850000000001,0.064,-0.15120850000000002,-0.196,0.085,-0.281,-0.1278405,0.051,-0.17884049999999999,-0.084669,0.168,-0.25266900000000003,-0.264,0.234,-0.498
-1.45,3.45,0.034,0.053,0.084,0,0.019,0.029,0.127,0.136,0.06,0.034,0.06,0,0.0,0,0,0,0,-0.037,0.032,-0.069,-0.051,0.024,-0.075,-0.15,0.021,-0.17099999999999999,-0.035,0.088,-0.123,-0.054,0.048,-0.10200000000000001,-0.171,0.038,-0.20900000000000002,-0.062,0.143,-0.205,-0.069,0.064,-0.133,-0.209,0.085,-0.294,-0.117,0.051,-0.168,-0.066,0.168,-0.234,-0.294,0.234,-0.528
-1.45,3.55,0.104,0.063,0,0.166,0.013,0.037,-0.064,0,0.015,0.039,0.09,0.103,0.0,0,0,0,0.0645,-0.0393865,0.032,-0.07138649999999999,-0.0542895,0.024,-0.0782895,-0.15,0.021,-0.17099999999999999,-0.037257500000000006,0.088,-0.1252575,-0.057483,0.048,-0.105483,-0.171,0.038,-0.20900000000000002,-0.065999,0.143,-0.208999,-0.0734505,0.064,-0.1374505,-0.209,0.085,-0.294,-0.1245465,0.051,-0.1755465,-0.070257,0.168,-0.238257,-0.294,0.234,-0.528
