XLOC,ZLOC,RV_00,RV_10,RV_20,RV_30,RV_01,RV_11,RV_21,RV_31,RV_02,RV_12,RV_22,RV_32,CS,CONTACT,xWOBACON,CRV,FOUL,SWING_00,TAKE_00,DELTA_00,SWING_01,TAKE_01,DELTA_01,SWING_02,TAKE_02,DELTA_02,SWING_10,TAKE_10,DELTA_10,SWING_11,TAKE_11,DELTA_11,SWING_12,TAKE_12,DELTA_12,SWING_20,TAKE_20,DELTA_20,SWING_21,TAKE_21,DELTA_21,SWING_22,TAKE_22,DELTA_22,SWING_30,TAKE_30,DELTA_30,SWING_31,TAKE_31,DELTA_31,SWING_32,TAKE_32,DELTA_32
-1.45,1.55,0.024,0.041,0.205,0.084,0.019,0.035,0.14,-0.166,0.033,-0.016,-0.004,0.466,0.0,0.121,0.072,0.229,0.0223,-0.005639099999999998,0.032,-0.037639099999999995,-0.018257299999999994,0.024,-0.0422573,-0.104141,0.021,-0.125141,-0.003836500000000003,0.088,-0.0918365,-0.020961199999999996,0.048,-0.0689612,-0.12260000000000003,0.038,-0.16060000000000002,-0.028171599999999995,0.143,-0.17117159999999998,-0.0344807,0.064,-0.0984807,-0.15600199999999997,0.085,-0.241002,-0.07774310000000001,0.051,-0.1287431,-0.03177680000000001,0.168,-0.19977680000000003,-0.23071699999999998,0.234,-0.464717
-1.45,1.65,0.026,0.039,0.115,0,0.014,0.005,0.053,0.192,0.009,0.05,-0.035,0.239,0.0,0.059,0.658,0.132,0.03,-0.028139,0.032,-0.060139,-0.041733000000000006,0.024,-0.06573300000000001,-0.133362,0.021,-0.154362,-0.02619700000000001,0.088,-0.114197,-0.044646000000000005,0.048,-0.092646,-0.15312300000000004,0.038,-0.19112300000000004,-0.052414,0.143,-0.19541399999999998,-0.059211000000000014,0.064,-0.12321100000000001,-0.18888100000000002,0.085,-0.27388100000000004,-0.10581900000000001,0.051,-0.15681900000000001,-0.056298,0.168,-0.224298,-0.268866,0.234,-0.502866
-1.45,1.75,0.036,0.05,0.11,0.052,-0.003,0.009,0.066,0.212,-0.032,-0.047,0.008,0.209,0.0,0.132,0.119,-0.148,0.0732,-0.0543604,0.032,-0.0863604,-0.0675372,0.024,-0.09153720000000001,-0.14973599999999998,0.021,-0.17073599999999997,-0.05247800000000001,0.088,-0.140478,-0.0703608,0.048,-0.1183608,-0.167964,0.038,-0.205964,-0.0778904,0.143,-0.2208904,-0.0844788,0.064,-0.14847880000000002,-0.200948,0.085,-0.285948,-0.1296564,0.051,-0.1806564,-0.08165520000000001,0.168,-0.24965520000000002,-0.27472799999999997,0.234,-0.508728
-1.45,1.85,0.027,0.022,0.145,0.112,0.018,0.03,0.035,0.219,0.021,0.028,-0.018,0.102,0.0,0.161,0.296,-0.191,0.0552,-0.0638364,0.032,-0.0958364,-0.0763552,0.024,-0.1003552,-0.156601,0.021,-0.17760099999999998,-0.062048000000000006,0.088,-0.15004800000000001,-0.07903779999999999,0.048,-0.12703779999999998,-0.17422,0.038,-0.21222000000000002,-0.0861914,0.143,-0.2291914,-0.0924508,0.064,-0.1564508,-0.20610199999999998,0.085,-0.29110199999999997,-0.1353724,0.051,-0.1863724,-0.0897682,0.168,-0.2577682,-0.27741699999999997,0.234,-0.511417
-1.45,1.95,0.031,0.044,0.131,0.089,0.022,0.033,0.033,0.443,-0.002,-0.028,-0.01,0.289,0.0,0.169,0.138,-0.057,0.0447,-0.0420339,0.032,-0.0740339,-0.05429369999999999,0.024,-0.0782937,-0.13428299999999999,0.021,-0.15528299999999998,-0.0402825,0.088,-0.1282825,-0.0569208,0.048,-0.10492080000000001,-0.151734,0.038,-0.189734,-0.0639264,0.143,-0.20692639999999998,-0.0700563,0.064,-0.13405630000000002,-0.18331199999999997,0.085,-0.268312,-0.1120899,0.051,-0.1630899,-0.0674292,0.168,-0.2354292,-0.253947,0.234,-0.487947
-1.45,2.05,0.03,0.048,0.059,0.155,-0.015,0.001,0.109,0.133,-0.01,0.014,0.023,0.087,0.0,0.151,0.117,-0.315,0.0821,-0.0820157,0.032,-0.1140157,-0.0950511,0.024,-0.11905109999999999,-0.174915,0.021,-0.19591499999999998,-0.0801535,0.088,-0.1681535,-0.0978444,0.048,-0.14584439999999999,-0.192744,0.038,-0.230744,-0.1052932,0.143,-0.2482932,-0.1118109,0.064,-0.1758109,-0.22500599999999998,0.085,-0.310006,-0.15650370000000002,0.051,-0.2075037,-0.10901759999999999,0.168,-0.2770176,-0.29717099999999996,0.234,-0.531171
-1.45,2.15,0.025,0.061,0.093,0.033,-0.001,-0.012,0.051,0.206,-0.008,-0.025,0.069,0.067,0.0,0.321,0.232,-0.167,0.0678,-0.0812386,0.032,-0.1132386,-0.09169379999999999,0.024,-0.11569379999999999,-0.155457,0.021,-0.176457,-0.07974500000000001,0.088,-0.167745,-0.0939342,0.048,-0.1419342,-0.16971600000000003,0.038,-0.20771600000000004,-0.0999086,0.143,-0.24290859999999997,-0.10513620000000001,0.064,-0.16913620000000001,-0.19551800000000003,0.085,-0.28051800000000005,-0.1409826,0.051,-0.1919826,-0.10289580000000001,0.168,-0.2708958,-0.253233,0.234,-0.487233
-1.45,2.25,0.032,0.057,0.076,0.121,-0.004,0.018,0.093,0.168,0.084,0.0,0.006,0.126,0.0,0.25,0.24,0.085,0.0791,-0.009426699999999996,0.032,-0.0414267,-0.021034099999999997,0.024,-0.045034099999999994,-0.09124999999999998,0.021,-0.11224999999999999,-0.007768500000000001,0.088,-0.09576849999999999,-0.023521399999999994,0.048,-0.0715214,-0.107,0.038,-0.145,-0.030154199999999996,0.143,-0.17315419999999998,-0.0359579,0.064,-0.0999579,-0.1355,0.085,-0.22050000000000003,-0.0757547,0.051,-0.1267547,-0.0334706,0.168,-0.2014706,-0.19924999999999998,0.234,-0.43325
-1.45,2.35,0.026,0.046,0.073,0.133,-0.012,-0.009,0.068,0.143,-0.045,0.045,0.054,0.098,0.0,0.24,0.214,-0.097,0.1145,-0.055636500000000005,0.032,-0.0876365,-0.0678795,0.024,-0.0918795,-0.13727999999999999,0.021,-0.15827999999999998,-0.053887500000000005,0.088,-0.1418875,-0.070503,0.048,-0.118503,-0.15324000000000002,0.038,-0.19124000000000002,-0.077499,0.143,-0.220499,-0.08362050000000001,0.064,-0.14762050000000002,-0.18212,0.085,-0.26712,-0.12559650000000003,0.051,-0.17659650000000002,-0.080997,0.168,-0.24899700000000002,-0.24672,0.234,-0.48072000000000004
-1.45,2.45,0.022,0.059,0.11,0.166,0.011,0.009,0.134,0.168,-0.053,0.013,0.05,0.128,0.0,0.311,0.311,-0.042,0.0733,-0.0412671,0.032,-0.0732671,-0.05193930000000001,0.024,-0.07593930000000002,-0.11641200000000002,0.021,-0.137412,-0.03974250000000001,0.088,-0.1277425,-0.0542262,0.048,-0.1022262,-0.13088100000000003,0.038,-0.16888100000000003,-0.060324600000000006,0.143,-0.2033246,-0.06566070000000002,0.064,-0.12966070000000002,-0.157063,0.085,-0.24206300000000003,-0.10225110000000003,0.051,-0.15325110000000003,-0.06337380000000001,0.168,-0.23137380000000002,-0.215628,0.234,-0.449628
-1.45,2.55,0.024,0.05,0.064,0.086,-0.003,-0.011,0.083,-0.105,-0.003,-0.015,0.052,0.051,0.0,0.258,0.155,-0.302,0.1104,-0.10945479999999999,0.032,-0.1414548,-0.12138840000000001,0.024,-0.1453884,-0.189216,0.021,-0.210216,-0.10775,0.088,-0.19574999999999998,-0.1239456,0.048,-0.1719456,-0.20479799999999998,0.038,-0.24279799999999999,-0.13076480000000001,0.143,-0.27376480000000003,-0.1367316,0.064,-0.2007316,-0.23299399999999998,0.085,-0.317994,-0.1776468,0.051,-0.22864679999999998,-0.1341744,0.168,-0.3021744,-0.296064,0.234,-0.530064
-1.45,2.65,0.035,0.038,0.076,0.052,0.019,0.014,0.062,0.06,0.009,-0.014,0.032,0.08,0.0,0.193,0.312,-0.093,0.0846,-0.050938199999999996,0.032,-0.08293819999999999,-0.0634206,0.024,-0.08742059999999999,-0.13899899999999998,0.021,-0.15999899999999997,-0.049155000000000004,0.088,-0.137155,-0.0660954,0.048,-0.1140954,-0.155946,0.038,-0.193946,-0.0732282,0.143,-0.21622819999999998,-0.0794694,0.064,-0.1434694,-0.18661199999999997,0.085,-0.27161199999999996,-0.12226619999999999,0.051,-0.17326619999999998,-0.07679459999999999,0.168,-0.2447946,-0.25520699999999996,0.234,-0.48920699999999995
-1.45,2.75,0.036,0.04,0.093,0.073,0.011,-0.001,0.024,0.152,0.012,-0.032,0.148,0.199,0.0,0.283,0.196,-0.006,0.0638,-0.0305876,0.032,-0.0625876,-0.0415188,0.024,-0.0655188,-0.10924800000000001,0.021,-0.130248,-0.029026000000000003,0.088,-0.11702599999999999,-0.0438612,0.048,-0.0918612,-0.12430500000000003,0.038,-0.16230500000000003,-0.0501076,0.143,-0.1931076,-0.0555732,0.064,-0.1195732,-0.15155100000000002,0.085,-0.236551,-0.09305160000000001,0.051,-0.1440516,-0.0532308,0.168,-0.2212308,-0.21249600000000002,0.234,-0.446496
-1.45,2.85,0.021,0.045,0.083,0.161,0.007,0.031,0.062,0.25,-0.003,-0.014,0.003,0.111,0.0,0.224,0.208,-0.137,0.0757,-0.0622009,0.032,-0.0942009,-0.0741247,0.024,-0.09812470000000001,-0.147088,0.021,-0.168088,-0.06049750000000001,0.088,-0.1484975,-0.0766798,0.048,-0.12467980000000001,-0.163384,0.038,-0.201384,-0.08349340000000001,0.143,-0.2264934,-0.08945530000000002,0.064,-0.15345530000000002,-0.192872,0.085,-0.277872,-0.1303369,0.051,-0.1813369,-0.08690020000000001,0.168,-0.2549002,-0.258832,0.234,-0.49283200000000005
-1.45,2.95,0.031,0.03,0.095,0.179,0.019,0.034,0.07,0.146,0.014,0.035,0.006,0.058,0.0,0.256,0.173,-0.125,0.0596,-0.0617332,0.032,-0.0937332,-0.0729836,0.024,-0.0969836,-0.1436,0.021,-0.1646,-0.060126,0.088,-0.14812599999999998,-0.0753944,0.048,-0.1233944,-0.159224,0.038,-0.197224,-0.0818232,0.143,-0.2248232,-0.08744840000000001,0.064,-0.1514484,-0.187496,0.085,-0.272496,-0.1260212,0.051,-0.1770212,-0.0850376,0.168,-0.25303760000000003,-0.25073599999999996,0.234,-0.48473599999999994
-1.45,3.05,0.028,0.028,0.073,0.089,0.026,0.012,0.084,0.138,0.076,0.042,0.035,0.256,0.0,0.325,0.196,-0.173,0.0579,-0.0833423,0.032,-0.1153423,-0.09360289999999999,0.024,-0.11760289999999998,-0.157475,0.021,-0.178475,-0.08187649999999999,0.088,-0.16987649999999999,-0.09580159999999999,0.048,-0.14380159999999997,-0.17165000000000002,0.038,-0.20965000000000003,-0.1016648,0.143,-0.2446648,-0.1067951,0.064,-0.1707951,-0.1973,0.085,-0.2823,-0.1419743,0.051,-0.1929743,-0.1045964,0.168,-0.2725964,-0.254675,0.234,-0.48867499999999997
-1.45,3.15,0.033,0.053,0.107,0.111,0.013,0.026,0.055,0.226,0.023,0.002,0.063,0.242,0.0,0.286,0.131,-0.212,0.0581,-0.08919969999999999,0.032,-0.1211997,-0.10000909999999999,0.024,-0.12400909999999998,-0.167732,0.021,-0.18873199999999998,-0.0876555,0.088,-0.1756555,-0.10232539999999998,0.048,-0.1503254,-0.182726,0.038,-0.220726,-0.1085022,0.143,-0.2515022,-0.1139069,0.064,-0.1779069,-0.209858,0.085,-0.294858,-0.15096769999999998,0.051,-0.20196769999999997,-0.11159059999999998,0.168,-0.2795906,-0.270548,0.234,-0.504548
-1.45,3.25,0.029,0.022,0.086,0.107,0.001,0.025,0.086,0.164,0.012,0.088,0.056,0.16,0.0,0.179,0.147,-0.25,0.0653,-0.0775431,0.032,-0.1095431,-0.08995129999999998,0.024,-0.11395129999999998,-0.1679,0.021,-0.18889999999999998,-0.0757705,0.088,-0.16377049999999999,-0.0926102,0.048,-0.14061020000000002,-0.185141,0.038,-0.223141,-0.0997006,0.143,-0.2427006,-0.1059047,0.064,-0.16990470000000002,-0.216339,0.085,-0.301339,-0.1484471,0.051,-0.1994471,-0.1032458,0.168,-0.2712458,-0.286124,0.234,-0.520124
-1.45,3.35,0.034,0.05,0.121,0.152,0.022,0.024,0.096,0.191,-0.003,0.036,0.088,0.164,0.0,0.111,0.078,-0.18,0.0759,-0.0556813,0.032,-0.0876813,-0.0691899,0.024,-0.09318989999999999,-0.15333,0.021,-0.17432999999999998,-0.05375150000000001,0.088,-0.1417515,-0.0720846,0.048,-0.1200846,-0.171999,0.038,-0.20999900000000002,-0.0798038,0.143,-0.2228038,-0.0865581,0.064,-0.1505581,-0.205781,0.085,-0.290781,-0.1328733,0.051,-0.1838733,-0.0836634,0.168,-0.2516634,-0.281346,0.234,-0.515346
-1.45,3.45,0.033,0.063,0.089,0.335,0.021,0.07,0.093,0.202,0.053,0.024,0.102,0.425,0.0,0.2,0.522,0.15,0.0423,-0.0011651000000000022,0.032,-0.0331651,-0.012957299999999998,0.024,-0.0369573,-0.09,0.021,-0.111,0.0005194999999999957,0.088,-0.0874805,-0.015484200000000004,0.048,-0.0634842,-0.1068,0.038,-0.1448,-0.022222600000000002,0.143,-0.1652226,-0.02811870000000001,0.064,-0.09211870000000001,-0.13720000000000002,0.085,-0.2222,-0.06854910000000002,0.051,-0.11954910000000002,-0.025591800000000005,0.168,-0.1935918,-0.2052,0.234,-0.43920000000000003
-1.45,3.55,0.045,0.076,0.121,0.109,0.017,0.079,0.131,0.141,0.22,-0.004,0.067,0.223,0.0,0.2,0.458,-0.064,0.0471,-0.0441427,0.032,-0.07614270000000001,-0.0560021,0.024,-0.08000209999999999,-0.1328,0.021,-0.1538,-0.04244850000000001,0.088,-0.1304485,-0.0585434,0.048,-0.10654340000000001,-0.1496,0.038,-0.18760000000000002,-0.06532020000000001,0.143,-0.2083202,-0.07124990000000002,0.064,-0.13524990000000003,-0.18000000000000002,0.085,-0.265,-0.11191070000000002,0.051,-0.16291070000000002,-0.06870860000000001,0.168,-0.23670860000000002,-0.248,0.234,-0.482
-1.45,3.65,0.06,0.1,0.082,0.132,0.068,0.078,0.134,0.269,0.113,-0.001,0.014,0.202,0.0,0.143,0.209,-0.553,0.0255,-0.11173149999999998,0.032,-0.14373149999999998,-0.12408649999999999,0.024,-0.14808649999999998,-0.207629,0.021,-0.228629,-0.1099665,0.088,-0.1979665,-0.12673399999999999,0.048,-0.174734,-0.225626,0.038,-0.26362599999999997,-0.133794,0.143,-0.276794,-0.1399715,0.064,-0.2039715,-0.258192,0.085,-0.343192,-0.18233149999999998,0.051,-0.23333149999999997,-0.137324,0.168,-0.30532400000000004,-0.33103699999999997,0.234,-0.565037
-1.45,3.75,0.059,0.079,0.121,0.258,0.031,0.109,0.116,0.277,0.076,0.109,0.107,0.225,0.0,0,0,0,0.0076,-0.0372812,0.032,-0.0692812,-0.0513876,0.024,-0.0753876,-0.15,0.021,-0.17099999999999999,-0.035266000000000006,0.088,-0.123266,-0.054410400000000005,0.048,-0.10241040000000001,-0.171,0.038,-0.20900000000000002,-0.062471200000000005,0.143,-0.2054712,-0.06952440000000001,0.064,-0.13352440000000002,-0.209,0.085,-0.294,-0.11788920000000001,0.051,-0.16888920000000002,-0.06650160000000001,0.168,-0.23450160000000003,-0.294,0.234,-0.528
-1.45,3.85,0.029,0.079,0,0.109,0.078,0.057,0.078,0.15,0.114,0.035,0.064,0.351,0.0,0.2,0.21,-0.006,0.0146,-0.0313402,0.032,-0.0633402,-0.042744599999999994,0.024,-0.06674459999999999,-0.1212,0.021,-0.1422,-0.029711,0.088,-0.117711,-0.0451884,0.048,-0.0931884,-0.138,0.038,-0.17600000000000002,-0.0517052,0.143,-0.1947052,-0.057407400000000004,0.064,-0.1214074,-0.16840000000000002,0.085,-0.2534,-0.09650820000000002,0.051,-0.1475082,-0.0549636,0.168,-0.2229636,-0.2364,0.234,-0.47040000000000004
-1.45,3.95,0.05,0.054,0.066,0,0.023,0.068,0.104,0.228,0.18,0.092,0.115,0.305,0.0,0,0,0,0,-0.037,0.032,-0.069,-0.051,0.024,-0.075,-0.15,0.021,-0.17099999999999999,-0.035,0.088,-0.123,-0.054,0.048,-0.10200000000000001,-0.171,0.038,-0.20900000000000002,-0.062,0.143,-0.205,-0.069,0.064,-0.133,-0.209,0.085,-0.294,-0.117,0.051,-0.168,-0.066,0.168,-0.234,-0.294,0.234,-0.528
-1.35,0.55,0.028,0.066,0,0,0.014,0.024,0.109,0,0.017,0.004,0.103,0,0.0,0,0,0,0.0192,-0.037710400000000005,0.032,-0.0697104,-0.0519792,0.024,-0.0759792,-0.15,0.021,-0.17099999999999999,-0.03567200000000001,0.088,-0.123672,-0.055036800000000004,0.048,-0.10303680000000001,-0.171,0.038,-0.20900000000000002,-0.06319040000000001,0.143,-0.2061904,-0.0703248,0.064,-0.13432480000000002,-0.209,0.085,-0.294,-0.11924640000000002,0.051,-0.17024640000000002,-0.06726720000000001,0.168,-0.2352672,-0.294,0.234,-0.528
-1.35,0.65,0.035,0.012,0.135,0,0.039,0.051,0.106,0,-0.007,-0.027,0.032,0.312,0.0,0,0,0,0.0238,-0.0378806,0.032,-0.0698806,-0.0522138,0.024,-0.0762138,-0.15,0.021,-0.17099999999999999,-0.035833000000000004,0.088,-0.123833,-0.0552852,0.048,-0.1032852,-0.171,0.038,-0.20900000000000002,-0.06347560000000001,0.143,-0.20647559999999998,-0.0706422,0.064,-0.1346422,-0.209,0.085,-0.294,-0.11978460000000002,0.051,-0.1707846,-0.0675708,0.168,-0.23557080000000002,-0.294,0.234,-0.528
-1.35,0.75,0.035,0.042,0.178,0.052,0.015,-0.05,0.061,0,-0.056,-0.024,0.103,0.227,0.0,0.067,0.072,-0.074,0.0154,-0.040048799999999996,0.032,-0.0720488,-0.053326399999999996,0.024,-0.07732639999999999,-0.14490799999999998,0.021,-0.16590799999999997,-0.038152,0.088,-0.126152,-0.056171599999999995,0.048,-0.1041716,-0.164501,0.038,-0.20250100000000001,-0.0637588,0.143,-0.2067588,-0.0703976,0.064,-0.1343976,-0.199955,0.085,-0.284955,-0.11592080000000002,0.051,-0.1669208,-0.06755240000000001,0.168,-0.23555240000000002,-0.27926,0.234,-0.51326
-1.35,0.85,0.039,0.077,0.121,0,0.013,0.037,0.005,0,0.003,0.014,0.081,0.011,0.0,0,0,0,0.0099,-0.0373663,0.032,-0.06936629999999999,-0.0515049,0.024,-0.0755049,-0.15,0.021,-0.17099999999999999,-0.0353465,0.088,-0.1233465,-0.0545346,0.048,-0.1025346,-0.171,0.038,-0.20900000000000002,-0.0626138,0.143,-0.20561379999999999,-0.06968310000000001,0.064,-0.1336831,-0.209,0.085,-0.294,-0.11815830000000001,0.051,-0.1691583,-0.0666534,0.168,-0.2346534,-0.294,0.234,-0.528
-1.35,0.95,0.03,0.032,0.221,0,0.03,0.04,-0.067,0.208,0.009,-0.03,0.069,0.226,0.0,0.067,0.053,-0.148,0.0089,-0.0447663,0.032,-0.07676630000000001,-0.0579529,0.024,-0.0819529,-0.149866,0.021,-0.170866,-0.042882500000000004,0.088,-0.1308825,-0.0607786,0.048,-0.1087786,-0.16945900000000003,0.038,-0.20745900000000003,-0.06831380000000001,0.143,-0.2113138,-0.0749071,0.064,-0.1389071,-0.204913,0.085,-0.28991300000000003,-0.12011830000000001,0.051,-0.1711183,-0.0720814,0.168,-0.2400814,-0.28421799999999997,0.234,-0.518218
-1.35,1.05,0.022,0.068,0.117,0.103,0.014,0.021,-0.003,0.281,0.009,-0.04,0.022,-0.072,0.0,0,0,0,0.0076,-0.0372812,0.032,-0.0692812,-0.0513876,0.024,-0.0753876,-0.15,0.021,-0.17099999999999999,-0.035266000000000006,0.088,-0.123266,-0.054410400000000005,0.048,-0.10241040000000001,-0.171,0.038,-0.20900000000000002,-0.062471200000000005,0.143,-0.2054712,-0.06952440000000001,0.064,-0.13352440000000002,-0.209,0.085,-0.294,-0.11788920000000001,0.051,-0.16888920000000002,-0.06650160000000001,0.168,-0.23450160000000003,-0.294,0.234,-0.528
-1.35,1.15,0.031,0.053,0.089,0.141,0.014,0.012,0.082,0.064,-0.003,0.01,-0.061,0.288,0.0,0,0,0,0.0414,-0.038531800000000005,0.032,-0.0705318,-0.0531114,0.024,-0.0771114,-0.15,0.021,-0.17099999999999999,-0.03644900000000001,0.088,-0.124449,-0.056235600000000004,0.048,-0.10423560000000001,-0.171,0.038,-0.20900000000000002,-0.06456680000000001,0.143,-0.2075668,-0.0718566,0.064,-0.1358566,-0.209,0.085,-0.294,-0.12184380000000002,0.051,-0.17284380000000002,-0.06873240000000001,0.168,-0.2367324,-0.294,0.234,-0.528
-1.35,1.25,0.025,0.057,0.074,0,0.02,0.029,0.085,0.1,-0.051,-0.051,0.091,0.517,0.0,0.094,0.096,-0.182,0.0238,-0.0515106,0.032,-0.08351059999999999,-0.0645278,0.024,-0.08852779999999999,-0.15300799999999998,0.021,-0.17400799999999997,-0.049651,0.088,-0.137651,-0.0673172,0.048,-0.1153172,-0.17203400000000002,0.038,-0.21003400000000003,-0.0747556,0.143,-0.2177556,-0.08126420000000001,0.064,-0.1452642,-0.20646199999999998,0.085,-0.291462,-0.12589460000000002,0.051,-0.1768946,-0.07847480000000001,0.168,-0.24647480000000002,-0.283472,0.234,-0.517472
