,NAME,ID,N_SWINGS,N_TAKES,N_P,G%S,GS_RV,B%S,BS_RV,SRV,G%T,GT_RV,B%T,BT_RV,TRV,TOT_RV,EXP_RV,SWTR,SWTR_Per650,Correct%,Selective,Agression,SEAGER,L_SEAGER,SEAGER_Percentile,Selective_Percentile,Agression_Percentile,SWTR_Percentile
154,"Contreras, Willson",575929,911,888,1799,50.5,5.0,49.5,-21.4,-16.4,83.0,30.8,17.0,-5.7,25.0,8.7,5.0,3.7,5.2,66.5,61.6,17.0,44.6,33.5,43,29,60,58
155,"Rengifo, Luis",650859,1012,805,1817,51.0,-2.4,49.0,-17.6,-20.0,84.1,23.2,15.9,-4.4,18.9,-1.1,0.2,-1.3,-1.8,65.7,56.7,15.9,40.8,35.1,16,5,70,29
156,"Rojas, Miguel",500743,864,947,1811,44.2,-7.8,55.8,-32.8,-40.5,83.8,26.8,16.2,-6.3,20.5,-20.0,-19.6,-0.4,-0.6,64.9,67.5,16.2,51.4,28.1,84,84,68,34
157,"Miranda, Jose",669304,933,879,1812,43.8,-11.1,56.2,-27.2,-38.3,87.1,25.6,12.9,-5.3,20.3,-18.0,-16.0,-2.0,-2.8,64.8,65.2,12.9,52.3,31.0,91,66,93,25
158,"Marsh, Brandon",669016,861,941,1802,51.9,1.2,48.1,-22.4,-21.1,77.7,25.6,22.3,-8.9,16.7,-4.4,-2.0,-2.4,-3.4,65.4,62.1,22.3,39.7,29.6,11,34,12,23
159,"Schoop, Jonathan",570731,993,796,1789,52.9,5.8,47.1,-16.4,-10.6,74.6,20.3,25.4,-3.0,17.3,6.7,6.8,-0.1,-0.2,62.5,53.1,25.4,27.7,27.5,0,1,1,36
160,"Naylor, Josh",647304,901,867,1768,48.8,3.0,51.2,-23.7,-20.7,82.8,29.2,17.2,-5.1,24.1,3.4,3.0,0.4,0.6,65.5,62.0,17.2,44.8,31.6,45,33,56,39
161,"Lopez, Nicky",670032,854,897,1751,53.7,-5.8,46.3,-17.8,-23.5,81.4,25.1,18.6,-6.4,18.7,-4.8,-8.2,3.4,4.9,67.9,61.4,18.6,42.8,35.1,31,27,42,57
162,"Odor, Rougned",596059,882,870,1752,45.1,-4.1,54.9,-19.6,-23.8,86.6,27.0,13.4,-5.1,21.9,-1.9,-1.1,-0.7,-1.0,65.7,65.4,13.4,52.0,31.7,90,68,90,32
163,"Heim, Jonah",641680,890,866,1756,52.9,-3.3,47.1,-20.7,-24.0,83.5,29.1,16.5,-5.7,23.4,-0.6,-3.5,2.9,4.2,68.0,60.6,16.5,44.0,36.4,40,19,65,54
164,"Walsh, Jared",665120,855,888,1743,48.1,-5.1,51.9,-26.4,-31.6,83.2,24.3,16.8,-8.2,16.1,-15.5,-14.8,-0.7,-1.0,66.0,64.3,16.8,47.5,31.3,67,56,63,32
165,"Candelario, Jeimer",600869,909,825,1734,52.0,-0.5,48.0,-18.1,-18.6,83.5,25.4,16.5,-5.3,20.1,1.5,2.9,-1.4,-2.1,67.0,59.3,16.5,42.8,35.6,31,13,65,27
166,"Iglesias, Jose",578428,902,836,1738,43.1,2.1,56.9,-28.2,-26.1,77.0,20.8,23.0,-6.4,14.4,-11.7,-2.3,-9.4,-13.8,59.4,62.3,23.0,39.4,20.2,9,36,7,3
167,"India, Jonathan",663697,711,1012,1723,49.1,-1.7,50.9,-24.4,-26.1,78.6,26.7,21.4,-8.1,18.5,-7.6,-8.5,0.8,1.2,66.4,69.5,21.4,48.1,27.6,70,94,19,43
168,"Moncada, Yoán",660162,810,913,1723,43.3,-9.3,56.7,-28.0,-37.4,87.3,25.9,12.7,-5.5,20.4,-17.0,-17.3,0.3,0.4,66.6,69.4,12.7,56.7,30.6,97,93,95,38
169,"Gallo, Joey",608336,813,907,1720,53.6,1.8,46.4,-11.0,-9.2,80.5,33.3,19.5,-7.0,26.3,17.1,10.6,6.5,9.7,67.8,62.6,19.5,43.1,34.1,33,39,33,75
170,"Crawford, Brandon",543063,869,848,1717,48.9,-7.2,51.1,-23.0,-30.1,89.2,28.9,10.8,-4.5,24.5,-5.7,-11.1,5.4,8.0,68.8,64.0,10.8,53.2,38.1,93,52,98,69
171,"Taylor, Michael A.",572191,871,833,1704,51.4,-2.2,48.6,-23.7,-25.9,84.8,27.8,15.2,-6.1,21.7,-4.2,-5.9,1.7,2.5,67.7,61.2,15.2,45.9,36.2,54,24,78,48
172,"Greene, Riley",682985,778,938,1716,49.7,-6.9,50.3,-16.0,-22.9,80.2,28.9,19.8,-8.0,20.9,-2.0,-3.3,1.3,1.9,66.4,66.0,19.8,46.2,29.9,56,74,31,46
173,"Gamel, Ben",592325,734,974,1708,41.7,-9.7,58.3,-22.2,-31.9,87.7,30.9,12.3,-6.3,24.6,-7.3,-11.9,4.7,7.0,67.9,73.6,12.3,61.3,29.4,100,100,96,64
174,"Calhoun, Kole",594777,902,798,1700,49.4,-4.4,50.6,-25.5,-29.8,87.8,26.1,12.2,-4.5,21.5,-8.3,-9.0,0.7,1.0,67.5,61.1,12.2,49.0,37.3,75,23,97,40
175,"Perez, Salvador",521692,976,724,1700,34.6,-0.9,65.4,-38.8,-39.6,86.7,22.4,13.3,-3.4,19.0,-20.7,-5.9,-14.7,-22.0,56.8,65.0,13.3,51.8,21.4,87,63,91,1
176,"Sheets, Gavin",657757,811,888,1699,41.4,-8.2,58.6,-25.2,-33.4,82.8,24.0,17.2,-6.2,17.9,-15.6,-11.7,-3.9,-5.8,63.0,68.6,17.2,51.4,24.2,84,91,56,15
177,"Pederson, Joc",592626,770,909,1679,47.9,-1.4,52.1,-20.1,-21.5,82.4,27.7,17.6,-7.1,20.6,-0.9,-2.3,1.4,2.1,66.6,67.0,17.6,49.4,30.3,78,82,52,47
178,"Castro, Harold",605612,889,767,1656,43.6,-6.1,56.4,-23.5,-29.6,80.2,21.1,19.8,-5.7,15.4,-14.1,-6.7,-7.4,-11.4,60.6,61.3,19.8,41.5,23.8,21,25,31,5
179,"Kepler, Max",596146,761,892,1653,52.8,-2.3,47.2,-18.0,-20.2,85.1,31.1,14.9,-5.4,25.7,5.5,-2.7,8.2,12.6,70.2,65.4,14.9,50.5,37.9,81,68,80,87
180,"Harris II, Michael",671739,864,788,1652,43.8,-2.1,56.2,-17.6,-19.7,83.1,23.1,16.9,-4.6,18.5,-1.2,3.8,-5.0,-7.7,62.5,63.4,16.9,46.5,26.9,58,45,62,10
181,"Morel, Christopher",666624,807,814,1621,51.7,-1.7,48.3,-19.2,-20.9,84.6,26.7,15.4,-6.3,20.4,-0.6,-5.5,5.0,7.8,68.2,62.3,15.4,46.9,36.3,62,36,75,68
182,"Urías, Ramón",602104,820,825,1645,46.8,-9.1,53.2,-22.1,-31.2,86.8,24.3,13.2,-4.8,19.5,-11.7,-15.6,3.9,6.0,66.9,65.1,13.2,51.9,33.6,89,64,91,62
183,"Cabrera, Miguel",408234,825,817,1642,46.4,-4.8,53.6,-25.5,-30.4,81.9,25.5,18.1,-5.6,19.9,-10.5,-9.1,-1.4,-2.1,64.1,63.6,18.1,45.5,28.3,50,47,49,27
184,"Raleigh, Cal",663728,861,778,1639,43.7,1.7,56.3,-25.7,-24.0,87.4,28.6,12.6,-4.1,24.5,0.5,-1.1,1.6,2.5,64.4,64.4,12.6,51.8,31.1,87,58,95,48
185,"d'Arnaud, Travis",518595,862,771,1633,45.1,0.7,54.9,-30.1,-29.3,80.8,20.1,19.2,-6.0,14.1,-15.3,-9.6,-5.7,-8.9,62.0,61.6,19.2,42.4,25.9,28,29,37,8
186,"Vázquez, Christian",543877,803,829,1632,49.3,2.7,50.7,-25.3,-22.5,79.0,22.8,21.0,-6.3,16.4,-6.1,-6.7,0.6,1.0,64.4,62.3,21.0,41.3,28.3,19,36,21,40
187,"Ruf, Darin",573131,654,966,1620,54.4,-1.0,45.6,-17.7,-18.8,77.5,28.2,22.5,-8.0,20.1,1.4,-4.6,6.0,9.4,68.2,67.8,22.5,45.3,32.0,48,86,9,73
188,"Hosmer, Eric",543333,790,825,1615,45.1,-1.5,54.9,-24.5,-26.0,80.4,26.9,19.6,-5.8,21.1,-4.9,-1.6,-3.3,-5.2,63.1,65.1,19.6,45.4,25.4,49,64,32,18
189,"Paredes, Isaac",670623,644,973,1617,55.7,-3.3,44.3,-16.7,-20.0,81.7,32.6,18.3,-6.3,26.3,6.4,-4.5,10.8,17.0,71.4,68.9,18.3,50.6,37.5,82,91,46,96
190,"Torkelson, Spencer",679529,739,870,1609,54.8,-0.2,45.2,-16.4,-16.6,82.1,28.2,17.9,-6.0,22.2,5.6,0.3,5.3,8.4,69.5,63.8,17.9,45.9,36.9,54,50,51,69
191,"O'Neill, Tyler",641933,738,856,1594,47.2,-5.4,52.8,-18.8,-24.2,85.9,25.9,14.1,-5.2,20.7,-3.5,-8.9,5.4,8.6,67.9,67.9,14.1,53.7,33.0,94,87,85,70
192,"Harper, Bryce",547180,886,698,1584,49.5,0.7,50.5,-19.5,-18.8,88.8,25.5,11.2,-3.1,22.3,3.5,1.9,1.6,2.6,66.9,58.5,11.2,47.4,38.4,66,10,98,49
193,"McCormick, Chas",676801,760,818,1578,52.2,-1.2,47.8,-19.8,-21.0,82.6,28.4,17.4,-5.4,23.1,2.1,-1.6,3.7,5.9,68.0,63.0,17.4,45.6,34.9,50,43,55,61
194,"Tapia, Raimel",606132,868,703,1571,35.4,-8.6,64.6,-34.3,-42.9,86.2,18.8,13.8,-3.7,15.1,-27.8,-15.0,-12.8,-20.8,58.1,66.4,13.8,52.6,21.6,91,77,87,2
195,"Ramírez, Harold",623912,890,688,1578,42.7,0.3,57.3,-29.9,-29.6,82.1,18.8,17.9,-4.1,14.6,-14.9,-7.1,-7.9,-12.7,59.9,59.8,17.9,41.9,24.8,25,15,51,4
196,"Story, Trevor",596115,785,790,1575,40.3,-5.5,59.7,-20.5,-26.0,85.4,24.0,14.6,-5.2,18.8,-7.3,-4.6,-2.7,-4.4,62.9,68.1,14.6,53.6,25.7,94,88,81,20
197,"Grandal, Yasmani",518735,625,948,1573,58.7,0.7,41.3,-14.7,-14.0,77.0,29.1,23.0,-8.2,20.9,6.9,-0.7,7.6,12.4,69.7,66.5,23.0,43.5,35.7,36,78,7,86
198,"Suwinski, Jack",669261,678,893,1571,43.1,-8.4,56.9,-17.7,-26.0,85.6,25.4,14.4,-6.8,18.6,-7.4,-11.4,3.9,6.4,67.2,72.3,14.4,57.9,28.6,98,99,83,63
199,"Berti, Jon",542932,697,872,1569,61.3,-3.8,38.7,-12.6,-16.4,78.2,27.1,21.8,-7.5,19.6,3.2,-4.4,7.6,12.3,70.7,61.5,21.8,39.7,39.5,11,28,16,86
200,"Gordon, Nick",624503,918,630,1548,49.5,2.6,50.5,-27.5,-24.9,85.1,19.1,14.9,-3.3,15.8,-9.1,-6.0,-3.1,-5.2,64.0,54.1,14.9,39.2,34.5,9,2,80,18
201,"Contreras, William",661388,689,857,1546,52.2,-3.2,47.8,-14.7,-17.9,81.1,27.9,18.9,-5.9,22.0,4.1,0.9,3.1,5.2,68.2,65.9,18.9,47.0,33.3,64,72,39,58
202,"Anderson, Brian",605119,780,761,1541,52.3,-2.4,47.7,-19.6,-22.0,84.8,27.0,15.2,-4.5,22.5,0.5,-4.9,5.3,8.8,68.3,61.3,15.2,46.0,37.1,55,25,78,72
203,"Ruiz, Keibert",660688,783,755,1538,45.5,-5.0,54.5,-27.0,-32.1,83.0,23.8,17.0,-4.8,19.0,-13.1,-9.2,-3.9,-6.4,63.9,63.8,17.0,46.8,28.5,61,50,60,13
204,"Daza, Yonathan",602074,771,761,1532,43.8,-5.4,56.2,-18.6,-23.9,81.3,21.2,18.7,-5.4,15.8,-8.1,-4.5,-3.6,-6.0,62.5,64.7,18.7,46.0,25.2,55,61,40,14
205,"Harrison, Josh",543281,835,695,1530,51.4,1.0,48.6,-21.7,-20.6,80.7,20.7,19.3,-4.3,16.4,-4.2,-1.6,-2.6,-4.4,64.7,56.7,19.3,37.4,32.1,4,5,35,20
206,"Buxton, Byron",621439,715,814,1529,51.2,-4.1,48.8,-20.0,-24.1,84.0,26.1,16.0,-5.9,20.3,-3.9,-4.7,0.8,1.4,68.7,65.1,16.0,49.2,35.2,76,64,69,44
207,"Chavis, Michael",656308,880,644,1524,41.1,-7.5,58.9,-23.5,-31.1,87.0,18.5,13.0,-3.5,15.0,-16.0,-9.7,-6.3,-10.6,60.5,60.7,13.0,47.7,28.1,67,21,92,6
208,"Nola, Austin",543592,652,870,1522,58.7,0.9,41.3,-12.3,-11.4,77.6,26.4,22.4,-8.2,18.2,6.8,-0.2,7.0,11.7,69.5,63.8,22.4,41.4,36.3,20,50,11,84
209,"Taylor, Tyrone",621438,774,747,1521,59.9,8.6,40.1,-11.1,-2.5,74.0,20.3,26.0,-5.7,14.6,12.1,10.0,2.0,3.4,66.9,54.4,26.0,28.4,34.0,1,2,1,51
210,"Ortega, Rafael",542364,676,826,1502,53.4,-2.9,46.6,-17.0,-19.9,84.4,27.8,15.6,-5.7,22.1,2.3,-3.8,6.0,10.2,70.4,65.9,15.6,50.3,37.8,81,72,72,76
211,"Laureano, Ramón",657656,701,812,1513,50.8,-4.2,49.2,-16.0,-20.2,79.6,23.9,20.4,-6.5,17.4,-2.7,-5.9,3.2,5.4,66.2,64.5,20.4,44.0,30.3,40,59,26,59
212,"Votto, Joey",458015,692,792,1484,53.5,-6.2,46.5,-13.1,-19.3,84.7,27.0,15.3,-5.0,22.1,2.8,-3.6,6.3,10.8,70.1,64.5,15.3,49.2,38.2,76,59,76,78
213,"Maldonado, Martín",455117,751,750,1501,56.9,0.8,43.1,-11.4,-10.5,77.5,21.7,22.5,-6.1,15.6,5.1,2.4,2.7,4.6,67.2,57.6,22.5,35.1,34.3,2,8,9,56
214,"Hernández, Enrique",571771,709,780,1489,44.0,-6.9,56.0,-24.5,-31.5,87.2,25.3,12.8,-3.9,21.4,-10.1,-11.1,1.0,1.7,66.6,68.5,12.8,55.7,31.2,96,90,94,45
215,"Davis, J.D.",605204,761,724,1485,62.7,12.4,37.3,-15.9,-3.5,84.8,25.9,15.2,-4.2,21.8,18.3,5.5,12.8,21.9,73.5,56.3,15.2,41.1,47.5,18,4,78,100
216,"Thomas, Alek",677950,727,754,1481,47.2,-3.1,52.8,-18.3,-21.5,75.7,20.3,24.3,-6.3,14.0,-7.4,-4.5,-3.0,-5.1,61.7,62.5,24.3,38.2,22.9,6,38,4,19
217,"Dalbec, Bobby",666915,686,789,1475,43.1,-6.0,56.9,-16.5,-22.5,83.0,24.6,17.0,-6.5,18.1,-4.4,-4.7,0.3,0.5,64.5,68.9,17.0,51.9,26.2,89,91,60,39
218,"Stallings, Jacob",607732,643,830,1473,54.7,0.9,45.3,-14.1,-13.2,78.4,24.4,21.6,-7.0,17.4,4.2,1.1,3.1,5.4,68.1,64.9,21.6,43.3,33.2,35,63,17,59
219,"Senzel, Nick",669222,694,765,1459,52.9,-2.2,47.1,-20.8,-23.0,81.4,23.6,18.6,-6.2,17.4,-5.6,-12.0,6.4,11.1,67.9,62.9,18.6,44.4,34.3,42,42,42,80
220,"González, Luis",670768,678,777,1455,55.0,-7.7,45.0,-18.0,-25.8,83.5,24.1,16.5,-4.8,19.2,-6.5,-11.4,4.8,8.4,70.2,63.5,16.5,47.0,38.5,64,46,65,69
221,"Cruz, Oneil",665833,591,868,1459,43.1,0.0,56.9,-14.8,-14.7,75.2,24.6,24.8,-9.0,15.6,0.8,4.7,-3.9,-6.7,62.2,71.9,24.8,47.1,18.4,65,98,3,12
222,"Díaz, Elias",553869,748,697,1445,42.6,-7.1,57.4,-27.0,-34.1,86.4,20.9,13.6,-3.7,17.3,-16.8,-13.6,-3.2,-5.6,63.7,65.4,13.6,51.7,29.0,87,68,88,16
223,"Castro, Willi",650489,832,602,1434,45.6,-6.8,54.4,-20.7,-27.5,82.9,16.8,17.1,-4.3,12.5,-15.0,-9.4,-5.6,-10.0,61.2,56.8,17.1,39.7,28.4,11,6,58,6
224,"Pinder, Chad",640461,760,677,1437,46.7,-5.2,53.3,-24.0,-29.2,86.3,20.5,13.7,-4.3,16.2,-13.0,-13.7,0.7,1.2,65.3,62.2,13.7,48.5,33.0,72,34,87,43
225,"Stassi, Max",545358,633,803,1436,53.6,-4.7,46.4,-12.9,-17.6,83.1,25.5,16.9,-6.9,18.6,1.1,-5.1,6.2,11.0,70.1,66.3,16.9,49.4,36.6,78,76,62,79
226,"Kelly, Carson",608348,621,802,1423,53.3,-3.2,46.7,-13.8,-16.9,80.4,23.6,19.6,-6.6,16.9,0.0,-3.4,3.4,6.1,68.6,66.1,19.6,46.5,33.7,58,74,32,62
227,"Peterson, Jace",607054,573,839,1412,55.8,-2.2,44.2,-15.2,-17.4,77.9,24.4,22.1,-6.9,17.5,0.0,-6.0,6.0,10.8,69.0,67.1,22.1,45.1,33.8,46,83,13,78
228,"Franco, Maikel",596748,760,658,1418,39.9,-3.0,60.1,-29.5,-32.4,83.0,17.6,17.0,-3.7,13.9,-18.6,-11.8,-6.8,-12.1,59.9,64.3,17.0,47.3,22.8,66,56,60,4
229,"Robles, Victor",645302,740,654,1394,46.6,-3.8,53.4,-23.0,-26.8,86.1,19.0,13.9,-4.4,14.7,-12.1,-13.4,1.3,2.3,65.1,62.0,13.9,48.1,32.7,70,33,86,48
230,"Gonzalez, Oscar",660757,835,574,1409,40.8,-0.4,59.2,-31.6,-32.0,82.9,15.3,17.1,-3.7,11.5,-20.5,-8.5,-12.0,-21.7,58.0,58.3,17.1,41.2,23.8,18,9,58,1
231,"Segura, Jean",516416,684,720,1404,45.6,-2.4,54.4,-17.4,-19.7,78.1,21.1,21.9,-6.1,15.0,-4.8,-1.9,-2.8,-5.1,62.3,64.3,21.9,42.4,23.7,28,56,15,19
232,"Vierling, Matt",663837,621,778,1399,54.3,0.9,45.7,-13.7,-12.9,73.1,20.8,26.9,-7.3,13.5,0.7,-0.3,0.9,1.7,64.8,62.8,26.9,35.9,27.4,2,41,0,45
233,"Margot, Manuel",622534,728,661,1389,48.6,-3.3,51.4,-21.3,-24.6,87.0,20.8,13.0,-3.3,17.6,-7.0,-6.5,-0.5,-0.9,66.9,61.9,13.0,48.9,35.6,74,32,92,33
234,"Sánchez, Jesús",660821,664,726,1390,42.5,-1.8,57.5,-18.9,-20.7,83.6,22.9,16.4,-5.5,17.4,-3.3,-0.5,-2.9,-5.3,64.0,68.3,16.4,51.9,26.1,89,89,67,17
235,"Nootbaar, Lars",663457,538,845,1383,51.7,-3.6,48.3,-12.3,-15.9,80.0,27.8,20.0,-8.1,19.7,3.9,-3.9,7.8,14.3,69.0,70.9,20.0,50.9,31.7,83,96,30,92
236,"Bradley Jr., Jackie",598265,684,697,1381,49.1,-4.0,50.9,-20.4,-24.4,84.2,21.3,15.8,-4.7,16.6,-7.8,-8.3,0.5,0.9,66.8,63.6,15.8,47.8,33.3,68,47,71,40
237,"De La Cruz, Bryan",650559,682,705,1387,49.1,2.0,50.9,-19.7,-17.7,84.7,21.8,15.3,-3.7,18.1,0.4,1.1,-0.7,-1.4,67.2,64.1,15.3,48.7,33.8,73,53,76,29
238,"Pujols, Albert",405395,668,717,1385,46.1,-2.5,53.9,-18.1,-20.6,77.3,21.5,22.7,-5.2,16.3,-4.3,-1.4,-2.9,-5.3,62.2,64.3,22.7,41.5,23.4,21,56,8,17
239,"Celestino, Gilberto",665482,615,768,1383,56.9,-4.8,43.1,-15.2,-20.0,80.9,24.7,19.1,-5.5,19.2,-0.8,-7.6,6.9,12.6,70.2,64.0,19.1,44.8,37.8,45,52,38,87
240,"Haase, Eric",606992,707,669,1376,46.0,-1.1,54.0,-21.3,-22.4,82.4,20.6,17.6,-4.2,16.4,-6.0,-4.9,-1.1,-2.1,63.7,62.9,17.6,45.3,28.3,48,42,52,27
241,"Guillorme, Luis",641645,555,816,1371,56.8,-4.0,43.2,-16.0,-20.0,80.5,21.7,19.5,-6.2,15.5,-4.5,-11.9,7.5,13.9,70.9,67.6,19.5,48.1,37.3,70,84,33,91
242,"García, Avisaíl",541645,806,561,1367,45.0,-1.8,55.0,-22.2,-24.0,87.7,18.1,12.3,-3.2,15.0,-9.0,-5.2,-3.8,-7.0,62.5,57.5,12.3,45.2,32.7,47,7,96,11
243,"Robert Jr., Luis",673357,829,520,1349,43.7,2.0,56.3,-15.8,-13.7,86.5,17.1,13.5,-2.1,15.0,1.2,4.7,-3.5,-6.6,60.2,55.4,13.5,42.0,30.2,26,3,89,12
244,"Toro, Abraham",647351,630,706,1336,49.5,-2.6,50.5,-17.8,-20.4,78.6,19.2,21.4,-5.8,13.4,-7.1,-5.3,-1.8,-3.4,64.9,64.0,21.4,42.6,28.1,29,52,19,23
245,"Slater, Austin",596103,594,726,1320,55.1,-2.9,44.9,-14.3,-17.2,82.6,24.5,17.4,-5.6,18.9,1.7,-4.0,5.7,11.0,70.2,64.7,17.4,47.4,37.7,66,61,55,79
246,"Rivera, Emmanuel",656896,663,661,1324,46.8,-7.0,53.2,-20.8,-27.8,87.7,19.8,12.3,-2.8,17.0,-10.7,-11.3,0.6,1.1,67.2,65.2,12.3,52.9,34.5,92,66,96,42
247,"García Jr., Luis",671277,705,615,1320,44.8,-0.9,55.2,-21.0,-21.9,77.7,15.4,22.3,-5.5,9.8,-12.1,-7.0,-5.1,-9.8,60.2,60.2,22.3,37.9,22.5,5,17,12,7
248,"Velazquez, Andrew",623205,692,609,1301,57.9,1.6,42.1,-14.3,-12.7,80.8,17.6,19.2,-5.5,12.2,-0.6,-2.8,2.2,4.4,68.6,55.1,19.2,35.9,38.7,2,3,37,54
249,"Gorman, Nolan",669357,670,644,1314,50.0,-0.2,50.0,-21.4,-21.6,85.9,20.7,14.1,-3.1,17.6,-4.0,-5.9,1.9,3.7,67.6,62.3,14.1,48.1,35.9,70,36,85,52
250,"Hernandez, Yadiel",628450,669,632,1301,49.6,-4.8,50.4,-18.0,-22.8,84.8,17.5,15.2,-3.8,13.7,-9.1,-7.6,-1.5,-2.9,66.7,61.8,15.2,46.6,34.4,59,30,78,24
251,"Reyes, Victor",622682,711,564,1275,44.2,1.7,55.8,-22.8,-21.2,80.7,15.6,19.3,-3.3,12.3,-8.9,-1.4,-7.5,-14.9,60.3,59.2,19.3,39.8,24.8,12,13,35,2
252,"Biggio, Cavan",624415,513,765,1278,60.8,-5.1,39.2,-7.8,-13.0,84.3,24.9,15.7,-5.2,19.7,6.7,-4.0,10.7,21.4,74.9,67.4,15.7,51.7,45.1,87,83,71,100
253,"Wendle, Joey",621563,673,599,1272,47.7,2.8,52.3,-24.1,-21.4,74.8,15.3,25.2,-5.0,10.3,-11.1,-4.3,-6.8,-13.6,60.5,58.3,25.2,33.0,22.5,1,9,2,3
254,"Soler, Jorge",624585,587,689,1276,48.2,-5.1,51.8,-16.2,-21.3,87.2,23.1,12.8,-4.0,19.1,-2.2,-4.7,2.5,5.0,69.3,68.0,12.8,55.2,35.4,96,88,94,57
255,"Taveras, Leody",665750,610,647,1257,50.8,0.9,49.2,-14.4,-13.5,79.3,19.6,20.7,-4.7,14.8,1.3,0.8,0.5,1.1,65.5,62.3,20.7,41.6,30.1,23,36,23,42
256,"Hedges, Austin",595978,595,668,1263,48.2,-1.6,51.8,-16.2,-17.8,82.0,20.5,18.0,-4.9,15.6,-2.2,-5.5,3.3,6.7,66.1,65.6,18.0,47.7,30.3,67,70,50,63
257,"Siri, Jose",642350,652,611,1263,46.5,-2.9,53.5,-16.0,-18.9,81.0,18.0,19.0,-5.2,12.8,-6.1,-4.0,-2.1,-4.3,63.2,62.0,19.0,43.0,27.5,32,33,38,21
258,"McCarthy, Jake",664983,655,592,1247,56.0,1.2,44.0,-12.6,-11.4,81.8,17.4,18.2,-4.6,12.7,1.4,-0.8,2.2,4.5,68.2,56.9,18.2,38.6,37.8,8,7,47,55
259,"Naquin, Tyler",571980,729,530,1259,35.1,-8.8,64.9,-27.7,-36.6,93.2,14.9,6.8,-2.2,12.7,-23.9,-16.8,-7.1,-14.3,59.6,65.9,6.8,59.1,28.3,100,72,100,3
260,"Trevino, Jose",624431,626,630,1256,44.4,-3.5,55.6,-14.3,-17.7,77.3,15.0,22.7,-5.5,9.5,-8.3,-3.9,-4.3,-8.7,60.9,63.7,22.7,41.0,21.7,17,48,8,9
261,"Caratini, Victor",605170,527,719,1246,48.2,-1.7,51.8,-16.7,-18.4,81.8,21.6,18.2,-5.4,16.2,-2.2,-6.0,3.9,7.9,67.6,69.8,18.2,51.6,30.0,86,95,47,68
262,"Duvall, Adam",594807,616,604,1220,48.2,1.9,51.8,-14.9,-13.0,79.0,17.9,21.0,-5.5,12.4,-0.5,2.6,-3.1,-6.5,63.4,61.6,21.0,40.6,27.2,15,29,21,13
263,"Franco, Wander",677551,624,592,1216,50.6,-0.7,49.4,-12.0,-12.6,84.5,19.4,15.5,-3.2,16.2,3.5,2.6,0.9,2.0,67.1,61.3,15.5,45.7,35.1,52,25,73,46
264,"Rivas III, Alfonso",663845,505,701,1206,47.3,-5.6,52.7,-13.9,-19.4,86.9,20.2,13.1,-4.5,15.7,-3.7,-10.1,6.4,13.5,70.3,71.8,13.1,58.7,34.2,99,98,92,90
265,"Belt, Brandon",474832,558,632,1190,53.4,-5.7,46.6,-15.2,-20.8,89.2,22.6,10.8,-3.2,19.4,-1.4,-9.6,8.2,17.5,72.4,65.4,10.8,54.7,42.6,95,68,98,97
266,"Solano, Donovan",456781,584,590,1174,49.5,-4.0,50.5,-14.8,-18.8,81.7,14.7,18.3,-3.5,11.2,-7.6,-7.7,0.1,0.3,65.7,62.5,18.3,44.2,31.2,40,38,46,38
267,"Bader, Harrison",664056,563,617,1180,38.7,-5.1,61.3,-17.6,-22.7,83.0,16.9,17.0,-3.9,12.9,-9.8,-7.6,-2.1,-4.6,61.9,70.1,17.0,53.1,21.7,92,95,60,20
268,"Longoria, Evan",446334,527,660,1187,50.5,-2.7,49.5,-11.5,-14.2,79.2,19.3,20.8,-5.5,13.8,-0.4,-2.3,1.9,4.1,66.5,66.3,20.8,45.5,29.7,50,76,23,53
269,"Narváez, Omar",553882,590,591,1181,56.1,2.4,43.9,-10.6,-8.3,84.6,21.0,15.4,-3.1,17.9,9.6,5.2,4.4,9.5,70.4,60.2,15.4,44.8,40.7,45,17,75,74
270,"Díaz, Aledmys",649557,616,558,1174,48.2,-2.6,51.8,-14.3,-17.0,84.4,18.2,15.6,-3.9,14.3,-2.7,-2.8,0.1,0.2,65.4,61.3,15.6,45.7,32.6,52,25,72,38
271,"Jiménez, Eloy",650391,587,591,1178,44.6,-2.5,55.4,-13.0,-15.5,85.6,19.5,14.4,-4.0,15.5,0.0,-0.5,0.6,1.2,65.2,65.9,14.4,51.5,30.3,85,72,83,43
272,"Adell, Jo",666176,610,565,1175,48.0,-2.3,52.0,-17.0,-19.3,80.7,13.5,19.3,-4.3,9.2,-10.2,-7.4,-2.8,-6.0,63.7,60.9,19.3,41.6,28.7,23,23,35,14
273,"Barnhart, Tucker",571466,541,632,1173,48.1,-5.0,51.9,-15.1,-20.1,82.9,17.3,17.1,-5.1,12.2,-7.9,-10.5,2.6,5.6,66.8,66.8,17.1,49.7,31.0,80,80,58,60
274,"Bart, Joey",663698,544,613,1157,34.6,-4.8,65.4,-20.5,-25.3,84.7,16.9,15.3,-5.1,11.8,-13.5,-11.7,-1.8,-4.0,61.1,73.4,15.3,58.1,19.2,98,99,76,22
275,"Neuse, Sheldon",641914,588,572,1160,44.6,-4.2,55.4,-20.8,-25.0,84.1,17.6,15.9,-4.4,13.2,-11.8,-11.3,-0.6,-1.3,64.1,64.7,15.9,48.8,28.6,73,61,70,30
