"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
385,642715,"Adames, Willy",385,100,0.287,0.172,0.349,0.46,0.369,0.352,0.26,25,87,87.8,18.8,2304,89.7,89.95,54,178,207,0.29999999999999716,6.53,106,151,121,146,304,321,290,"-6.3","6.3"
385,670541,"Alvarez, Yordan",385,100,0.277,0.191,0.276,0.468,0.365,0.45,0.331,26,94,93.2,17.8,2263,89.4,89.48,28,170,215,0.09999999999999432,6.49,120,147,132,152,295,334,300,"-4.8","4.8"
384,621020,"Swanson, Dansby",384,100,0.235,0.136,0.309,0.37,0.309,0.325,0.231,19,81,88.4,11.8,2231,88.6,88.8,53,174,210,0.20000000000000284,6.46,110,151,122,146,301,323,294,"0.8","-0.8"
383,592518,"Machado, Manny",383,100,0.26,0.156,0.309,0.417,0.328,0.313,0.247,25,96,90.6,8.4,2165,90.1,90.33,46,189,194,0.20000000000000284,6.54,107,151,123,146,301,325,296,"1","-1"
383,661388,"Contreras, William",383,100,0.341,0.193,0.419,0.534,0.421,0.363,0.266,30,88,95,3.6,2287,89.4,89.47,59,173,210,0.09999999999999432,6.59,109,150,121,148,305,323,288,"-12.3","12.3"
382,519203,"Rizzo, Anthony",382,100,0.231,0.088,0.284,0.319,0.289,0.277,0.219,21,91,87.1,18.6,2267,88.2,88.27,41,183,199,0.09999999999999432,6.47,115,146,119,151,290,319,293,"0.4","-0.4"
380,457759,"Turner, Justin",380,100,0.31,0.183,0.345,0.493,0.396,0.382,0.291,22,71,89.6,23.4,2321,90.3,90.07,32,172,208,-0.20000000000000284,6.4,106,151,121,147,299,325,285,"-3.2","3.2"
380,680869,"Gelof, Zack",380,100,0.196,0.141,0.268,0.337,0.27,0.284,0.212,18,92,88.9,6.8,2177,88,88.34,70,186,194,0.29999999999999716,6.55,107,151,116,145,300,321,291,"2.7","-2.7"
377,608070,"Ramírez, José",377,100,0.24,0.188,0.235,0.427,0.291,0.268,0.235,23,96,88.6,16.4,2240,88.3,88.44,31,205,171,0.10000000000000853,6.33,111,145,120,149,289,320,297,"-1.7","1.7"
376,516782,"Marte, Starling",376,100,0.305,0.168,0.362,0.474,0.363,0.366,0.313,29,95,89.4,3.2,2252,89,89.3,52,186,190,0.29999999999999716,6.59,106,151,113,147,300,322,289,"-4.5","4.5"
376,621493,"Ward, Taylor",376,100,0.278,0.227,0.296,0.505,0.358,0.409,0.311,27,97,91.7,16.7,2286,89.1,89.25,36,189,187,0.20000000000000284,6.47,105,151,121,144,305,325,294,"-5.9","5.9"
375,808982,"Lee, Jung Hoo",375,100,0.272,0.098,0.277,0.37,0.315,0.33,0.296,25,92,90.1,4.9,2268,88.8,88.9,15,157,218,0.10000000000000853,6.47,116,146,108,150,289,316,301,"0.2","-0.2"
374,663586,"Riley, Austin",374,100,0.253,0.176,0.328,0.429,0.337,0.322,0.24,23,91,90.8,17.5,2311,90.3,90.6,58,188,186,0.29999999999999716,6.54,108,148,121,144,303,324,294,"0","0"
374,678662,"Tovar, Ezequiel",374,100,0.312,0.161,0.426,0.473,0.366,0.287,0.231,29,93,89.1,22.2,2255,87.7,88.24,82,234,140,0.5,6.48,104,150,110,147,305,324,287,"-4.9","4.9"
374,680757,"Kwan, Steven",374,100,0.351,0.113,0.381,0.464,0.377,0.344,0.328,34,97,83.8,13,2222,88.8,86.98,15,166,208,-1.7999999999999972,6.27,112,147,102,151,275,312,298,"-2.4","2.4"
372,663647,"Hayes, Ke'Bryan",372,100,0.277,0.072,0.333,0.349,0.332,0.308,0.245,23,83,87.8,4.7,2205,89.5,89.73,27,154,218,0.20000000000000284,6.48,105,148,119,145,306,319,286,"-0.2","0.2"
371,571745,"Haniger, Mitch",371,100,0.256,0.154,0.333,0.41,0.33,0.323,0.251,20,78,86.7,9.3,2238,88,88.29,48,164,207,0.29999999999999716,6.48,105,152,120,146,301,323,291,"-4.2","4.2"
371,571448,"Arenado, Nolan",371,100,0.293,0.098,0.321,0.391,0.324,0.289,0.255,27,92,86.4,14.6,2224,89.3,89.82,35,170,201,0.5,6.58,106,151,122,146,302,322,293,"-1.8","1.8"
371,683737,"Busch, Michael",371,100,0.292,0.292,0.357,0.583,0.41,0.428,0.286,21,72,91.5,21.2,2265,89,89.1,48,167,204,0.09999999999999432,6.39,115,146,122,152,295,324,303,"-7","7"
371,666182,"Bichette, Bo",371,100,0.241,0.115,0.274,0.356,0.296,0.269,0.22,21,87,87.6,6.7,2296,89.3,89.31,39,206,165,0,6.43,108,149,121,147,301,325,285,"0.5","-0.5"
371,673237,"Diaz, Yainer",371,100,0.287,0.149,0.306,0.437,0.339,0.303,0.254,25,87,91,4,2304,87.9,87.82,42,190,181,-0.10000000000000853,6.49,109,151,119,146,297,327,290,"-1","1"
369,671213,"Casas, Triston",369,100,0.244,0.269,0.283,0.513,0.369,0.31,0.199,19,78,89.9,10.6,2244,87.5,87.65,48,156,213,0.20000000000000284,6.44,114,146,131,151,286,322,307,"-0.6","0.6"
367,543807,"Springer, George",367,100,0.22,0.088,0.234,0.308,0.291,0.33,0.271,20,91,85.8,8.8,2311,89.7,89.69,37,174,193,0,6.42,108,151,121,146,298,326,289,"3.5","-3.5"
367,677594,"Rodríguez, Julio",367,100,0.278,0.067,0.407,0.344,0.303,0.318,0.271,25,90,91.3,8.1,2234,88,88.38,62,192,175,0.4000000000000057,6.49,105,151,120,145,303,323,293,"-0.9","0.9"
366,543685,"Rendon, Anthony",366,100,0.267,0.04,0.328,0.307,0.29,0.291,0.234,20,75,88.9,18.9,2340,88.8,88.79,14,148,217,0,6.43,107,152,121,145,303,322,292,"-1.7","1.7"
365,624424,"Conforto, Michael",365,100,0.281,0.225,0.313,0.506,0.361,0.352,0.27,25,89,89.4,16,2246,89.2,89.46,39,179,186,0.29999999999999716,6.53,113,146,123,151,294,320,303,"-3.7","3.7"
364,642350,"Siri, Jose",364,100,0.178,0.096,0.343,0.274,0.256,0.298,0.211,13,73,90.2,12.5,2241,89.8,90,76,169,195,0.20000000000000284,6.52,107,151,110,146,302,328,291,"3.4","-3.4"
364,663538,"Hoerner, Nico",364,100,0.272,0.099,0.31,0.37,0.337,0.357,0.303,22,81,86.1,12.2,2258,89.3,89.44,26,163,201,0.10000000000000853,6.43,107,149,114,146,298,318,290,"-0.9","0.9"
363,683734,"Vaughn, Andrew",363,100,0.167,0.038,0.245,0.205,0.226,0.278,0.215,13,78,90,16.7,2287,88.2,88.02,49,165,198,-0.20000000000000284,6.58,107,149,121,146,303,322,284,"6.6","-6.6"
363,669357,"Gorman, Nolan",363,100,0.195,0.195,0.267,0.39,0.284,0.306,0.219,16,82,85.9,16,2233,89.4,89.78,67,185,178,0.3999999999999915,6.57,114,146,118,152,293,321,304,"5.3","-5.3"
362,623993,"Santander, Anthony",362,100,0.216,0.227,0.221,0.443,0.312,0.291,0.223,19,88,87.5,25.9,2245,89.5,89.68,42,206,156,0.20000000000000284,6.43,112,146,127,149,299,325,300,"0.1","-0.1"
362,664761,"Bohm, Alec",362,100,0.305,0.22,0.349,0.524,0.404,0.349,0.276,25,82,88.4,7.2,2278,89.8,90.32,22,160,202,0.5,6.6,107,150,120,147,301,321,288,"-12.1","12.1"
362,665926,"Giménez, Andrés",362,100,0.279,0.081,0.32,0.36,0.321,0.306,0.26,24,86,84.8,5.5,2217,88.2,88,51,202,160,-0.20000000000000284,6.31,111,144,104,150,282,316,297,"-5.4","5.4"
359,682829,"De La Cruz, Elly",359,100,0.295,0.346,0.381,0.641,0.448,0.388,0.257,23,78,90.5,5,2164,88.8,88.86,53,152,207,0.10000000000000853,6.38,111,147,112,148,294,324,296,"-9.6","9.6"
359,682928,"Abrams, CJ",359,100,0.316,0.354,0.345,0.671,0.443,0.403,0.328,25,79,87.7,17.5,2214,88.7,89.04,36,195,164,0.29999999999999716,6.43,117,146,113,151,285,314,298,"-8.8","8.8"
358,666969,"García, Adolis",358,100,0.315,0.281,0.355,0.596,0.412,0.388,0.286,28,89,92.9,16.8,2263,89,89.03,52,188,170,0,6.38,105,151,121,145,309,330,297,"-9.8","9.8"
357,608336,"Gallo, Joey",357,100,0.143,0.222,0.231,0.365,0.311,0.304,0.162,9,63,89.8,40.5,2247,89.3,89.59,65,146,211,0.29999999999999716,6.5,113,144,123,151,296,320,297,"2","-2"
357,606115,"Arcia, Orlando",357,100,0.317,0.146,0.362,0.463,0.355,0.272,0.229,26,82,88.9,12.5,2312,89.3,89.5,46,187,170,0.20000000000000284,6.49,107,151,121,147,303,322,292,"-3.3","3.3"
357,666397,"Julien, Edouard",357,100,0.2,0.24,0.244,0.44,0.321,0.292,0.192,15,75,90.2,14.7,2289,89.1,89.55,38,138,219,0.4000000000000057,6.58,116,146,117,151,289,328,303,"1.4","-1.4"
357,694497,"Carter, Evan",357,100,0.2,0.187,0.226,0.387,0.313,0.306,0.222,15,75,84.9,8.4,2188,87.8,87.74,34,142,215,-0.09999999999999432,6.37,112,146,110,150,293,323,297,"1","-1"
355,701538,"Merrill, Jackson",355,100,0.329,0.094,0.397,0.424,0.364,0.365,0.304,28,85,89.1,11.6,2171,89.2,89.43,31,182,173,0.20000000000000284,6.52,116,146,112,151,282,317,303,"-0.5","0.5"
353,669257,"Smith, Will",353,100,0.329,0.11,0.382,0.439,0.36,0.33,0.277,27,82,88.8,13.1,2195,89.7,90.1,31,170,183,0.3999999999999915,6.47,108,151,122,147,304,319,294,"-4.9","4.9"
353,666624,"Morel, Christopher",353,100,0.2,0.153,0.215,0.353,0.281,0.339,0.271,17,85,90.7,16.6,2269,89.2,89.22,48,178,175,0,6.42,110,151,123,145,301,325,295,"2.6","-2.6"
353,676116,"Noda, Ryan",353,100,0.167,0.091,0.25,0.258,0.259,0.238,0.156,11,66,82.9,13.7,2256,89.1,89.34,51,147,206,0.20000000000000284,6.55,117,147,120,152,289,319,299,"1.9","-1.9"
350,592663,"Realmuto, J.T.",350,100,0.232,0.134,0.286,0.366,0.284,0.293,0.24,19,82,87.5,11.2,2302,89.9,90.43,52,178,172,0.5,6.63,107,150,119,146,301,322,290,"5.6","-5.6"
348,543760,"Semien, Marcus",348,100,0.267,0.178,0.271,0.446,0.343,0.384,0.332,27,101,87.6,16.4,2283,88.2,88.3,31,178,170,0.09999999999999432,6.42,107,152,120,146,303,324,292,"-9","9"
346,666181,"Benson, Will",346,100,0.189,0.203,0.286,0.392,0.303,0.3,0.219,14,74,89.1,12.8,2163,89.6,89.96,56,164,182,0.4000000000000057,6.51,117,146,122,151,290,324,297,"3.9","-3.9"
345,547180,"Harper, Bryce",345,100,0.241,0.203,0.273,0.443,0.335,0.341,0.248,19,79,91.4,10.7,2230,88.7,89.07,55,184,161,0.3999999999999915,6.55,117,145,124,149,295,325,300,"1.4","-1.4"
341,672515,"Moreno, Gabriel",341,100,0.262,0.108,0.304,0.369,0.333,0.32,0.256,17,65,89.2,7.4,2234,88.6,89.01,14,133,208,0.4000000000000057,6.48,109,150,123,146,306,324,290,"-3.1","3.1"
340,669707,"Triolo, Jared",340,100,0.221,0.052,0.281,0.273,0.267,0.29,0.229,17,77,86.1,4.9,2229,88.4,88.69,45,174,166,0.29999999999999716,6.53,104,150,119,146,301,318,286,"1.9","-1.9"
336,608324,"Bregman, Alex",336,100,0.203,0.063,0.229,0.266,0.259,0.294,0.23,16,79,88.1,22,2255,88.3,87,19,136,200,-1.2999999999999972,6.52,110,152,119,147,297,325,289,"3.1","-3.1"
334,676059,"Westburg, Jordan",334,100,0.316,0.278,0.351,0.595,0.424,0.419,0.332,25,79,92.5,11.1,2276,88.6,88.72,61,162,172,0.10000000000000853,6.45,109,151,119,147,310,326,293,"-12.4","12.4"
334,669004,"Melendez, MJ",334,100,0.219,0.233,0.24,0.452,0.326,0.349,0.257,16,73,91.4,13.8,2285,89.1,89.64,44,152,182,0.5,6.58,118,146,124,152,298,325,307,"-3.5","3.5"
333,686217,"Frelick, Sal",333,100,0.278,0.025,0.379,0.304,0.306,0.278,0.239,22,79,85.3,3.7,2360,89.9,90.14,23,134,199,0.19999999999998863,6.47,113,145,103,150,287,315,293,"-1.4","1.4"
332,592206,"Castellanos, Nick",332,100,0.184,0.023,0.242,0.207,0.213,0.227,0.179,16,87,87.3,17.2,2289,88.2,88.52,65,199,133,0.29999999999999716,6.52,108,151,121,146,301,322,288,"1.9","-1.9"
