XLOC,ZLOC,RV_00,RV_10,RV_20,RV_30,RV_01,RV_11,RV_21,RV_31,RV_02,RV_12,RV_22,RV_32,CS,CONTACT,xWOBACON,CRV,FOUL,SWING_00,TAKE_00,DELTA_00,SWING_01,TAKE_01,DELTA_01,SWING_02,TAKE_02,DELTA_02,SWING_10,TAKE_10,DELTA_10,SWING_11,TAKE_11,DELTA_11,SWING_12,TAKE_12,DELTA_12,SWING_20,TAKE_20,DELTA_20,SWING_21,TAKE_21,DELTA_21,SWING_22,TAKE_22,DELTA_22,SWING_30,TAKE_30,DELTA_30,SWING_31,TAKE_31,DELTA_31,SWING_32,TAKE_32,DELTA_32
-1.45,1.55,0.04,0.036,0.092,0.074,0.008,0.03,0.051,0.127,-0.024,-0.027,0.083,0.366,0.0,0.111,0.122,0.046,0.0526,-0.0297332,0.032,-0.0617332,-0.0429156,0.024,-0.06691559999999999,-0.128244,0.021,-0.149244,-0.027850000000000007,0.088,-0.11585000000000001,-0.0457404,0.048,-0.0937404,-0.14691300000000002,0.038,-0.18491300000000002,-0.0532732,0.143,-0.19627319999999998,-0.05986440000000001,0.064,-0.12386440000000001,-0.180695,0.085,-0.265695,-0.10506120000000001,0.051,-0.1560612,-0.0570396,0.168,-0.2250396,-0.25626,0.234,-0.49026000000000003
-1.45,1.65,0.029,0.066,0.102,0.196,0.015,0.026,0.025,0.197,-0.018,0.055,0.018,0.162,0.0,0.05,0.084,0.306,0.0588,-0.022025599999999992,0.032,-0.05402559999999999,-0.036148799999999995,0.024,-0.060148799999999995,-0.12719999999999998,0.021,-0.14819999999999997,-0.020007999999999998,0.088,-0.10800799999999999,-0.03917519999999999,0.048,-0.0871752,-0.14715,0.038,-0.18515,-0.04724559999999999,0.143,-0.1902456,-0.05430719999999999,0.064,-0.1183072,-0.18324999999999997,0.085,-0.26825,-0.1027296,0.051,-0.1537296,-0.051280799999999994,0.168,-0.2192808,-0.264,0.234,-0.498
-1.45,1.75,0.027,0.046,0.122,0.214,0.017,0.039,0.11,0.233,-0.012,-0.021,0.037,0.21,0.0,0.149,0.271,-0.052,0.0438,-0.04085559999999999,0.032,-0.07285559999999999,-0.053382799999999994,0.024,-0.0773828,-0.135398,0.021,-0.15639799999999998,-0.039066,0.088,-0.12706599999999998,-0.05606719999999999,0.048,-0.1040672,-0.15326900000000002,0.038,-0.19126900000000002,-0.06322559999999999,0.143,-0.20622559999999998,-0.0694892,0.064,-0.1334892,-0.185607,0.085,-0.270607,-0.1124396,0.051,-0.1634396,-0.0668048,0.168,-0.2348048,-0.25794199999999995,0.234,-0.491942
-1.45,1.85,0.033,0.045,0.08,0.064,0.025,0.028,0.071,0.23,0.013,0.009,0.014,0.148,0.0,0.151,0.226,-0.025,0.063,-0.037519,0.032,-0.069519,-0.05028699999999999,0.024,-0.07428699999999999,-0.131125,0.021,-0.15212499999999998,-0.035695,0.088,-0.123695,-0.053022999999999994,0.048,-0.101023,-0.148954,0.038,-0.186954,-0.060319,0.143,-0.20331899999999997,-0.066703,0.064,-0.130703,-0.181216,0.085,-0.266216,-0.110479,0.051,-0.16147899999999998,-0.063967,0.168,-0.231967,-0.25338099999999997,0.234,-0.48738099999999995
-1.45,1.95,0.03,0.045,0.083,0.082,0.015,0.038,0.057,0.14,-0.002,-0.019,0.103,-0.033,0.0,0.224,0.219,-0.072,0.0673,-0.0473301,0.032,-0.0793301,-0.0591363,0.024,-0.0831363,-0.132528,0.021,-0.153528,-0.045643500000000004,0.088,-0.1336435,-0.061666200000000004,0.048,-0.1096662,-0.148824,0.038,-0.18682400000000002,-0.0684126,0.143,-0.2114126,-0.07431570000000001,0.064,-0.1383157,-0.178312,0.085,-0.263312,-0.11479410000000001,0.051,-0.1657941,-0.07178580000000001,0.168,-0.23978580000000002,-0.244272,0.234,-0.47827200000000003
-1.45,2.05,0.029,0.056,0.1,0.171,0.021,0.021,0.047,0.24,0.002,-0.009,0.035,0.195,0.0,0.167,0.372,-0.037,0.0695,-0.039571499999999996,0.032,-0.0715715,-0.05220649999999999,0.024,-0.07620649999999998,-0.131129,0.021,-0.152129,-0.03776650000000001,0.088,-0.1257665,-0.054914000000000004,0.048,-0.102914,-0.148622,0.038,-0.186622,-0.062133999999999995,0.143,-0.20513399999999998,-0.0684515,0.064,-0.1324515,-0.18027599999999996,0.085,-0.26527599999999996,-0.11177150000000001,0.051,-0.1627715,-0.065744,0.168,-0.233744,-0.251081,0.234,-0.485081
-1.45,2.15,0.033,0.06,0.095,0.077,0.012,0.023,0.038,0.148,-0.022,0.008,0.037,0.21,0.0,0.134,0.09,0.0,0.0874,-0.035275799999999996,0.032,-0.0672758,-0.0486234,0.024,-0.0726234,-0.1299,0.021,-0.15089999999999998,-0.033369,0.088,-0.121369,-0.0514836,0.048,-0.0994836,-0.14808600000000002,0.038,-0.18608600000000003,-0.0591108,0.143,-0.20211079999999998,-0.06578460000000001,0.064,-0.12978460000000003,-0.180994,0.085,-0.265994,-0.1115478,0.051,-0.1625478,-0.0629244,0.168,-0.23092440000000003,-0.254604,0.234,-0.48860400000000004
-1.45,2.25,0.034,0.06,0.122,0.313,0.02,0.029,0.093,0.072,-0.039,0.039,0.008,0.189,0.0,0.169,0.282,0.029,0.0581,-0.0279957,0.032,-0.0599957,-0.040443099999999996,0.024,-0.0644431,-0.11974899999999998,0.021,-0.14074899999999999,-0.026217500000000005,0.088,-0.1142175,-0.0431104,0.048,-0.09111040000000001,-0.13720000000000002,0.038,-0.17520000000000002,-0.050223199999999996,0.143,-0.19322319999999998,-0.0564469,0.064,-0.1204469,-0.16877799999999998,0.085,-0.253778,-0.09912370000000001,0.051,-0.1501237,-0.0537796,0.168,-0.22177960000000002,-0.239413,0.234,-0.473413
-1.45,2.35,0.03,0.045,0.108,0.171,0.023,0.024,0.091,0.083,-0.032,0.01,0.034,0.053,0.0,0.235,0.219,-0.164,0.0854,-0.0700048,0.032,-0.1020048,-0.0819104,0.024,-0.10591039999999999,-0.15328999999999998,0.021,-0.17428999999999997,-0.068304,0.088,-0.156304,-0.0844616,0.048,-0.1324616,-0.169355,0.038,-0.207355,-0.09126480000000001,0.143,-0.2342648,-0.09721760000000002,0.064,-0.16121760000000002,-0.198425,0.085,-0.283425,-0.13803680000000002,0.051,-0.1890368,-0.09466640000000001,0.168,-0.2626664,-0.26345,0.234,-0.49745000000000006
-1.45,2.45,0.027,0.065,0.112,0.077,0.007,-0.038,0.083,0.142,-0.001,0.002,0.068,0.248,0.0,0.218,0.211,-0.202,0.0904,-0.07631480000000002,0.032,-0.10831480000000002,-0.08852840000000001,0.024,-0.1125284,-0.161336,0.021,-0.182336,-0.07457000000000001,0.088,-0.16257,-0.09114560000000001,0.048,-0.1391456,-0.17775800000000003,0.038,-0.21575800000000003,-0.09812480000000001,0.143,-0.2411248,-0.10423160000000001,0.064,-0.1682316,-0.207474,0.085,-0.292474,-0.14610680000000004,0.051,-0.19710680000000003,-0.10161440000000002,0.168,-0.26961440000000003,-0.273944,0.234,-0.5079440000000001
-1.45,2.55,0.023,0.035,0.149,0.057,0.072,0.018,0.067,0.178,0.009,0.037,0.067,-0.009,0.0,0.156,0.281,0.054,0.1037,-0.026640899999999995,0.032,-0.058640899999999996,-0.0399087,0.024,-0.0639087,-0.11817599999999999,0.021,-0.139176,-0.024745500000000004,0.088,-0.1127455,-0.0427518,0.048,-0.0907518,-0.13590000000000002,0.038,-0.17390000000000003,-0.0503334,0.143,-0.1933334,-0.0569673,0.064,-0.1209673,-0.167972,0.085,-0.25297200000000003,-0.1024569,0.051,-0.1534569,-0.0541242,0.168,-0.2221242,-0.23971199999999998,0.234,-0.473712
-1.45,2.65,0.029,0.057,0.109,0.084,0.028,0.024,0.084,0.179,-0.043,0.063,-0.037,0.063,0.0,0.321,0.269,-0.034,0.066,-0.038479000000000006,0.032,-0.07047900000000001,-0.048909,0.024,-0.072909,-0.11276400000000002,0.021,-0.13376400000000002,-0.03698900000000001,0.088,-0.124989,-0.051144,0.048,-0.09914400000000001,-0.12702300000000002,0.038,-0.16502300000000003,-0.05710400000000001,0.143,-0.200104,-0.06231900000000001,0.064,-0.12631900000000001,-0.15282500000000002,0.085,-0.237825,-0.09807900000000003,0.051,-0.14907900000000002,-0.06008400000000001,0.168,-0.228084,-0.21054,0.234,-0.44454000000000005
-1.45,2.75,0.037,0.019,0.06,0.127,0.007,0.017,0.135,0.252,0.063,0.011,0.003,0.097,0.0042,0.26,0.201,-0.189,0.0931,-0.0799647,0.0317102,-0.1116749,-0.09162809999999999,0.023685,-0.11531309999999999,-0.16014,0.020281800000000003,-0.18042180000000002,-0.07829850000000001,0.0874834,-0.1657819,-0.0941274,0.047571600000000006,-0.14169900000000002,-0.17568,0.0371222,-0.2128022,-0.1007922,0.142139,-0.24293119999999999,-0.10662390000000001,0.0634414,-0.1700653,-0.20379999999999998,0.08376520000000001,-0.28756519999999997,-0.14661269999999998,0.050294399999999996,-0.19690709999999997,-0.10412460000000001,0.1670172,-0.2711418,-0.2667,0.2317824,-0.4984824
-1.45,2.85,0.03,0.067,0.138,0.087,0.001,0.025,0.066,0.118,0.049,0.005,0.044,0.165,0.0,0.241,0.299,-0.008,0.0971,-0.03360369999999999,0.032,-0.06560369999999999,-0.045589099999999994,0.024,-0.06958909999999999,-0.11577799999999999,0.021,-0.13677799999999998,-0.0318915,0.088,-0.1198915,-0.048157399999999996,0.048,-0.0961574,-0.13171700000000003,0.038,-0.16971700000000003,-0.0550062,0.143,-0.1980062,-0.0609989,0.064,-0.1249989,-0.160559,0.085,-0.24555900000000003,-0.10209170000000001,0.051,-0.1530917,-0.0584306,0.168,-0.2264306,-0.225074,0.234,-0.459074
-1.45,2.95,0.023,0.054,0.103,0.143,-0.028,0.023,0.135,0.204,0.004,-0.019,0.064,0.099,0.0,0.333,0.204,-0.266,0.0662,-0.1157064,0.032,-0.14770640000000002,-0.1259712,0.024,-0.1499712,-0.18862800000000002,0.021,-0.209628,-0.11424000000000001,0.088,-0.20224,-0.1281708,0.048,-0.17617080000000002,-0.202635,0.038,-0.24063500000000002,-0.1340364,0.143,-0.27703639999999996,-0.1391688,0.064,-0.2031688,-0.227981,0.085,-0.312981,-0.17436240000000003,0.051,-0.22536240000000002,-0.1369692,0.168,-0.30496920000000005,-0.284676,0.234,-0.518676
-1.45,3.05,0.025,0.069,0.097,0.235,-0.029,0.022,0.068,0.197,0.024,0.048,0.063,0.238,0.0,0.296,0.229,-0.282,0.049,-0.11133299999999999,0.032,-0.143333,-0.12187499999999998,0.024,-0.14587499999999998,-0.18907199999999996,0.021,-0.21007199999999995,-0.109827,0.088,-0.19782699999999998,-0.124134,0.048,-0.172134,-0.20385599999999998,0.038,-0.241856,-0.130158,0.143,-0.273158,-0.135429,0.064,-0.199429,-0.23060799999999998,0.085,-0.315608,-0.17157299999999998,0.051,-0.22257299999999997,-0.13316999999999998,0.168,-0.30117,-0.29044799999999993,0.234,-0.5244479999999999
-1.45,3.15,0.038,0.049,0.118,0.136,0.02,0.054,0.09,0.19,0.021,0.001,0.118,0.23,0.0,0.333,0.243,0.086,0.0488,0.0021534000000000032,0.032,-0.029846599999999997,-0.007867799999999998,0.024,-0.0318678,-0.071412,0.021,-0.09241200000000001,0.003584999999999998,0.088,-0.08441499999999999,-0.010015199999999998,0.048,-0.0580152,-0.08541900000000002,0.038,-0.12341900000000003,-0.015741599999999998,0.143,-0.15874159999999998,-0.020752200000000002,0.064,-0.0847522,-0.110765,0.085,-0.19576500000000002,-0.05511060000000001,0.051,-0.1061106,-0.0186048,0.168,-0.18660480000000002,-0.16746,0.234,-0.40146000000000004
-1.45,3.25,0.025,0.047,0.119,0.032,0.015,0.093,0.088,0.232,0.05,0.025,0.029,0.16,0.0,0.323,0.164,-0.022,0.0568,-0.0342566,0.032,-0.0662566,-0.0445298,0.024,-0.0685298,-0.108656,0.021,-0.129656,-0.032789000000000006,0.088,-0.12078900000000001,-0.0467312,0.048,-0.0947312,-0.12287300000000002,0.038,-0.16087300000000002,-0.0526016,0.143,-0.1956016,-0.0577382,0.064,-0.1217382,-0.148599,0.085,-0.233599,-0.0929606,0.051,-0.1439606,-0.055536800000000004,0.168,-0.2235368,-0.206144,0.234,-0.440144
-1.45,3.35,0.039,0.046,0.106,0.073,0.053,0.138,0.12,0.085,0.007,0.096,0.061,0.189,0.0,0.318,0.198,0.076,0.0619,-0.003356299999999996,0.032,-0.03535629999999999,-0.013770899999999992,0.024,-0.037770899999999996,-0.078132,0.021,-0.099132,-0.0018684999999999986,0.088,-0.08986849999999999,-0.016002599999999995,0.048,-0.06400259999999999,-0.09245400000000001,0.038,-0.13045400000000001,-0.021953799999999992,0.143,-0.16495379999999998,-0.027161099999999997,0.064,-0.0911611,-0.11836999999999998,0.085,-0.20337,-0.0628683,0.051,-0.1138683,-0.024929399999999994,0.168,-0.1929294,-0.17633999999999997,0.234,-0.41034
-1.45,3.45,0.041,0.057,0.098,0.381,0.053,0.062,0.153,0.233,0.13,0.071,0.096,0.321,0.0,0.278,0.319,0.419,0.0379,0.0883657,0.032,0.056365700000000005,0.0777271,0.024,0.05372709999999999,0.008182000000000009,0.021,-0.012817999999999993,0.08988550000000001,0.088,0.0018855000000000122,0.0754474,0.048,0.027447399999999997,-0.00698,0.038,-0.04498,0.06936819999999999,0.143,-0.0736318,0.06404889999999999,0.064,4.889999999999062e-05,-0.034415999999999974,0.085,-0.11941599999999998,0.027573699999999993,0.051,-0.023426300000000004,0.0663286,0.168,-0.10167140000000001,-0.09578599999999998,0.234,-0.329786
-1.45,3.55,0.04,0.056,0.104,0,0.031,0.096,0.121,0.171,0.015,0.084,0.009,0.174,0.0,0.125,0.196,-0.36,0.0296,-0.07847019999999999,0.032,-0.11047019999999999,-0.0911346,0.024,-0.1151346,-0.17625000000000002,0.021,-0.19725,-0.076661,0.088,-0.164661,-0.0938484,0.048,-0.14184839999999999,-0.194625,0.038,-0.232625,-0.10108519999999999,0.143,-0.24408519999999997,-0.1074174,0.064,-0.1714174,-0.227875,0.085,-0.312875,-0.1508382,0.051,-0.2018382,-0.10470360000000001,0.168,-0.27270360000000005,-0.30224999999999996,0.234,-0.53625
-1.45,3.65,0.041,0.057,0.221,0.171,0.098,0.056,0.137,0.252,-0.002,0.035,0.084,0.218,0.0,0.077,0.157,-0.119,0.0602,-0.045541399999999996,0.032,-0.0775414,-0.059306199999999996,0.024,-0.0833062,-0.147613,0.021,-0.16861299999999999,-0.043575,0.088,-0.131575,-0.0622558,0.048,-0.1102558,-0.16699600000000003,0.038,-0.20499600000000004,-0.0701214,0.143,-0.2131214,-0.07700380000000001,0.064,-0.1410038,-0.20207,0.085,-0.28707,-0.12419740000000001,0.051,-0.1751974,-0.07405420000000001,0.168,-0.24205420000000002,-0.28052499999999997,0.234,-0.514525
-1.45,3.75,0.044,0.063,0,0.137,0.029,0.042,0.107,0.325,0.07,0.069,0.219,0.256,0,0.2,0.731,0.494,0.0265,0.0682195,0.032,0.0362195,0.056648500000000004,0.024,0.032648500000000004,-0.021199999999999997,0.021,-0.0422,0.0698725,0.088,-0.01812749999999999,0.054169,0.048,0.006169000000000001,-0.038000000000000006,0.038,-0.07600000000000001,0.047556999999999995,0.143,-0.095443,0.041771499999999996,0.064,-0.022228500000000005,-0.06840000000000002,0.085,-0.15340000000000004,0.0020994999999999903,0.051,-0.048900500000000006,0.044251,0.168,-0.12374900000000001,-0.1364,0.234,-0.3704
-1.45,3.85,0.041,0.045,0.163,0,0.03,0.048,0.118,0.157,0.032,0.076,0.069,0.438,0.0,0.125,0.172,-0.336,0.021,-0.075152,0.032,-0.107152,-0.087696,0.024,-0.11169599999999999,-0.17325000000000002,0.021,-0.19425,-0.07336000000000001,0.088,-0.16136,-0.090384,0.048,-0.138384,-0.19162500000000002,0.038,-0.22962500000000002,-0.097552,0.143,-0.240552,-0.103824,0.064,-0.167824,-0.224875,0.085,-0.309875,-0.14683200000000002,0.051,-0.197832,-0.101136,0.168,-0.26913600000000004,-0.29924999999999996,0.234,-0.53325
-1.45,3.95,0.044,0.052,0.238,0.125,0.068,0.054,0.112,0.194,0.037,0.067,-0.04,0.188,0.0,0,0,0,0.0211,-0.03778069999999999,0.032,-0.0697807,-0.05207609999999999,0.024,-0.0760761,-0.15,0.021,-0.17099999999999999,-0.0357385,0.088,-0.1237385,-0.05513939999999999,0.048,-0.10313939999999999,-0.171,0.038,-0.20900000000000002,-0.0633082,0.143,-0.2063082,-0.0704559,0.064,-0.13445590000000002,-0.209,0.085,-0.294,-0.1194687,0.051,-0.1704687,-0.0673926,0.168,-0.2353926,-0.294,0.234,-0.528
-1.35,0.55,0.048,0.059,0,0.046,0.026,0.012,0.055,0,0.024,-0.084,0.035,0.218,0.0,0,0,0,0,-0.037,0.032,-0.069,-0.051,0.024,-0.075,-0.15,0.021,-0.17099999999999999,-0.035,0.088,-0.123,-0.054,0.048,-0.10200000000000001,-0.171,0.038,-0.20900000000000002,-0.062,0.143,-0.205,-0.069,0.064,-0.133,-0.209,0.085,-0.294,-0.117,0.051,-0.168,-0.066,0.168,-0.234,-0.294,0.234,-0.528
-1.35,0.65,0.03,0.079,0.038,0,0.009,0.044,0.206,0.197,-0.016,-0.049,0.036,0.484,0.0,0,0,0,0,-0.037,0.032,-0.069,-0.051,0.024,-0.075,-0.15,0.021,-0.17099999999999999,-0.035,0.088,-0.123,-0.054,0.048,-0.10200000000000001,-0.171,0.038,-0.20900000000000002,-0.062,0.143,-0.205,-0.069,0.064,-0.133,-0.209,0.085,-0.294,-0.117,0.051,-0.168,-0.066,0.168,-0.234,-0.294,0.234,-0.528
-1.35,0.75,0.036,0.069,0.068,0,0.012,0.008,0.101,0.197,0.011,-0.018,0.018,0.467,0.0,0,0,0,0,-0.037,0.032,-0.069,-0.051,0.024,-0.075,-0.15,0.021,-0.17099999999999999,-0.035,0.088,-0.123,-0.054,0.048,-0.10200000000000001,-0.171,0.038,-0.20900000000000002,-0.062,0.143,-0.205,-0.069,0.064,-0.133,-0.209,0.085,-0.294,-0.117,0.051,-0.168,-0.066,0.168,-0.234,-0.294,0.234,-0.528
-1.35,0.85,0.03,0.06,0.043,0,0.013,0.051,0.136,0.12,-0.051,-0.012,-0.027,0.196,0.0,0,0,0,0.0099,-0.0373663,0.032,-0.06936629999999999,-0.0515049,0.024,-0.0755049,-0.15,0.021,-0.17099999999999999,-0.0353465,0.088,-0.1233465,-0.0545346,0.048,-0.1025346,-0.171,0.038,-0.20900000000000002,-0.0626138,0.143,-0.20561379999999999,-0.06968310000000001,0.064,-0.1336831,-0.209,0.085,-0.294,-0.11815830000000001,0.051,-0.1691583,-0.0666534,0.168,-0.2346534,-0.294,0.234,-0.528
-1.35,0.95,0.024,0.049,0.132,0,0.005,0.027,0.098,0.089,-0.076,0.023,-0.013,0.084,0.0,0.036,0.409,0.164,0.0157,-0.0303449,0.032,-0.0623449,-0.0440607,0.024,-0.0680607,-0.13869599999999999,0.021,-0.15969599999999998,-0.0283855,0.088,-0.1163855,-0.0469998,0.048,-0.0949998,-0.15894000000000003,0.038,-0.19694000000000003,-0.0548374,0.143,-0.1978374,-0.0616953,0.064,-0.1256953,-0.195572,0.085,-0.280572,-0.10872090000000001,0.051,-0.1597209,-0.0587562,0.168,-0.22675620000000002,-0.277512,0.234,-0.511512
-1.35,1.05,0.034,0.046,0.063,0.074,0.021,0.034,0.054,0.079,0.066,-0.012,0.016,0.272,0.0,0.036,0.812,1.12,0.0126,0.004185800000000003,0.032,-0.027814199999999997,-0.009486599999999991,0.024,-0.03348659999999999,-0.10427999999999998,0.021,-0.12527999999999997,0.006138999999999999,0.088,-0.08186099999999999,-0.012416399999999994,0.048,-0.060416399999999995,-0.12452400000000002,0.038,-0.16252400000000003,-0.020229199999999996,0.143,-0.1632292,-0.027065399999999996,0.064,-0.09106539999999999,-0.161156,0.085,-0.24615599999999999,-0.07394219999999999,0.051,-0.12494219999999998,-0.0241356,0.168,-0.19213560000000002,-0.243096,0.234,-0.477096
-1.35,1.15,0.032,0.042,0.082,0,0.017,0.033,0.134,0.19,0.041,0.007,-0.028,0.147,0.0,0.033,0.133,0.588,0.0443,-0.018014099999999995,0.032,-0.05001409999999999,-0.03217229999999999,0.024,-0.05617229999999999,-0.12564599999999998,0.021,-0.14664599999999997,-0.015991499999999995,0.088,-0.10399149999999999,-0.03520619999999999,0.048,-0.0832062,-0.145953,0.038,-0.183953,-0.04329659999999999,0.143,-0.18629659999999998,-0.050375699999999995,0.064,-0.1143757,-0.18269899999999997,0.085,-0.26769899999999996,-0.09891809999999998,0.051,-0.14991809999999997,-0.04734179999999999,0.168,-0.2153418,-0.264894,0.234,-0.49889400000000006
-1.35,1.25,0.037,0.046,0.107,0.17,0.021,0.027,0.096,0.066,-0.036,-0.033,0.003,0.24,0.0,0.091,0.094,-0.135,0.0116,-0.046347200000000005,0.032,-0.0783472,-0.0592356,0.024,-0.08323559999999999,-0.148635,0.021,-0.16963499999999998,-0.044506000000000004,0.088,-0.132506,-0.06199740000000001,0.048,-0.10999740000000001,-0.167724,0.038,-0.20572400000000002,-0.0693622,0.143,-0.2123622,-0.07580640000000001,0.064,-0.1398064,-0.202266,0.085,-0.287266,-0.11999520000000002,0.051,-0.1709952,-0.07304460000000002,0.168,-0.24104460000000003,-0.279531,0.234,-0.513531
