XLOC,ZLOC,RV_00,RV_10,RV_20,RV_30,RV_01,RV_11,RV_21,RV_31,RV_02,RV_12,RV_22,RV_32,CS,CONTACT,xWOBACON,CRV,FOUL,SWING_00,TAKE_00,DELTA_00,SWING_01,TAKE_01,DELTA_01,SWING_02,TAKE_02,DELTA_02,SWING_10,TAKE_10,DELTA_10,SWING_11,TAKE_11,DELTA_11,SWING_12,TAKE_12,DELTA_12,SWING_20,TAKE_20,DELTA_20,SWING_21,TAKE_21,DELTA_21,SWING_22,TAKE_22,DELTA_22,SWING_30,TAKE_30,DELTA_30,SWING_31,TAKE_31,DELTA_31,SWING_32,TAKE_32,DELTA_32
-0.75,1.95,-0.039,-0.055,0.018,-0.029,-0.006,-0.005,-0.129,-0.029,0.014,-0.052,-0.111,-0.175,0.8904,0.434,0.302,0.017,0.1908,-0.0206236,-0.029437599999999994,0.008813999999999995,-0.031218799999999998,-0.04278,0.0115612,-0.07752200000000001,-0.1312584,0.05373639999999999,-0.019110000000000002,-0.0215192,0.0024091999999999968,-0.0334892,-0.04282079999999999,0.009331599999999995,-0.08940800000000002,-0.14809360000000002,0.058685600000000004,-0.0395436,-0.039532,-1.1600000000000499e-05,-0.044841200000000005,-0.0544232,0.009581999999999993,-0.11091600000000001,-0.1767776,0.06586159999999999,-0.0811676,-0.0985872,0.017419599999999993,-0.0425708,-0.040353599999999996,-0.0022172000000000025,-0.159026,-0.23613119999999999,0.07710519999999998
-0.75,2.05,-0.019,-0.058,-0.123,-0.031,0.008,-0.067,-0.155,-0.118,-0.006,-0.026,0.025,-0.126,0.8875,0.424,0.352,0.01,0.254,-0.02647,-0.029237499999999996,0.0027674999999999957,-0.03809,-0.042562499999999996,0.004472499999999997,-0.08216000000000001,-0.1307625,0.04860249999999999,-0.024810000000000006,-0.021162499999999997,-0.0036475000000000084,-0.040580000000000005,-0.04252499999999999,0.0019449999999999884,-0.09425600000000002,-0.1474875,0.05323149999999997,-0.047220000000000005,-0.03893749999999999,-0.008282500000000012,-0.05303000000000001,-0.054037499999999995,0.0010074999999999876,-0.11614400000000001,-0.17592499999999997,0.05978099999999996,-0.09287000000000002,-0.09809999999999999,0.005229999999999971,-0.05054000000000001,-0.039674999999999995,-0.010865000000000014,-0.16510400000000003,-0.23459999999999995,0.06949599999999992
-0.75,2.15,-0.031,-0.06,-0.14,0.003,-0.019,-0.013,-0.048,-0.084,0.003,0.01,-0.036,-0.117,0.9032,0.448,0.309,0.034,0.242,-0.014146,-0.030320800000000002,0.016174800000000003,-0.025262,-0.04374,0.018478,-0.067568,-0.1334472,0.06587919999999998,-0.012558000000000005,-0.023093600000000002,0.010535599999999997,-0.027644000000000002,-0.044126399999999996,0.016482399999999994,-0.07916000000000002,-0.1507688,0.07160879999999999,-0.033996,-0.042156,0.00816,-0.039554000000000006,-0.056125600000000005,0.0165716,-0.100136,-0.18054079999999997,0.08040479999999997,-0.07766600000000001,-0.1007376,0.023071599999999984,-0.037172000000000004,-0.04334880000000001,0.006176800000000003,-0.14705600000000002,-0.24288959999999996,0.09583359999999994
-0.75,2.25,-0.048,-0.053,-0.077,-0.024,0.013,-0.047,-0.033,-0.083,-0.102,-0.051,-0.004,-0.156,0.9176,0.442,0.314,0.008,0.2531,-0.0264747,-0.03131439999999999,0.004839699999999992,-0.037830100000000005,-0.04481999999999999,0.006989899999999986,-0.08016400000000001,-0.1359096,0.05574559999999998,-0.024852500000000003,-0.024864799999999996,1.2299999999992872e-05,-0.040263400000000005,-0.045595199999999995,0.005331799999999991,-0.09188200000000002,-0.1537784,0.06189639999999999,-0.04675220000000001,-0.045107999999999995,-0.0016442000000000123,-0.05242990000000001,-0.058040800000000004,0.005610899999999995,-0.113086,-0.18477439999999998,0.07168839999999997,-0.09136270000000002,-0.1031568,0.011794099999999988,-0.04999660000000001,-0.04671839999999999,-0.003278200000000016,-0.160516,-0.25049279999999996,0.08997679999999997
-0.75,2.35,-0.023,-0.061,-0.099,-0.048,-0.023,-0.039,-0.034,-0.077,-0.01,-0.018,-0.029,-0.118,0.9165,0.455,0.325,0.009,0.2567,-0.02556789999999999,-0.031238499999999995,0.005670600000000005,-0.03679169999999999,-0.0447375,0.00794580000000001,-0.07765499999999999,-0.1357215,0.05806650000000001,-0.0239645,-0.0247295,0.0007650000000000018,-0.03919679999999999,-0.045482999999999996,0.006286200000000006,-0.0891,-0.1535485,0.0644485,-0.04561039999999999,-0.0448825,-0.0007278999999999897,-0.05122229999999999,-0.0578945,0.00667220000000001,-0.10980999999999998,-0.18445099999999998,0.074641,-0.08970389999999999,-0.10297200000000001,0.013268100000000019,-0.04881719999999999,-0.046460999999999995,-0.002356199999999996,-0.156135,-0.249912,0.093777
-0.75,2.45,-0.02,-0.062,-0.093,-0.047,0.013,-0.011,-0.017,-0.053,-0.029,-0.016,-0.068,-0.05,0.9059,0.43,0.324,0.035,0.2723,-0.0161151,-0.030507100000000002,0.014392000000000002,-0.027907299999999996,-0.043942499999999995,0.0160352,-0.07045000000000001,-0.1339089,0.06345889999999998,-0.014430500000000002,-0.023425700000000008,0.008995200000000005,-0.0304342,-0.044401800000000005,0.013967600000000004,-0.08242000000000002,-0.15133310000000003,0.0689131,-0.0371726,-0.04270950000000001,0.005536900000000011,-0.04306870000000001,-0.05648470000000001,0.013416000000000004,-0.10408,-0.1813346,0.0772546,-0.08349910000000002,-0.10119120000000001,0.01769209999999999,-0.0405418,-0.04398060000000001,0.0034388000000000057,-0.15253,-0.24431519999999998,0.09178519999999998
-0.75,2.55,-0.014,-0.035,-0.012,0.018,-0.035,-0.106,-0.056,-0.118,0.079,0.021,0.08,-0.004,0.9003,0.454,0.355,0.061,0.2763,-0.0027311,-0.030120699999999997,0.027389599999999997,-0.014243299999999997,-0.0435225,0.029279200000000002,-0.054206000000000004,-0.1329513,0.07874529999999999,-0.0010865000000000041,-0.022736900000000004,0.0216504,-0.016710199999999998,-0.0438306,0.0271204,-0.06567200000000002,-0.1501627,0.08449069999999999,-0.023288600000000003,-0.041561499999999994,0.01827289999999999,-0.02904470000000001,-0.05573990000000001,0.0266952,-0.08642000000000001,-0.1796882,0.09326819999999998,-0.06851510000000001,-0.1002504,0.031735299999999994,-0.026577800000000002,-0.0426702,0.016092399999999996,-0.13283,-0.24135839999999997,0.10852839999999997
-0.75,2.65,-0.033,-0.089,-0.028,-0.072,-0.051,-0.016,-0.089,-0.143,-0.042,-0.017,-0.011,-0.115,0.89,0.413,0.293,-0.037,0.2762,-0.047219399999999995,-0.029410000000000002,-0.017809399999999993,-0.059304199999999994,-0.04275,-0.01655419999999999,-0.10333099999999999,-0.13119,0.02785900000000001,-0.045493,-0.021470000000000006,-0.024022999999999992,-0.06189379999999999,-0.04278,-0.019113799999999993,-0.11565800000000001,-0.14801000000000003,0.03235200000000002,-0.0687994,-0.03945,-0.029349399999999998,-0.0748418,-0.05437000000000001,-0.02047179999999999,-0.13796399999999998,-0.17666,0.038696000000000036,-0.1162754,-0.09852000000000001,-0.01775539999999999,-0.0722522,-0.040260000000000004,-0.0319922,-0.18785899999999997,-0.23592000000000002,0.04806100000000005
-0.75,2.75,-0.052,0.012,0.07,-0.046,-0.044,-0.051,-0.065,-0.064,-0.086,-0.03,-0.066,-0.106,0.8679,0.388,0.296,-0.013,0.2994,-0.038765799999999996,-0.027885099999999996,-0.0108807,-0.0515254,-0.041092500000000004,-0.010432899999999995,-0.09684399999999999,-0.1274109,0.030566900000000008,-0.036943000000000004,-0.018751700000000003,-0.0181913,-0.0542596,-0.0405258,-0.013733799999999997,-0.10969600000000002,-0.14339110000000002,0.033695100000000006,-0.061550799999999996,-0.0349195,-0.026631299999999997,-0.06793060000000001,-0.0514307,-0.016499900000000005,-0.132952,-0.1701626,0.03721060000000001,-0.1116778,-0.09480720000000001,-0.016870599999999986,-0.0651964,-0.0350886,-0.030107800000000004,-0.18497199999999997,-0.22425119999999996,0.039279199999999986
-0.75,2.85,0.007,-0.051,-0.043,0.084,-0.03,-0.08,-0.026,-0.095,-0.001,-0.035,-0.045,-0.12,0.8564,0.414,0.341,0.036,0.2418,-0.015724600000000005,-0.027091600000000004,0.011366999999999999,-0.0273138,-0.04023,0.012916200000000003,-0.072996,-0.12544439999999998,0.05244839999999998,-0.014069000000000007,-0.01733720000000001,0.003268200000000004,-0.029797200000000003,-0.03935280000000001,0.009555600000000004,-0.08530200000000002,-0.14098760000000005,0.05568560000000003,-0.0364196,-0.03256200000000001,-0.0038575999999999958,-0.04221420000000001,-0.049901200000000014,0.007687000000000006,-0.10757000000000001,-0.1667816,0.05921159999999999,-0.08194860000000001,-0.09287520000000002,0.010926600000000009,-0.03973080000000001,-0.03239760000000001,-0.007333199999999998,-0.15738000000000002,-0.21817920000000002,0.0607992
-0.75,2.95,-0.007,0.003,-0.082,-0.025,-0.038,-0.042,-0.095,-0.097,-0.027,0.018,-0.007,-0.068,0.8145,0.368,0.328,0.06,0.2573,-0.0108241,-0.0242005,0.0133764,-0.023274299999999994,-0.0370875,0.013813200000000008,-0.07271999999999999,-0.1182795,0.0455595,-0.009045500000000005,-0.012183500000000003,0.0031379999999999984,-0.025942200000000002,-0.035079,0.009136799999999997,-0.08599200000000001,-0.1322305,0.04623849999999999,-0.033056600000000005,-0.023972500000000004,-0.009084100000000001,-0.0392817,-0.04432850000000001,0.005046800000000004,-0.11000799999999998,-0.15446300000000002,0.044455000000000036,-0.0819681,-0.08583600000000001,0.0038679000000000074,-0.0366138,-0.022593,-0.014020800000000003,-0.163728,-0.19605599999999998,0.03232799999999997
-0.75,3.05,-0.012,-0.035,-0.068,-0.04,-0.061,-0.057,-0.029,-0.186,-0.06,0.034,0.01,-0.093,0.7589,0.329,0.315,0.028,0.2474,-0.024768800000000004,-0.0203641,-0.0044047000000000044,-0.037626400000000004,-0.0329175,-0.004708900000000002,-0.091438,-0.10877189999999999,0.017333899999999985,-0.022932000000000004,-0.005344700000000004,-0.0175873,-0.040381600000000004,-0.029407799999999998,-0.010973800000000006,-0.10552900000000001,-0.12061010000000003,0.015081100000000014,-0.0477288,-0.012574500000000002,-0.0351543,-0.054157600000000014,-0.03693370000000001,-0.017223900000000007,-0.131027,-0.1381166,0.0070896000000000015,-0.09824080000000002,-0.0764952,-0.021745600000000018,-0.051402400000000015,-0.009582600000000004,-0.04181980000000001,-0.188062,-0.1666992,-0.021362800000000015
-0.75,3.15,-0.022,0.002,-0.036,-0.056,-0.038,-0.02,0.015,-0.026,-0.07,0.061,-0.036,-0.037,0.6505,0.333,0.361,0.073,0.2454,-0.009449800000000005,-0.012884499999999995,0.00343469999999999,-0.0222234,-0.024787499999999997,0.0025640999999999962,-0.075741,-0.0902355,0.014494499999999994,-0.007625000000000003,0.007988500000000003,-0.015613500000000006,-0.024960600000000003,-0.018350999999999996,-0.006609600000000007,-0.08974800000000002,-0.0979545,0.008206499999999978,-0.032259800000000005,0.009647500000000003,-0.04190730000000001,-0.03864660000000002,-0.0225165,-0.01613010000000002,-0.115094,-0.10624699999999998,-0.008847000000000022,-0.08244180000000002,-0.058283999999999996,-0.024157800000000028,-0.03590940000000001,0.015783000000000012,-0.05169240000000002,-0.171789,-0.10946399999999996,-0.06232500000000003
-0.75,3.25,-0.011,-0.048,-0.062,-0.008,-0.041,-0.029,-0.011,0.036,-0.097,0.038,-0.082,-0.122,0.5215,0.236,0.295,-0.007,0.2284,-0.0383708,-0.003983499999999996,-0.0343873,-0.052264399999999996,-0.015112499999999994,-0.0371519,-0.116252,-0.06817649999999999,-0.04807550000000001,-0.036386,0.023855499999999998,-0.0602415,-0.055241599999999995,-0.005192999999999996,-0.0500486,-0.132296,-0.0709935,-0.061302499999999996,-0.0631808,0.0360925,-0.0992733,-0.0701276,-0.0053595,-0.0647681,-0.16132799999999997,-0.06832099999999999,-0.09300699999999998,-0.1177628,-0.036612,-0.0811508,-0.0671504,0.04596900000000002,-0.11311940000000001,-0.22626799999999997,-0.04135199999999997,-0.184916
-0.75,3.35,-0.008,0.015,-0.007,-0.014,-0.043,-0.016,-0.003,0.048,-0.085,-0.036,-0.08,-0.086,0.3826,0.245,0.31,-0.034,0.1849,-0.0431063,0.005600599999999999,-0.0487069,-0.05626489999999999,-0.0046949999999999995,-0.051569899999999995,-0.12158,-0.044424599999999995,-0.0771554,-0.0412265,0.04094019999999999,-0.08216669999999998,-0.0590846,0.008974799999999998,-0.06805939999999999,-0.137435,-0.0419634,-0.0954716,-0.06660379999999999,0.06456699999999999,-0.13117079999999998,-0.0731831,0.013114199999999993,-0.0862973,-0.166125,-0.027484399999999992,-0.1386406,-0.11829830000000001,-0.013276800000000005,-0.1050215,-0.0703634,0.0784716,-0.148835,-0.2303,0.03198720000000001,-0.2622872
-0.75,3.45,0.013,0.013,0.01,0.029,-0.018,0.007,-0.006,-0.014,-0.034,-0.051,-0.015,0.001,0.1706,0.171,0.253,0.027,0.2078,-0.03374459999999999,0.0202286,-0.05397319999999999,-0.04825979999999999,0.011205000000000003,-0.0594648,-0.11973299999999999,-0.008172599999999995,-0.1115604,-0.031671,0.0670162,-0.0986872,-0.05137019999999999,0.030598800000000002,-0.08196899999999999,-0.137142,0.0023445999999999988,-0.1394866,-0.05966459999999999,0.108027,-0.1676916,-0.0669222,0.0413102,-0.1082324,-0.16864399999999996,0.03484360000000001,-0.20348759999999996,-0.1166886,0.0223392,-0.1390278,-0.0638118,0.12807960000000002,-0.19189140000000002,-0.23910899999999996,0.14392320000000003,-0.3830322
-0.75,3.55,0.029,0.056,0.103,0.176,-0.009,0.012,0.046,0.073,0.018,-0.022,-0.045,0.019,0.0584,0.189,0.332,0.075,0.1504,-0.021396799999999994,0.0279704,-0.04936719999999999,-0.034856399999999996,0.019620000000000002,-0.054476399999999994,-0.10747499999999999,0.011013600000000002,-0.11848859999999999,-0.019473999999999998,0.0808168,-0.10029079999999999,-0.03774059999999999,0.0420432,-0.07978379999999999,-0.124506,0.025794400000000002,-0.1503004,-0.045431799999999994,0.13102799999999998,-0.17645979999999997,-0.052161599999999995,0.0562328,-0.1083944,-0.155324,0.06783040000000001,-0.2231544,-0.0983088,0.0411888,-0.1394976,-0.04927739999999999,0.1543344,-0.2036118,-0.224259,0.2031648,-0.4274238
-0.75,3.65,0.02,0.034,0.059,0.171,0.056,0.026,0.073,0.212,-0.025,-0.034,0.011,0.118,0.0189,0.221,0.311,0.06,0.1418,-0.020809599999999998,0.030695899999999998,-0.051505499999999996,-0.033700799999999996,0.0225825,-0.056283299999999994,-0.10359,0.0177681,-0.1213581,-0.018968000000000006,0.0856753,-0.1046433,-0.0364632,0.046072199999999994,-0.0825354,-0.11994900000000003,0.034049899999999994,-0.15399890000000002,-0.0438296,0.13912549999999999,-0.18295509999999998,-0.05027520000000001,0.061486299999999994,-0.11176150000000001,-0.14955100000000002,0.07944340000000001,-0.22899440000000004,-0.09447360000000002,0.047824799999999994,-0.14229840000000002,-0.04751280000000001,0.16357739999999998,-0.2110902,-0.215766,0.22402080000000002,-0.43978680000000003
-0.75,3.75,0.026,0.022,0.086,0.12,0.049,0.005,0.053,0.159,-0.001,0.048,0.01,0.086,0.0037,0.217,0.265,0.021,0.0994,-0.0280918,0.031744699999999994,-0.059836499999999994,-0.0404454,0.0237225,-0.0641679,-0.112893,0.0203673,-0.1332603,-0.026327000000000003,0.08754489999999998,-0.11387189999999998,-0.0430926,0.0476226,-0.0907152,-0.129336,0.037226699999999995,-0.1665627,-0.0501518,0.1422415,-0.1923933,-0.05632860000000001,0.06350789999999999,-0.11983650000000001,-0.15908999999999998,0.08391219999999999,-0.24300219999999997,-0.09868380000000002,0.0503784,-0.1490622,-0.05368140000000001,0.1671342,-0.22081560000000003,-0.22564499999999998,0.2320464,-0.45769139999999997
-0.75,3.85,0.028,0.047,0.09,0.13,0.001,0.064,0.082,0.137,0.042,-0.033,0.009,0.038,0.009,0.172,0.245,0.032,0.0747,-0.027895900000000005,0.031379,-0.059274900000000005,-0.0405337,0.023325,-0.06385869999999999,-0.11869600000000001,0.019461,-0.138157,-0.026090500000000006,0.086893,-0.1129835,-0.043241800000000004,0.047082,-0.09032380000000001,-0.136084,0.036119,-0.172203,-0.0504634,0.14115499999999997,-0.19161839999999997,-0.05678230000000001,0.062803,-0.1195853,-0.167548,0.08235400000000001,-0.249902,-0.10011190000000002,0.049488,-0.1495999,-0.0540742,0.16589399999999999,-0.2199682,-0.237928,0.229248,-0.46717600000000004
-0.75,3.95,0.041,0.077,0.071,0.148,0.022,0.035,0.081,0.255,0.057,0.004,-0.014,0.122,0.0,0.105,0.299,0.363,0.0391,0.0035532999999999954,0.032,-0.028446700000000005,-0.0095241,0.024,-0.0335241,-0.09613500000000001,0.021,-0.11713500000000002,0.005421499999999989,0.088,-0.0825785,-0.012326400000000008,0.048,-0.06032640000000001,-0.11493000000000002,0.038,-0.15293,-0.019799200000000003,0.143,-0.16279919999999998,-0.02633790000000001,0.064,-0.09033790000000001,-0.14894000000000002,0.085,-0.23394000000000004,-0.07117470000000002,0.051,-0.12217470000000002,-0.02353560000000001,0.168,-0.19153560000000003,-0.22501499999999997,0.234,-0.45901499999999995
-0.65,0.55,0.034,0.045,0.136,0.106,0.037,0.053,-0.001,0.223,-0.058,0.01,-0.027,0.001,0.0,0.038,0.531,-0.283,0.0065,-0.0465885,0.032,-0.0785885,-0.06014749999999999,0.024,-0.08414749999999999,-0.15505399999999997,0.021,-0.17605399999999996,-0.0446515,0.088,-0.13265149999999998,-0.063053,0.048,-0.111053,-0.175256,0.038,-0.213256,-0.07080099999999999,0.143,-0.21380099999999996,-0.0775805,0.064,-0.1415805,-0.21181199999999997,0.085,-0.29681199999999996,-0.1240685,0.051,-0.1750685,-0.07467499999999999,0.168,-0.242675,-0.29358199999999995,0.234,-0.527582
-0.65,0.65,0.03,0.031,0.011,0,0.016,0.008,0.059,0.187,-0.014,-0.029,-0.068,0.071,0.0,0,0,0,0.0162,-0.0375994,0.032,-0.0695994,-0.051826199999999996,0.024,-0.0758262,-0.15,0.021,-0.17099999999999999,-0.035567,0.088,-0.123567,-0.0548748,0.048,-0.1028748,-0.171,0.038,-0.20900000000000002,-0.0630044,0.143,-0.20600439999999998,-0.07011780000000001,0.064,-0.1341178,-0.209,0.085,-0.294,-0.11889540000000001,0.051,-0.1698954,-0.06706920000000001,0.168,-0.23506920000000003,-0.294,0.234,-0.528
-0.65,0.75,0.035,0.01,0.028,0.089,0.01,0.031,0.031,0.264,-0.02,-0.003,-0.096,0.056,0.0,0.047,0.253,-0.14,0.0288,-0.0429066,0.032,-0.0749066,-0.0566518,0.024,-0.0806518,-0.14953,0.021,-0.17053,-0.04094300000000001,0.088,-0.128943,-0.0595972,0.048,-0.1075972,-0.169543,0.038,-0.207543,-0.0674516,0.143,-0.2104516,-0.0743242,0.064,-0.1383242,-0.205757,0.085,-0.290757,-0.1214506,0.051,-0.1724506,-0.0713788,0.168,-0.2393788,-0.28676199999999996,0.234,-0.520762
-0.65,0.85,0.018,0.044,0.07,0.073,0.008,0.03,0.053,0.244,-0.056,-0.061,-0.026,0.074,0.0,0.096,0.111,-0.162,0.0331,-0.050224700000000004,0.032,-0.08222470000000001,-0.0633441,0.024,-0.08734410000000001,-0.151152,0.021,-0.172152,-0.048350500000000005,0.088,-0.13635049999999999,-0.0661554,0.048,-0.1141554,-0.17013600000000004,0.038,-0.20813600000000004,-0.0736522,0.143,-0.2166522,-0.0802119,0.064,-0.1442119,-0.204488,0.085,-0.289488,-0.12519270000000002,0.051,-0.1761927,-0.0774006,0.168,-0.24540060000000002,-0.281328,0.234,-0.515328
-0.65,0.95,0.028,0.04,0.02,0.09,-0.008,0.008,0.085,0.292,-0.025,-0.017,-0.026,0.002,0.0,0.099,0.187,-0.186,0.0718,-0.0544076,0.032,-0.0864076,-0.0680268,0.024,-0.09202679999999999,-0.15356399999999998,0.021,-0.17456399999999997,-0.052462,0.088,-0.140462,-0.0709452,0.048,-0.1189452,-0.172485,0.038,-0.210485,-0.07872760000000001,0.143,-0.2217276,-0.08553720000000001,0.064,-0.1495372,-0.206723,0.085,-0.291723,-0.1322316,0.051,-0.1832316,-0.0826188,0.168,-0.25061880000000003,-0.283308,0.234,-0.517308
-0.65,1.05,0.021,0.027,0.143,0.138,-0.005,-0.025,-0.052,-0.174,-0.049,0.003,-0.071,0.035,0.0,0.158,0.247,-0.129,0.0788,-0.0544516,0.032,-0.0864516,-0.0673428,0.024,-0.0913428,-0.146682,0.021,-0.167682,-0.052610000000000004,0.088,-0.14061,-0.07010519999999999,0.048,-0.1181052,-0.164364,0.038,-0.20236400000000002,-0.0774716,0.143,-0.2204716,-0.0839172,0.064,-0.1479172,-0.19636,0.085,-0.28136,-0.1281156,0.051,-0.17911559999999999,-0.0811548,0.168,-0.2491548,-0.26793,0.234,-0.50193
-0.65,1.15,0.014,0.042,0.044,0.062,-0.011,0.023,0.071,0.114,-0.067,-0.043,-0.046,0.138,0.0036,0.175,0.298,-0.008,0.1118,-0.03606159999999999,0.0317516,-0.06781319999999999,-0.04917679999999999,0.02373,-0.0729068,-0.12514999999999998,0.0203844,-0.14553439999999998,-0.034188,0.08755719999999999,-0.1217452,-0.0519872,0.0476328,-0.09962,-0.14247500000000002,0.0372476,-0.1797226,-0.059481599999999996,0.14226199999999997,-0.20174359999999997,-0.0660392,0.0635212,-0.12956040000000002,-0.173825,0.0839416,-0.2577666,-0.1110056,0.0503952,-0.1614008,-0.0632288,0.1671576,-0.2303864,-0.24394999999999997,0.2320992,-0.47604919999999995
-0.65,1.25,0.046,0.009,0.083,0,-0.014,-0.009,-0.003,0.038,-0.036,-0.051,-0.037,0.078,0.0291,0.198,0.284,-0.031,0.125,-0.040437,0.0299921,-0.0704291,-0.053415,0.0218175,-0.0752325,-0.126438,0.0160239,-0.1424619,-0.038583,0.08442069999999999,-0.1230037,-0.056196,0.0450318,-0.1012278,-0.14328000000000002,0.03191809999999999,-0.17519810000000002,-0.063612,0.13703449999999998,-0.20064649999999998,-0.07010100000000001,0.0601297,-0.1302307,-0.173756,0.0764446,-0.2502006,-0.11459700000000002,0.04611119999999999,-0.16070820000000002,-0.06732,0.16119060000000002,-0.2285106,-0.241926,0.21863520000000003,-0.4605612
-0.65,1.35,0.011,-0.001,0.042,0.1,-0.029,-0.031,0.048,-0.082,-0.041,-0.035,-0.037,-0.14,0.1704,0.255,0.291,-0.066,0.1334,-0.049330799999999994,0.0202424,-0.0695732,-0.0616284,0.011220000000000003,-0.07284840000000001,-0.12858,-0.008138399999999997,-0.12044160000000001,-0.047574000000000005,0.0670408,-0.1146148,-0.0642636,0.030619200000000006,-0.09488280000000002,-0.14422500000000002,0.002386399999999997,-0.1466114,-0.0712908,0.108068,-0.17935879999999998,-0.0774396,0.0413368,-0.1187764,-0.172535,0.034902400000000014,-0.2074374,-0.1196028,0.022372799999999995,-0.14197559999999998,-0.07480440000000001,0.12812640000000003,-0.20293080000000002,-0.23586,0.1440288,-0.3798888
-0.65,1.45,-0.008,0.034,-0.073,-0.013,-0.038,-0.041,-0.042,0.044,-0.076,-0.079,-0.033,0.018,0.3804,0.256,0.306,-0.031,0.1435,-0.0407735,0.0057523999999999995,-0.046525899999999995,-0.053198499999999996,-0.004529999999999999,-0.048668499999999996,-0.11953599999999999,-0.0440484,-0.07548759999999999,-0.0389985,0.04121079999999999,-0.08020929999999998,-0.055860999999999994,0.009199199999999998,-0.06506019999999998,-0.13516,-0.04150360000000001,-0.0936564,-0.062961,0.06501799999999998,-0.12797899999999998,-0.0691735,0.013406799999999996,-0.0825803,-0.163432,-0.026837599999999996,-0.1365944,-0.1117735,-0.012907200000000014,-0.09886629999999999,-0.066511,0.0789864,-0.1454974,-0.22667199999999998,0.03314879999999999,-0.25982079999999996
-0.65,1.55,-0.024,-0.007,-0.055,-0.034,0.01,-0.027,-0.006,-0.031,0.035,0.025,-0.02,-0.135,0.6063,0.301,0.32,0.158,0.1869,0.014779699999999993,-0.009834699999999995,0.024614399999999988,0.002377099999999993,-0.02147249999999999,0.023849599999999985,-0.057292000000000017,-0.08267729999999998,0.025385299999999965,0.01655149999999999,0.013425100000000006,0.003126399999999984,-0.0002806000000000128,-0.013842599999999993,0.01356199999999998,-0.07197100000000003,-0.0887167,0.01674569999999996,-0.007367800000000015,0.01870850000000001,-0.026076300000000024,-0.013569100000000021,-0.016637899999999997,0.0030687999999999757,-0.09853300000000001,-0.09325219999999998,-0.00528080000000003,-0.05609230000000002,-0.0508584,-0.0052339000000000205,-0.010911400000000016,0.02612580000000001,-0.03703720000000003,-0.157948,-0.08612639999999995,-0.07182160000000005
-0.65,1.65,-0.023,-0.055,-0.09,-0.04,-0.011,-0.038,-0.029,-0.051,0.006,-0.04,-0.075,-0.189,0.8228,0.396,0.332,0.018,0.1923,-0.0223351,-0.024773199999999995,0.002438099999999995,-0.033483299999999994,-0.037709999999999994,0.0042267,-0.083472,-0.1196988,0.03622679999999999,-0.020742500000000004,-0.0132044,-0.007538100000000004,-0.0358722,-0.035925599999999995,5.339999999999512e-05,-0.096156,-0.1339652,0.0378092,-0.0422426,-0.025674,-0.0165686,-0.047816700000000004,-0.0454324,-0.002384300000000006,-0.11910799999999999,-0.1569032,0.0377952,-0.08603910000000001,-0.08723040000000001,0.0011913000000000062,-0.0454278,-0.024535199999999993,-0.020892600000000004,-0.170448,-0.20043839999999996,0.029990399999999973
-0.65,1.75,-0.032,-0.043,-0.123,0.047,-0.078,-0.031,-0.054,-0.089,-0.021,-0.047,-0.045,-0.142,0.8925,0.391,0.334,-0.017,0.2188,-0.0372756,-0.029582499999999994,-0.007693100000000005,-0.04886479999999999,-0.042937499999999997,-0.0059272999999999965,-0.097997,-0.1316175,0.0336205,-0.035620000000000006,-0.021777499999999998,-0.013842500000000008,-0.0513482,-0.04303499999999999,-0.008313200000000007,-0.11078600000000001,-0.1485325,0.0377465,-0.0579706,-0.03996249999999999,-0.018008100000000006,-0.06376520000000001,-0.0547025,-0.009062700000000007,-0.13392800000000002,-0.177395,0.04346699999999998,-0.1034996,-0.09894,-0.004559599999999997,-0.061281800000000004,-0.04084499999999999,-0.020436800000000012,-0.185693,-0.23723999999999998,0.05154699999999998
-0.65,1.85,-0.013,-0.052,-0.104,-0.127,-0.07,-0.012,-0.023,-0.043,-0.011,-0.033,-0.119,-0.136,0.937,0.421,0.347,0.009,0.2284,-0.026084799999999995,-0.032653,0.006568200000000007,-0.03738839999999999,-0.046275000000000004,0.008886600000000015,-0.083061,-0.13922700000000002,0.05616600000000002,-0.02447,-0.02725100000000001,0.0027810000000000126,-0.039810599999999995,-0.047574000000000005,0.007763400000000011,-0.09522,-0.157833,0.062613,-0.04626979999999999,-0.04908500000000001,0.0028152000000000177,-0.0519216,-0.06062100000000002,0.008699400000000024,-0.11722199999999998,-0.190478,0.07325600000000003,-0.09067679999999999,-0.10641600000000002,0.015739200000000036,-0.04949939999999999,-0.05125800000000002,0.0017586000000000268,-0.166437,-0.260736,0.09429900000000002
-0.65,1.95,-0.026,-0.029,-0.066,-0.062,-0.055,-0.011,-0.029,-0.053,-0.002,-0.046,-0.045,-0.079,0.9539,0.423,0.419,0.039,0.2355,-0.013565500000000001,-0.03381909999999999,0.02025359999999999,-0.024940499999999997,-0.047542499999999994,0.022601999999999997,-0.07005299999999999,-0.1421169,0.0720639,-0.011940500000000007,-0.029329699999999997,0.01738919999999999,-0.027378,-0.049297799999999996,0.021919799999999996,-0.08217,-0.1613651,0.0791951,-0.033878000000000005,-0.05254949999999999,0.018671499999999987,-0.0395655,-0.0628687,0.023303199999999996,-0.104096,-0.1954466,0.0913506,-0.07856550000000001,-0.10925520000000001,0.0306897,-0.03712800000000001,-0.055212599999999994,0.018084599999999985,-0.15314099999999997,-0.2696592,0.11651820000000002
