XLOC,ZLOC,RV_00,RV_10,RV_20,RV_30,RV_01,RV_11,RV_21,RV_31,RV_02,RV_12,RV_22,RV_32,CS,CONTACT,xWOBACON,CRV,FOUL,SWING_00,TAKE_00,DELTA_00,SWING_01,TAKE_01,DELTA_01,SWING_02,TAKE_02,DELTA_02,SWING_10,TAKE_10,DELTA_10,SWING_11,TAKE_11,DELTA_11,SWING_12,TAKE_12,DELTA_12,SWING_20,TAKE_20,DELTA_20,SWING_21,TAKE_21,DELTA_21,SWING_22,TAKE_22,DELTA_22,SWING_30,TAKE_30,DELTA_30,SWING_31,TAKE_31,DELTA_31,SWING_32,TAKE_32,DELTA_32
-1.45,1.55,0.031,0.062,0.077,0,0.018,0.045,0.053,0.163,-0.029,-0.054,-0.098,0.075,0.0,0.098,0.188,0.058,0.0355,-0.029003499999999995,0.032,-0.061003499999999995,-0.04212849999999999,0.024,-0.06612849999999999,-0.129616,0.021,-0.150616,-0.0271285,0.088,-0.1151285,-0.044940999999999995,0.048,-0.092941,-0.14855800000000002,0.038,-0.18655800000000003,-0.052440999999999995,0.143,-0.19544099999999998,-0.05900350000000001,0.064,-0.12300350000000002,-0.182834,0.085,-0.267834,-0.10400350000000001,0.051,-0.15500350000000002,-0.056191,0.168,-0.224191,-0.25950399999999996,0.234,-0.49350399999999994
-1.45,1.65,0.025,0.038,0.158,0.104,-0.001,0.022,0.053,0.319,0.0,0.018,-0.053,0.013,0.0,0.125,0.107,-0.158,0.0561,-0.054200700000000004,0.032,-0.0862007,-0.0672361,0.024,-0.09123609999999999,-0.151,0.021,-0.172,-0.05233850000000001,0.088,-0.1403385,-0.0700294,0.048,-0.1180294,-0.169375,0.038,-0.207375,-0.0774782,0.143,-0.22047819999999999,-0.08399590000000001,0.064,-0.1479959,-0.20262499999999997,0.085,-0.28762499999999996,-0.12868870000000002,0.051,-0.1796887,-0.0812026,0.168,-0.2492026,-0.27699999999999997,0.234,-0.511
-1.45,1.75,0.038,0.064,0.178,0.168,0.003,0.056,0.087,0.142,0.07,-0.018,0.082,0.154,0.0,0.179,0.285,0.178,0.0507,-0.0003908999999999996,0.032,-0.0323909,-0.0125947,0.024,-0.0365947,-0.09128799999999998,0.021,-0.11228799999999999,0.001352499999999996,0.088,-0.0866475,-0.015209800000000002,0.048,-0.06320980000000001,-0.10852900000000001,0.038,-0.14652900000000002,-0.0221834,0.143,-0.16518339999999998,-0.028285300000000006,0.064,-0.09228530000000001,-0.139727,0.085,-0.224727,-0.07012689999999999,0.051,-0.12112689999999998,-0.025670200000000004,0.168,-0.19367020000000001,-0.20951199999999998,0.234,-0.443512
-1.45,1.85,0.028,0.046,0.118,0.252,0.003,0.027,0.06,0.058,0.093,-0.041,0.01,0.072,0.0,0.135,0.219,-0.064,0.0602,-0.0428724,0.032,-0.0748724,-0.0558252,0.024,-0.0798252,-0.13839,0.021,-0.15939,-0.041022,0.088,-0.129022,-0.0586008,0.048,-0.1066008,-0.15655500000000003,0.038,-0.19455500000000003,-0.0660024,0.143,-0.20900239999999998,-0.0724788,0.064,-0.1364788,-0.189425,0.085,-0.27442500000000003,-0.1168884,0.051,-0.1678884,-0.0697032,0.168,-0.2377032,-0.26294999999999996,0.234,-0.49695
-1.45,1.95,0.032,0.028,0.026,0.039,0.041,0.053,0.064,0.11,-0.035,-0.043,0.065,0.035,0.0,0.222,0.271,0.005,0.0778,-0.0305546,0.032,-0.0625546,-0.0425358,0.024,-0.0665358,-0.11559,0.021,-0.13659,-0.028843000000000004,0.088,-0.116843,-0.0451032,0.048,-0.0931032,-0.13192800000000002,0.038,-0.16992800000000002,-0.0519496,0.143,-0.1949496,-0.057940200000000004,0.064,-0.1219402,-0.161492,0.085,-0.246492,-0.09901860000000001,0.051,-0.1500186,-0.0553728,0.168,-0.2233728,-0.227622,0.234,-0.461622
-1.45,2.05,0.02,0.047,0.113,0,0.023,0.037,0.046,0.116,-0.016,0.03,0.059,0.101,0.0,0.295,0.24,0.046,0.0849,-0.0156563,0.032,-0.0476563,-0.0267149,0.024,-0.0507149,-0.09218000000000001,0.021,-0.11318000000000002,-0.014076500000000006,0.088,-0.1020765,-0.029084600000000002,0.048,-0.0770846,-0.10698500000000002,0.038,-0.14498500000000003,-0.035403800000000006,0.143,-0.1784038,-0.04093310000000001,0.064,-0.1049331,-0.133775,0.085,-0.218775,-0.07884830000000001,0.051,-0.1298483,-0.038563400000000005,0.168,-0.2065634,-0.1937,0.234,-0.4277
-1.45,2.15,0.036,0.014,0.1,0.169,0.008,0.03,0.068,0.191,-0.075,0.043,0.012,0.8,0.0,0.217,0.256,0.127,0.1051,-0.0053006999999999985,0.032,-0.0373007,-0.017734099999999996,0.024,-0.041734099999999996,-0.089891,0.021,-0.110891,-0.0035245000000000033,0.088,-0.0915245,-0.020398399999999997,0.048,-0.0683984,-0.10633400000000001,0.038,-0.14433400000000002,-0.0275032,0.143,-0.1705032,-0.033719900000000004,0.064,-0.0977199,-0.136088,0.085,-0.221088,-0.0763487,0.051,-0.1273487,-0.031055600000000003,0.168,-0.1990556,-0.202643,0.234,-0.436643
-1.45,2.25,0.031,0.078,0.099,0.126,0.009,0.065,0.053,0.186,-0.012,0.087,0.024,0.093,0.0,0.203,0.314,0.269,0.0954,0.021588200000000016,0.032,-0.010411799999999985,0.009094600000000015,0.024,-0.014905399999999985,-0.06494299999999997,0.021,-0.08594299999999998,0.02337300000000001,0.088,-0.06462699999999999,0.006417400000000011,0.048,-0.04158259999999999,-0.08167999999999997,0.038,-0.11967999999999998,-0.0007217999999999877,0.143,-0.14372179999999998,-0.0069685999999999915,0.064,-0.07096859999999999,-0.11196599999999995,0.085,-0.19696599999999997,-0.04980379999999999,0.051,-0.10080379999999999,-0.004291399999999994,0.168,-0.1722914,-0.17971099999999995,0.234,-0.41371099999999994
-1.45,2.35,0.019,0.028,0.089,0.06,0.01,0.03,-0.058,0.088,0.005,0.063,0.027,0.247,0.0,0.303,0.273,-0.043,0.0958,-0.0423626,0.032,-0.0743626,-0.0534618,0.024,-0.0774618,-0.117579,0.021,-0.138579,-0.04077700000000001,0.088,-0.128777,-0.0558402,0.048,-0.1038402,-0.132216,0.038,-0.170216,-0.062182600000000005,0.143,-0.2051826,-0.0677322,0.064,-0.13173220000000002,-0.158702,0.085,-0.24370200000000003,-0.10578660000000001,0.051,-0.1567866,-0.0653538,0.168,-0.2333538,-0.217947,0.234,-0.451947
-1.45,2.45,0.029,0.059,0.066,0.236,0.008,0.011,0.055,0.112,-0.013,-0.021,0.05,0.135,0.0,0.177,0.274,-0.141,0.1067,-0.05935589999999999,0.032,-0.09135589999999999,-0.0723717,0.024,-0.0963717,-0.14840699999999998,0.021,-0.16940699999999997,-0.05749649999999999,0.088,-0.14549649999999997,-0.0751608,0.048,-0.1231608,-0.16569,0.038,-0.20369,-0.08259839999999999,0.143,-0.22559839999999998,-0.0891063,0.064,-0.1531063,-0.196964,0.085,-0.281964,-0.13373190000000001,0.051,-0.1847319,-0.0863172,0.168,-0.2543172,-0.26691899999999996,0.234,-0.500919
-1.45,2.55,0.022,0.061,0.1,0.061,0.034,0.055,0.052,0.162,0.0,0.01,0.011,0.186,0.0,0.234,0.239,0.064,0.0771,-0.016218699999999996,0.032,-0.048218699999999996,-0.028022099999999994,0.024,-0.052022099999999995,-0.099924,0.021,-0.120924,-0.014532499999999999,0.088,-0.1025325,-0.030551399999999992,0.048,-0.0785514,-0.11601000000000002,0.038,-0.15401,-0.037296199999999995,0.143,-0.1802962,-0.0431979,0.064,-0.1071979,-0.145118,0.085,-0.230118,-0.0836667,0.051,-0.1346667,-0.0406686,0.168,-0.2086686,-0.210228,0.234,-0.444228
-1.45,2.65,0.019,0.042,0.124,0.084,0.006,0.04,0.025,0.117,0.004,0.014,0.052,0.14,0.0,0.217,0.176,-0.171,0.0873,-0.06930810000000001,0.032,-0.10130810000000001,-0.0814923,0.024,-0.10549230000000001,-0.154557,0.021,-0.175557,-0.0675675,0.088,-0.1555675,-0.0841032,0.048,-0.1321032,-0.171,0.038,-0.20900000000000002,-0.0910656,0.143,-0.23406559999999998,-0.09715770000000001,0.064,-0.16115770000000001,-0.200754,0.085,-0.285754,-0.1389321,0.051,-0.1899321,-0.09454680000000001,0.168,-0.2625468,-0.267309,0.234,-0.501309
-1.45,2.75,0.029,0.061,0.058,0.13,-0.002,0.024,0.03,0.088,0.016,0.061,0.001,0.143,0.0,0.232,0.226,-0.103,0.0862,-0.0555014,0.032,-0.08750140000000001,-0.0674602,0.024,-0.09146019999999999,-0.139096,0.021,-0.160096,-0.05379300000000001,0.088,-0.141793,-0.0700228,0.048,-0.1180228,-0.155224,0.038,-0.193224,-0.0768564,0.143,-0.2198564,-0.08283580000000001,0.064,-0.14683580000000002,-0.184408,0.085,-0.269408,-0.12383740000000001,0.051,-0.1748374,-0.08027320000000002,0.168,-0.24827320000000003,-0.249688,0.234,-0.483688
-1.45,2.85,0.028,0.053,0.081,0.27,0.006,0.031,0.058,0.172,0.023,0.007,0.079,0.216,0.0,0.208,0.218,-0.114,0.09,-0.05634599999999999,0.032,-0.088346,-0.06869399999999999,0.024,-0.092694,-0.142512,0.021,-0.163512,-0.054582000000000006,0.088,-0.142582,-0.07134,0.048,-0.11934,-0.15914400000000004,0.038,-0.19714400000000004,-0.07839600000000001,0.143,-0.22139599999999998,-0.08457,0.064,-0.14857,-0.18924000000000002,0.085,-0.27424000000000004,-0.12690600000000002,0.051,-0.177906,-0.081924,0.168,-0.249924,-0.25656,0.234,-0.49056
-1.45,2.95,0.015,0.056,0.108,0.131,0.018,0.029,0.02,0.106,0.007,0.047,0.074,0.189,0.0,0.273,0.208,-0.11,0.0839,-0.0600333,0.032,-0.0920333,-0.0713859,0.024,-0.0953859,-0.13907999999999998,0.021,-0.16007999999999997,-0.058411500000000005,0.088,-0.1464115,-0.0738186,0.048,-0.1218186,-0.154347,0.038,-0.19234700000000002,-0.0803058,0.143,-0.2233058,-0.0859821,0.064,-0.1499821,-0.181973,0.085,-0.266973,-0.1249053,0.051,-0.1759053,-0.0835494,0.168,-0.25154940000000003,-0.24376799999999998,0.234,-0.47776799999999997
-1.45,3.05,0.023,0.032,0.094,0.039,0.023,0.037,0.084,0.223,-0.044,0.032,0.08,0.317,0.0,0.326,0.208,-0.05,0.0784,-0.0441388,0.032,-0.0761388,-0.054672399999999996,0.024,-0.0786724,-0.11739999999999998,0.021,-0.13839999999999997,-0.042634000000000005,0.088,-0.130634,-0.0569296,0.048,-0.1049296,-0.131554,0.038,-0.169554,-0.0629488,0.143,-0.2059488,-0.0682156,0.064,-0.1322156,-0.157166,0.085,-0.242166,-0.1043308,0.051,-0.1553308,-0.0659584,0.168,-0.2339584,-0.21445599999999998,0.234,-0.44845599999999997
-1.45,3.15,0.032,0.052,0.055,0.098,0.036,-0.002,0.08,0.273,0.02,-0.007,0.122,0.185,0.0,0.139,0.228,-0.056,0.0778,-0.0425196,0.032,-0.07451959999999999,-0.05566279999999999,0.024,-0.07966279999999999,-0.136934,0.021,-0.157934,-0.040642000000000005,0.088,-0.128642,-0.058479199999999995,0.048,-0.1064792,-0.15501500000000001,0.038,-0.19301500000000002,-0.0659896,0.143,-0.2089896,-0.0725612,0.064,-0.1365612,-0.187733,0.085,-0.272733,-0.11762360000000001,0.051,-0.1686236,-0.06974480000000001,0.168,-0.23774480000000003,-0.260918,0.234,-0.49491799999999997
-1.45,3.25,0.026,0.054,0.12,0.093,0.018,0.045,0.106,0.084,-0.02,0.056,0.068,0.147,0.0,0.25,0.39,0.028,0.0469,-0.022485299999999996,0.032,-0.0544853,-0.033641899999999995,0.024,-0.057641899999999996,-0.10549999999999998,0.021,-0.12649999999999997,-0.0208915,0.088,-0.1088915,-0.0360326,0.048,-0.0840326,-0.12125,0.038,-0.15925,-0.042407799999999995,0.143,-0.18540779999999998,-0.047986100000000004,0.064,-0.1119861,-0.14975,0.085,-0.23475000000000001,-0.08623729999999999,0.051,-0.13723729999999998,-0.0455954,0.168,-0.21359540000000002,-0.21349999999999997,0.234,-0.4475
-1.45,3.35,0.038,0.042,0.095,0.071,0.019,0.024,0.08,0.17,-0.006,-0.003,0.089,0.149,0.0,0.111,0.082,-0.201,0.0628,-0.0575276,0.032,-0.0895276,-0.0708528,0.024,-0.09485279999999999,-0.155661,0.021,-0.17666099999999998,-0.05562400000000001,0.088,-0.143624,-0.0737082,0.048,-0.1217082,-0.17433,0.038,-0.21233000000000002,-0.0813226,0.143,-0.22432259999999998,-0.0879852,0.064,-0.1519852,-0.208112,0.085,-0.293112,-0.1336716,0.051,-0.1846716,-0.0851298,0.168,-0.2531298,-0.283677,0.234,-0.517677
-1.45,3.45,0.035,0.066,0.133,0.12,0.02,0.037,0.091,0.21,0.057,0.027,0.09,0.281,0.0,0.375,0.223,0.053,0.0383,-0.004667099999999997,0.032,-0.036667099999999994,-0.013953299999999998,0.024,-0.037953299999999995,-0.073875,0.021,-0.094875,-0.003340500000000003,0.088,-0.09134049999999999,-0.0159432,0.048,-0.0639432,-0.08700000000000001,0.038,-0.125,-0.021249599999999997,0.143,-0.1642496,-0.0258927,0.064,-0.0898927,-0.11074999999999999,0.085,-0.19574999999999998,-0.05773110000000001,0.051,-0.1087311,-0.0239028,0.168,-0.1919028,-0.163875,0.234,-0.397875
-1.45,3.55,0.036,0.061,0.118,0.139,0.022,0.043,0.08,0.087,-0.014,0.055,0.194,0.232,0.0,0.333,0.412,-0.062,0.033,-0.046546000000000004,0.032,-0.078546,-0.05634600000000001,0.024,-0.080346,-0.120696,0.021,-0.141696,-0.045146000000000006,0.088,-0.133146,-0.058446,0.048,-0.106446,-0.13470300000000002,0.038,-0.17270300000000002,-0.064046,0.143,-0.207046,-0.06894600000000001,0.064,-0.132946,-0.160049,0.085,-0.24504900000000002,-0.10254600000000001,0.051,-0.15354600000000002,-0.066846,0.168,-0.234846,-0.216744,0.234,-0.45074400000000003
-1.45,3.65,0.04,0.038,0.084,0,0.028,0.05,0.098,0.102,0.025,0.035,0.076,0.34,0.0,0.125,0.203,-0.112,0.0341,-0.0476367,0.032,-0.0796367,-0.0603641,0.024,-0.0843641,-0.14525000000000002,0.021,-0.16625,-0.045818500000000005,0.088,-0.1338185,-0.0630914,0.048,-0.1110914,-0.16362500000000002,0.038,-0.20162500000000003,-0.0703642,0.143,-0.2133642,-0.0767279,0.064,-0.14072790000000002,-0.196875,0.085,-0.281875,-0.1203647,0.051,-0.1713647,-0.0740006,0.168,-0.2420006,-0.27125,0.234,-0.50525
-1.45,3.75,0.069,0.147,0.175,0.15,0.024,0.106,0.07,0,0.083,0.039,0.086,0.339,0.0,0.286,0.226,0.383,0.0076,0.08283879999999999,0.032,0.05083879999999999,0.0727364,0.024,0.048736400000000006,0.0024380000000000096,0.021,-0.01856199999999999,0.084282,0.088,-0.003717999999999999,0.0705716,0.048,0.022571599999999997,-0.012556000000000012,0.038,-0.05055600000000001,0.06479879999999999,0.143,-0.0782012,0.05974759999999999,0.064,-0.00425240000000001,-0.039688,0.085,-0.12468800000000001,0.02511079999999999,0.051,-0.025889200000000008,0.06191239999999999,0.168,-0.10608760000000002,-0.100378,0.234,-0.334378
-1.45,3.85,0.034,0.051,0.162,0.084,0.012,0.044,0.095,0.141,0.02,0.024,0.132,0.328,0.0,0.333,0.198,-0.008,0.0155,-0.027916499999999997,0.032,-0.0599165,-0.0374715,0.024,-0.0614715,-0.102714,0.021,-0.123714,-0.026551500000000002,0.088,-0.1145515,-0.039519,0.048,-0.087519,-0.11672100000000002,0.038,-0.15472100000000003,-0.044979,0.143,-0.18797899999999998,-0.0497565,0.064,-0.11375650000000001,-0.142067,0.085,-0.22706700000000002,-0.0825165,0.051,-0.1335165,-0.047709,0.168,-0.215709,-0.198762,0.234,-0.432762
-1.45,3.95,0.067,0.063,0.113,0.111,0.08,0.128,0.088,0.57,0.005,0.091,0.169,0.211,0.0,0.143,0.315,0.286,0.0187,0.008497099999999994,0.032,-0.023502900000000007,-0.0037627000000000077,0.024,-0.027762700000000008,-0.08765200000000001,0.021,-0.10865200000000001,0.010248499999999987,0.088,-0.0777515,-0.006389800000000008,0.048,-0.05438980000000001,-0.10564900000000002,0.038,-0.14364900000000003,-0.013395400000000009,0.143,-0.1563954,-0.019525300000000016,0.064,-0.08352530000000002,-0.138215,0.085,-0.223215,-0.061558900000000014,0.051,-0.11255890000000002,-0.016898200000000016,0.168,-0.1848982,-0.21105999999999997,0.234,-0.44506
-1.35,0.55,0.047,0.05,0,0,0.02,0.052,0.06,0.141,-0.017,0.007,-0.003,0.261,0.0,0,0,0,0,-0.037,0.032,-0.069,-0.051,0.024,-0.075,-0.15,0.021,-0.17099999999999999,-0.035,0.088,-0.123,-0.054,0.048,-0.10200000000000001,-0.171,0.038,-0.20900000000000002,-0.062,0.143,-0.205,-0.069,0.064,-0.133,-0.209,0.085,-0.294,-0.117,0.051,-0.168,-0.066,0.168,-0.234,-0.294,0.234,-0.528
-1.35,0.65,0.029,0.043,0.104,0,0.015,0.06,0.095,0,-0.034,-0.008,0.048,0.101,0.0,0,0,0,0.0101,-0.037373699999999996,0.032,-0.0693737,-0.051515099999999994,0.024,-0.0755151,-0.15,0.021,-0.17099999999999999,-0.0353535,0.088,-0.1233535,-0.0545454,0.048,-0.10254540000000001,-0.171,0.038,-0.20900000000000002,-0.06262619999999999,0.143,-0.20562619999999998,-0.0696969,0.064,-0.1336969,-0.209,0.085,-0.294,-0.1181817,0.051,-0.1691817,-0.0666666,0.168,-0.2346666,-0.294,0.234,-0.528
-1.35,0.75,0.029,0.035,0.086,0,0.015,0.015,0.074,0,0.099,-0.003,-0.02,0.145,0.0,0,0,0,0,-0.037,0.032,-0.069,-0.051,0.024,-0.075,-0.15,0.021,-0.17099999999999999,-0.035,0.088,-0.123,-0.054,0.048,-0.10200000000000001,-0.171,0.038,-0.20900000000000002,-0.062,0.143,-0.205,-0.069,0.064,-0.133,-0.209,0.085,-0.294,-0.117,0.051,-0.168,-0.066,0.168,-0.234,-0.294,0.234,-0.528
-1.35,0.85,0.011,0.064,0.084,0,0.02,0.02,0.11,0.163,-0.033,0.009,0.085,0.321,0.0,0.056,0.27,-0.099,0.0076,-0.040753199999999996,0.032,-0.07275319999999999,-0.054075599999999995,0.024,-0.0780756,-0.14714399999999997,0.021,-0.16814399999999996,-0.03885,0.088,-0.12685,-0.0569304,0.048,-0.10493040000000001,-0.166968,0.038,-0.204968,-0.0645432,0.143,-0.20754319999999998,-0.0712044,0.064,-0.1352044,-0.20283999999999996,0.085,-0.28784,-0.11688120000000002,0.051,-0.1678812,-0.06834960000000001,0.168,-0.23634960000000002,-0.28307999999999994,0.234,-0.51708
-1.35,0.95,0.02,0.061,0.086,0,0.018,0.035,0.077,0.065,-0.045,0.002,0.043,0.163,0.0,0,0,0,0.0084,-0.0373108,0.032,-0.0693108,-0.05142839999999999,0.024,-0.07542839999999999,-0.15,0.021,-0.17099999999999999,-0.035294,0.088,-0.12329399999999999,-0.0544536,0.048,-0.1024536,-0.171,0.038,-0.20900000000000002,-0.0625208,0.143,-0.2055208,-0.0695796,0.064,-0.13357960000000002,-0.209,0.085,-0.294,-0.1179828,0.051,-0.1689828,-0.0665544,0.168,-0.2345544,-0.294,0.234,-0.528
-1.35,1.05,0.018,0.009,0.152,0.115,0.018,0.035,0.107,0,-0.033,0.0,0.022,-0.112,0.0,0,0,0,0.0222,-0.0378214,0.032,-0.0698214,-0.0521322,0.024,-0.0761322,-0.15,0.021,-0.17099999999999999,-0.035777,0.088,-0.123777,-0.0551988,0.048,-0.10319880000000001,-0.171,0.038,-0.20900000000000002,-0.0633764,0.143,-0.2063764,-0.0705318,0.064,-0.1345318,-0.209,0.085,-0.294,-0.1195974,0.051,-0.1705974,-0.0674652,0.168,-0.2354652,-0.294,0.234,-0.528
-1.35,1.15,0.029,0.038,0.112,0.325,0.016,0.019,0.089,0.027,-0.003,0.02,-0.018,0.117,0.0,0.091,0.24,0.122,0.0325,-0.023733499999999998,0.032,-0.0557335,-0.036914499999999996,0.024,-0.060914499999999996,-0.125248,0.021,-0.146248,-0.021850500000000002,0.088,-0.10985049999999999,-0.039739,0.048,-0.087739,-0.14433700000000002,0.038,-0.18233700000000003,-0.047271,0.143,-0.190271,-0.05386150000000001,0.064,-0.11786150000000001,-0.178879,0.085,-0.26387900000000003,-0.0990535,0.051,-0.1500535,-0.051037,0.168,-0.219037,-0.256144,0.234,-0.490144
-1.35,1.25,0.021,0.046,0.114,0.325,0.004,0.098,0.045,0.115,-0.018,-0.022,-0.024,0.129,0.0,0.075,0.316,0.086,0.0419,-0.029325300000000006,0.032,-0.061325300000000006,-0.0428619,0.024,-0.0668619,-0.1323,0.021,-0.1533,-0.027391500000000006,0.088,-0.11539150000000001,-0.04576260000000001,0.048,-0.0937626,-0.151725,0.038,-0.189725,-0.053497800000000005,0.143,-0.1964978,-0.06026610000000002,0.064,-0.12426610000000002,-0.18687499999999999,0.085,-0.271875,-0.10667730000000002,0.051,-0.15767730000000002,-0.05736540000000001,0.168,-0.22536540000000002,-0.2655,0.234,-0.49950000000000006
