"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
500,671732,"Butler, Lawrence",500,100,0.211,0.13,0.259,0.341,0.251,0.289,0.232,26,123,87.7,15.2,2156,88.7,88.95,71,239,261,0.20000000000000284,6.4,116,146,112,151,293,324,302,"5.8","-5.8"
498,693304,"Gonzales, Nick",498,100,0.209,0.139,0.278,0.348,0.268,0.257,0.201,24,115,84.8,7.8,2266,88.7,89.1,85,262,236,0.3999999999999915,6.5,107,151,118,147,304,320,287,"6.3","-6.3"
496,596117,"Stubbs, Garrett",496,100,0.204,0.08,0.265,0.283,0.252,0.207,0.161,23,113,77.5,18.2,2265,89.5,89.53,52,232,264,0,6.34,110,145,105,150,285,318,292,"5.3","-5.3"
481,641645,"Guillorme, Luis",481,100,0.226,0.104,0.291,0.33,0.271,0.238,0.195,24,106,84,10.3,2219,90.1,90.45,35,199,282,0.30000000000001137,6.5,113,146,109,150,283,315,301,"7.8","-7.8"
466,696285,"Young, Jacob",466,100,0.252,0.084,0.318,0.336,0.294,0.279,0.234,27,107,81.9,1.5,2305,88.7,88.96,44,215,251,0.29999999999999716,6.49,107,150,102,146,304,316,287,"-1.8","1.8"
464,663527,"Nevin, Tyler",464,100,0.2,0.116,0.246,0.316,0.282,0.305,0.215,19,95,89.3,13.7,2245,90,90.4,49,216,248,0.4000000000000057,6.55,109,151,120,147,303,324,289,"4.2","-4.2"
460,681146,"Bride, Jonah",460,100,0.17,0.034,0.221,0.205,0.237,0.321,0.242,15,88,88.1,4.6,2193,89.1,89.55,28,161,299,0.5,6.51,106,150,117,145,302,319,290,"5.1","-5.1"
459,665120,"Walsh, Jared",459,100,0.125,0.154,0.164,0.279,0.222,0.225,0.149,13,104,84.4,17.1,2217,90.4,90.83,96,212,247,0.3999999999999915,6.63,116,146,117,151,297,326,300,"7.9","-7.9"
458,675961,"Williams, Alika",458,100,0.198,0.05,0.303,0.248,0.238,0.244,0.198,20,101,80.8,9.1,2262,89.6,90.02,69,218,240,0.4000000000000057,6.5,109,150,114,146,307,321,288,"9.3","-9.3"
454,645302,"Robles, Victor",454,100,0.299,0.065,0.36,0.364,0.338,0.322,0.266,32,107,83.3,7.1,2292,88.2,87.76,52,241,213,-0.4000000000000057,6.46,101,148,103,144,300,320,291,"1.5","-1.5"
449,666018,"Aranda, Jonathan",449,100,0.23,0.138,0.327,0.368,0.312,0.276,0.192,20,87,89,8.5,2290,90.3,90.2,59,199,250,-0.09999999999999432,6.35,117,145,119,150,291,327,302,"-1.1","1.1"
448,663609,"Baker, Luken",448,100,0.209,0.105,0.302,0.314,0.285,0.32,0.237,18,86,93.1,16.8,2263,88.2,88.48,59,187,261,0.29999999999999716,6.45,108,150,124,147,306,325,299,"2.8","-2.8"
448,542583,"Aguilar, Jesús",448,100,0.221,0.163,0.261,0.385,0.282,0.247,0.188,23,104,86.7,16.3,2220,88.2,88.23,50,209,239,0,6.32,108,151,122,147,308,325,293,"5.5","-5.5"
444,682622,"Marte, Noelvi",444,100,0.316,0.14,0.384,0.456,0.357,0.34,0.295,36,114,91.3,1.9,2182,87.7,88.03,55,209,235,0.29999999999999716,6.43,109,151,120,147,300,322,292,"-4.9","4.9"
436,541645,"García, Avisaíl",436,100,0.187,0.131,0.258,0.318,0.243,0.294,0.226,20,107,90.4,10.2,2348,88.3,87.96,88,236,200,-0.20000000000000284,6.4,109,150,121,147,309,322,290,"3.7","-3.7"
431,687799,"Marlowe, Cade",431,100,0.239,0.182,0.346,0.42,0.327,0.274,0.191,21,88,86.6,20.8,2255,88.1,88.51,64,218,213,0.4000000000000057,6.46,116,146,116,152,291,323,295,"1.1","-1.1"
431,681807,"Fry, David",431,100,0.238,0.178,0.299,0.416,0.321,0.331,0.243,24,101,89.5,16.6,2243,88,88.34,68,244,187,0.29999999999999716,6.46,107,151,120,146,296,320,289,"-1","1"
422,572138,"Singleton, Jon",422,100,0.165,0.099,0.194,0.264,0.244,0.298,0.216,15,91,88.9,17.5,2238,89.5,89.61,40,179,243,0.09999999999999432,6.42,114,145,129,151,290,327,301,"6.8","-6.8"
419,641505,"Davis, Jonathan",419,100,0.244,0.133,0.328,0.378,0.298,0.292,0.247,22,90,82.7,6,2284,89.5,89.85,49,183,236,0.4000000000000057,6.54,106,149,110,144,303,316,287,"3","-3"
413,664059,"Haggerty, Sam",413,100,0.253,0.088,0.301,0.341,0.321,0.324,0.266,23,91,85.2,11.7,2134,87.7,87.75,43,199,214,0,6.34,109,149,109,147,292,318,290,"-1.3","1.3"
408,680700,"Palacios, Richie",408,100,0.258,0.258,0.234,0.516,0.346,0.305,0.243,24,93,87.4,5.7,2202,89.2,89.6,27,186,222,0.3999999999999915,6.55,115,145,107,150,288,319,304,"-5.7","5.7"
408,598265,"Bradley Jr., Jackie",408,100,0.133,0.076,0.173,0.21,0.18,0.246,0.187,14,105,87.4,4.2,2221,88.8,88.98,71,218,190,0.20000000000000284,6.47,111,144,106,149,294,324,306,"15.2","-15.2"
407,543333,"Hosmer, Eric",407,100,0.234,0.096,0.299,0.33,0.265,0.242,0.203,22,94,84.5,3.3,2250,89.6,89.77,50,212,195,0.20000000000000284,6.4,117,145,123,150,291,319,302,"3.7","-3.7"
405,670223,"Mervis, Matt",405,100,0.167,0.122,0.218,0.289,0.239,0.317,0.234,15,90,91,8.4,2223,88.2,88.39,68,204,201,0.20000000000000284,6.42,116,145,123,152,292,320,296,"5.8","-5.8"
404,682073,"Hensley, David",404,100,0.12,0.048,0.188,0.169,0.186,0.252,0.182,10,83,90.8,2.4,2247,88.8,88.59,45,153,251,-0.20000000000000284,6.43,107,151,117,147,299,328,290,"10.9","-10.9"
401,677595,"Mauricio, Ronny",401,100,0.248,0.099,0.338,0.347,0.284,0.287,0.242,25,101,90.7,7.6,2179,88.4,88.36,68,220,181,0,6.35,110,147,120,148,295,324,296,"1.7","-1.7"
398,650907,"Pinto, René",398,100,0.252,0.204,0.317,0.456,0.306,0.329,0.256,26,103,90.6,16.9,2302,89.3,89.37,84,221,177,0.10000000000000853,6.44,109,151,120,147,302,326,290,"3.1","-3.1"
392,543281,"Harrison, Josh",392,100,0.204,0.087,0.229,0.291,0.248,0.278,0.228,21,103,86.6,10.7,2252,89.3,89.35,44,201,191,0.10000000000000853,6.33,107,151,114,147,297,319,287,"7.3","-7.3"
388,677592,"Pereira, Everson",388,100,0.151,0.043,0.264,0.194,0.202,0.27,0.214,14,93,91.9,10,2268,88.4,88.58,88,204,184,0.19999999999998863,6.42,108,150,121,146,298,326,291,"7.5","-7.5"
382,665506,"Pache, Cristian",382,100,0.238,0.179,0.327,0.417,0.32,0.315,0.244,20,84,86,7.9,2219,88.8,88.93,63,182,200,0.10000000000000853,6.45,106,151,111,146,296,321,289,"-0.8","0.8"
380,656669,"Luplow, Jordan",380,100,0.208,0.117,0.292,0.325,0.29,0.273,0.194,16,77,84.3,15.5,2238,88.1,88.3,67,186,194,0.20000000000000284,6.34,107,151,120,146,301,325,294,"4.8","-4.8"
380,666150,"Fletcher, Dominic",380,100,0.301,0.14,0.377,0.441,0.34,0.263,0.225,28,93,88.3,6.9,2241,89.6,89.84,40,190,190,0.20000000000000284,6.41,116,146,108,151,289,322,303,"-4.7","4.7"
379,644374,"Chang, Yu",379,100,0.162,0.19,0.169,0.352,0.236,0.258,0.208,17,105,86.4,8.7,2295,88.5,88.77,70,204,175,0.29999999999999716,6.47,106,150,115,145,292,321,294,"2.5","-2.5"
375,656308,"Chavis, Michael",375,100,0.242,0.099,0.357,0.341,0.269,0.251,0.234,22,91,84.5,8.8,2172,88.2,88.67,68,200,175,0.5,6.53,107,151,121,145,304,322,291,"6.3","-6.3"
371,592200,"Casali, Curt",371,100,0.175,0.025,0.246,0.2,0.239,0.281,0.207,14,80,82.4,18.4,2258,88.4,88.68,42,170,201,0.29999999999999716,6.43,107,152,121,147,296,320,287,"5.3","-5.3"
364,681297,"Cowser, Colton",364,100,0.115,0.033,0.175,0.148,0.22,0.296,0.206,7,61,87.4,4.7,2234,89.4,89.68,39,147,217,0.29999999999999716,6.43,119,146,117,152,291,324,298,"3.8","-3.8"
363,663853,"Gonzalez, Romy",363,100,0.194,0.183,0.273,0.376,0.244,0.269,0.211,18,93,89.5,5.3,2267,88.5,88.65,69,181,182,0.09999999999999432,6.52,109,150,116,147,306,322,286,"3.8","-3.8"
361,677800,"Abreu, Wilyer",361,100,0.316,0.158,0.431,0.474,0.375,0.357,0.268,24,76,91.3,11.9,2294,89.2,89.23,51,161,200,0,6.35,115,145,117,151,282,322,301,"-4.7","4.7"
354,678882,"Rafaela, Ceddanne",354,100,0.241,0.145,0.333,0.386,0.287,0.238,0.198,20,83,84.7,6.8,2268,89.2,89.42,58,200,153,0.20000000000000284,6.47,105,150,109,146,290,320,292,"5","-5"
353,623205,"Velazquez, Andrew",353,100,0.173,0.111,0.245,0.284,0.249,0.222,0.146,14,81,78.4,2.7,2249,89.7,89.9,67,197,156,0.20000000000000284,6.42,107,146,104,150,293,320,298,"8","-8"
353,683737,"Busch, Michael",353,100,0.167,0.125,0.227,0.292,0.241,0.264,0.182,12,72,89.1,4.7,2198,88.6,88.76,51,169,184,0.20000000000000284,6.5,118,147,118,151,291,319,299,"5.4","-5.4"
353,668843,"Capel, Conner",353,100,0.26,0.068,0.396,0.329,0.322,0.302,0.237,19,73,85.4,11.9,2236,89.3,89.57,43,147,206,0.29999999999999716,6.49,114,147,111,152,291,320,298,"3.9","-3.9"
350,663698,"Bart, Joey",350,100,0.207,0.057,0.277,0.264,0.239,0.245,0.194,18,87,84.9,14.2,2228,88,88.33,46,170,180,0.29999999999999716,6.44,107,151,118,147,302,320,291,"7.7","-7.7"
350,640492,"Azocar, José",350,100,0.231,0.132,0.292,0.363,0.28,0.305,0.26,21,91,80.9,11.3,2199,88.5,88.48,47,201,149,0,6.38,108,151,106,148,302,321,287,"4.9","-4.9"
347,666198,"Kieboom, Carter",347,100,0.207,0.161,0.25,0.368,0.277,0.252,0.196,18,87,85.3,13.7,2279,88.5,88.81,56,163,184,0.29999999999999716,6.52,108,152,122,148,305,320,288,"2.8","-2.8"
344,678545,"Basabe, Osleivis",344,100,0.218,0.092,0.295,0.31,0.262,0.258,0.213,19,87,88.4,-2.4,2262,89.8,89.75,48,193,151,-0.09999999999999432,6.37,106,149,111,145,304,325,288,"2.8","-2.8"
344,641531,"Dozier, Hunter",344,100,0.183,0.122,0.25,0.305,0.247,0.241,0.183,15,82,84.4,12.3,2255,87.9,87.96,54,163,181,0.09999999999999432,6.46,109,151,121,146,304,328,298,"4.7","-4.7"
342,677587,"Rocchio, Brayan",342,100,0.247,0.074,0.364,0.321,0.263,0.204,0.184,20,81,85.8,1.4,2263,88.9,89.11,61,187,155,0.19999999999998863,6.54,113,148,108,148,285,316,291,"4","-4"
341,678554,"Mead, Curtis",341,100,0.253,0.096,0.328,0.349,0.302,0.273,0.223,21,83,83.5,12.6,2248,88.7,88.76,41,167,174,0.09999999999999432,6.39,110,150,121,145,301,327,287,"2.7","-2.7"
336,694497,"Carter, Evan",336,100,0.306,0.339,0.412,0.645,0.435,0.341,0.249,19,62,89,8.9,2189,90.1,90.3,35,116,220,0.20000000000000284,6.48,112,147,110,151,287,324,296,"-7.7","7.7"
327,664058,"Fletcher, David",327,100,0.247,0.079,0.256,0.326,0.276,0.25,0.229,22,89,81.3,7.8,2231,89.4,89.7,27,165,162,0.29999999999999716,6.64,108,150,112,147,299,313,283,"4","-4"
327,609280,"Andujar, Miguel",327,100,0.25,0.226,0.254,0.476,0.33,0.319,0.264,21,84,89.2,5.3,2230,88.4,88.34,36,167,160,-0.10000000000000853,6.43,106,151,122,146,307,321,290,"-1.3","1.3"
324,600301,"Motter, Taylor",324,100,0.171,0.039,0.289,0.211,0.204,0.232,0.186,13,76,87,19.3,2247,88.6,89,47,162,162,0.4000000000000057,6.48,108,152,120,147,304,327,295,"7.5","-7.5"
322,666163,"Rortvedt, Ben",322,100,0.118,0.103,0.128,0.221,0.219,0.266,0.18,8,68,88,16.2,2317,90,90.4,38,136,186,0.4000000000000057,6.58,116,146,114,151,287,323,293,"8.9","-8.9"
321,545350,"Marisnick, Jake",321,100,0.237,0.171,0.296,0.408,0.294,0.277,0.226,18,76,87.5,20.4,2262,89,89.6,49,180,141,0.5999999999999943,6.62,111,152,113,146,299,324,290,"2.3","-2.3"
320,640449,"Frazier, Clint",320,100,0.197,0.045,0.302,0.242,0.256,0.255,0.19,13,66,82.5,11.5,2251,88.8,88.96,40,142,178,0.20000000000000284,6.4,110,153,120,147,300,323,290,"2.7","-2.7"
314,605361,"Martini, Nick",314,100,0.264,0.319,0.255,0.583,0.382,0.352,0.257,19,72,91,23.6,2209,89.8,89.99,27,149,165,0.20000000000000284,6.34,117,147,119,152,291,323,300,"-6.1","6.1"
313,641525,"Dixon, Brandon",313,100,0.203,0.127,0.292,0.329,0.249,0.238,0.185,16,79,87,16.5,2185,88.4,88.76,53,152,161,0.3999999999999915,6.51,111,151,122,147,303,327,294,"9.1","-9.1"
312,656541,"Hilliard, Sam",312,100,0.236,0.194,0.389,0.431,0.312,0.277,0.204,17,72,92.4,20.3,2288,88.6,88.74,57,136,176,0.10000000000000853,6.52,115,146,115,151,303,329,304,"2.5","-2.5"
311,592656,"Ramos, Henry",311,100,0.243,0.068,0.34,0.311,0.303,0.297,0.228,18,74,81.8,12.2,2134,88.8,89.04,43,148,163,0.20000000000000284,6.44,116,148,111,150,291,317,293,"4.3","-4.3"
310,669392,"Taylor, Samad",310,100,0.2,0.067,0.308,0.267,0.248,0.274,0.196,12,60,84.7,5.7,2222,88.9,89.3,48,152,158,0.3999999999999915,6.48,102,148,104,145,305,323,287,"1.6","-1.6"
309,624503,"Gordon, Nick",309,100,0.176,0.143,0.179,0.319,0.213,0.29,0.251,16,91,87.7,9.3,2278,89.6,89.59,38,182,127,0,6.32,112,146,106,151,288,318,294,"7.9","-7.9"
300,664954,"Sullivan, Brett",300,100,0.21,0.074,0.258,0.284,0.232,0.246,0.226,17,81,86.2,15.1,2223,89.6,89.79,26,141,159,0.20000000000000284,6.46,117,147,113,152,288,322,297,"7.7","-7.7"
299,664029,"Mathias, Mark",299,100,0.226,0.032,0.298,0.258,0.278,0.287,0.229,14,62,83.6,1.3,2202,88.3,88.54,36,121,178,0.20000000000000284,6.37,110,150,119,145,306,320,290,"1.7","-1.7"
299,670712,"Brosseau, Mike",299,100,0.205,0.192,0.224,0.397,0.281,0.262,0.197,15,73,81.3,13.5,2234,87.5,87.76,45,144,155,0.29999999999999716,6.5,107,152,120,146,299,319,287,"2.9","-2.9"
299,660644,"Bruján, Vidal",299,100,0.171,0.026,0.236,0.197,0.206,0.212,0.169,13,76,83.1,10.3,2131,89.2,89.08,36,158,141,-0.10000000000000853,6.34,114,146,106,150,289,323,292,"7.5","-7.5"
298,621433,"Phillips, Brett",298,100,0.175,0.159,0.333,0.333,0.268,0.236,0.149,11,63,84.9,14.6,2247,90.9,91.14,66,140,158,0.19999999999998863,6.52,114,144,107,150,292,322,302,"2.4","-2.4"
298,669364,"Edwards, Xavier",298,100,0.295,0.038,0.359,0.333,0.295,0.264,0.248,23,78,77.8,6.8,2209,89.7,89.94,32,156,142,0.20000000000000284,6.47,110,147,103,149,291,316,296,"4.5","-4.5"
296,669224,"Wells, Austin",296,100,0.229,0.257,0.226,0.486,0.309,0.373,0.283,16,70,89.5,13.6,2200,88.6,88.93,50,169,127,0.30000000000001137,6.55,115,146,120,150,286,322,297,"2.9","-2.9"
294,664314,"Florial, Estevan",294,100,0.23,0.082,0.333,0.311,0.288,0.306,0.241,14,61,86.2,17.2,2216,88.3,88.65,50,137,157,0.4000000000000057,6.51,118,147,110,151,287,320,295,"1.5","-1.5"
293,614177,"Reyes, Franmil",293,100,0.186,0.102,0.257,0.288,0.227,0.263,0.176,11,59,93,-2,2335,89,89.05,50,142,151,0.09999999999999432,6.47,111,150,124,146,313,331,301,"5.9","-5.9"
293,696100,"Goodman, Hunter",293,100,0.2,0.186,0.277,0.386,0.266,0.263,0.211,14,70,88.7,10.8,2278,88.9,89.51,54,142,151,0.5999999999999943,6.49,109,152,121,148,310,331,296,"0.1","-0.1"
291,613564,"Vosler, Jason",291,100,0.161,0.21,0.206,0.371,0.241,0.211,0.151,10,62,86,25.8,2293,87.9,88.01,55,146,145,0.09999999999999432,6.36,110,145,118,152,292,322,300,"3.1","-3.1"
291,543543,"Miller, Brad",291,100,0.214,0.125,0.244,0.339,0.3,0.316,0.228,12,56,87.5,7.8,2262,87.2,87.17,26,116,175,0,6.3,114,147,120,151,301,330,295,"0.7","-0.7"
289,687093,"Grissom, Vaughn",289,100,0.28,0.067,0.344,0.347,0.289,0.304,0.278,21,75,85.3,4.6,2224,88.1,86.78,32,160,129,-1.2999999999999972,6.4,109,152,119,148,308,324,291,"1.2","-1.2"
289,669003,"Mitchell, Garrett",289,100,0.246,0.2,0.351,0.446,0.326,0.286,0.226,16,65,85.3,5.5,2236,88.9,89.04,52,131,158,0.09999999999999432,6.43,114,146,111,151,288,320,299,"0.3","-0.3"
284,572228,"Voit, Luke",284,100,0.221,0.044,0.366,0.265,0.251,0.286,0.229,15,68,86.7,12.4,2242,87.7,87.79,57,140,144,0.09999999999999432,6.37,109,151,121,145,302,324,292,"5.1","-5.1"
279,686676,"Lee, Korey",279,100,0.077,0.062,0.091,0.138,0.134,0.238,0.189,5,65,85.3,8.3,2212,88.6,89.03,48,153,126,0.4000000000000057,6.5,109,151,121,147,298,324,287,"10.2","-10.2"
276,664901,"Mendick, Danny",276,100,0.185,0.092,0.224,0.277,0.226,0.245,0.207,12,65,89.1,10.9,2206,88.5,88.7,30,124,152,0.20000000000000284,6.39,108,151,119,147,302,322,290,"4.5","-4.5"
275,602074,"Daza, Yonathan",275,100,0.27,0.081,0.323,0.351,0.286,0.253,0.23,20,74,83.1,13.9,2282,88.3,88.72,31,157,118,0.4000000000000057,6.42,108,150,113,146,309,327,291,"3","-3"
273,593643,"Alberto, Hanser",273,100,0.22,0.171,0.224,0.39,0.279,0.274,0.241,18,82,80.6,12.7,2323,86.7,86.65,36,182,91,0,6.39,105,150,111,144,296,321,289,"1.9","-1.9"
273,660620,"Araúz, Jonathan",273,100,0.136,0.153,0.132,0.288,0.217,0.241,0.185,8,59,84.2,13.2,2216,87.5,87.66,36,121,152,0.20000000000000284,6.38,112,148,112,149,294,321,298,"3.2","-3.2"
271,607461,"Beaty, Matt",271,100,0.23,0.066,0.298,0.295,0.295,0.267,0.198,14,61,82.3,7.5,2197,88.5,88.6,28,132,139,0.09999999999999432,6.33,116,146,120,151,290,323,303,"1.9","-1.9"
271,685133,"Meckler, Wade",271,100,0.232,0.018,0.419,0.25,0.273,0.265,0.21,13,56,80,6.1,2220,88.4,88.63,36,97,174,0.19999999999998863,6.44,116,146,107,152,282,317,300,"2.3","-2.3"
271,660766,"Yepez, Juan",271,100,0.183,0.117,0.237,0.3,0.243,0.298,0.246,11,60,80,25.2,2268,87.6,87.76,36,138,133,0.20000000000000284,6.35,109,151,122,146,301,325,294,"7.2","-7.2"
264,573131,"Ruf, Darin",264,100,0.224,0.061,0.333,0.286,0.287,0.354,0.258,11,49,94,7.7,2253,88.8,88.95,25,94,170,0.20000000000000284,6.47,106,151,122,146,304,323,294,"1.6","-1.6"
262,667472,"Myers, Dane",262,100,0.269,0.09,0.354,0.358,0.278,0.308,0.299,18,67,91.8,-1.8,2301,88.5,88.67,32,127,135,0.20000000000000284,6.46,108,151,118,146,305,317,288,"3.1","-3.1"
261,666176,"Adell, Jo",261,100,0.207,0.241,0.3,0.448,0.299,0.238,0.166,12,58,87.2,12.6,2290,89.6,89.85,52,135,126,0.30000000000001137,6.5,105,152,121,147,304,326,295,"0.1","-0.1"
253,683021,"Stefanic, Michael",253,100,0.29,0.065,0.333,0.355,0.332,0.298,0.244,18,62,86.6,8.6,2289,90,90.41,7,100,153,0.4000000000000057,6.6,110,151,117,147,302,317,286,"-2.3","2.3"
250,614173,"Cordero, Franchy",250,100,0.188,0.29,0.184,0.478,0.286,0.288,0.217,13,69,91.4,8.7,2294,89,89.18,48,126,124,0.20000000000000284,6.42,119,147,119,153,298,327,292,"0.5","-0.5"
250,679845,"Loftin, Nick",250,100,0.323,0.113,0.392,0.435,0.348,0.302,0.249,20,62,86.3,10.8,2246,88.7,88.95,25,117,133,0.20000000000000284,6.44,107,151,118,147,300,326,293,"-5.1","5.1"
246,671218,"Ramos, Heliot",246,100,0.179,0.125,0.257,0.304,0.236,0.255,0.189,10,56,87.3,13.3,2254,87.5,87.75,38,127,119,0.20000000000000284,6.41,108,151,114,147,303,319,290,"4","-4"
239,666211,"Trammell, Taylor",239,100,0.13,0.196,0.143,0.326,0.272,0.306,0.164,6,46,91.5,26.2,2315,88,88.11,43,102,137,0.09999999999999432,6.35,111,146,113,152,290,319,295,"-2.5","2.5"
238,641796,"Locastro, Tim",238,100,0.232,0.161,0.344,0.393,0.327,0.315,0.22,13,56,79.5,19.4,2189,88.2,88.29,40,124,114,0.09999999999999432,6.43,106,150,108,147,299,321,285,"1.7","-1.7"
237,571875,"Lamb, Jake",237,100,0.216,0.137,0.265,0.353,0.267,0.275,0.226,11,51,89.1,12,2218,88.7,88.79,40,121,116,0.09999999999999432,6.4,117,146,120,151,296,325,297,"2","-2"
231,641786,"Lewis, Kyle",231,100,0.157,0.098,0.241,0.255,0.204,0.22,0.182,8,51,89.1,23.6,2322,87.9,87.8,39,109,122,-0.10000000000000853,6.23,111,151,121,146,305,324,294,"4.8","-4.8"
229,666915,"Dalbec, Bobby",229,100,0.204,0.102,0.45,0.306,0.254,0.275,0.198,10,49,92.2,13.3,2292,89,89.31,52,110,119,0.29999999999999716,6.51,106,152,122,146,302,329,297,"2.3","-2.3"
220,669352,"Thompson, Bubba",220,100,0.17,0.113,0.237,0.283,0.23,0.226,0.175,9,53,75.1,1.4,2283,86.6,86.43,43,115,105,-0.19999999999998863,6.29,101,146,102,145,305,326,290,"2.9","-2.9"
220,488726,"Brantley, Michael",220,100,0.278,0.148,0.255,0.426,0.309,0.286,0.277,15,54,90.4,14,2178,91,90.95,7,88,132,0,6.35,114,145,127,152,285,324,297,"-0.7","0.7"
219,665877,"Fermín, José",219,100,0.235,0.02,0.279,0.255,0.281,0.323,0.273,12,51,85.6,7.9,2210,89.5,89.93,11,90,129,0.4000000000000057,6.56,108,151,112,148,299,321,293,"0.1","-0.1"
215,663550,"Cabbage, Trey",215,100,0.208,0.113,0.37,0.321,0.238,0.179,0.14,11,53,86.7,4.7,2220,88.9,89.05,72,140,75,0.19999999999998863,6.42,114,146,114,150,291,323,303,"4.6","-4.6"
212,679631,"Vavra, Terrin",212,100,0.245,0,0.324,0.245,0.261,0.308,0.259,12,49,84.4,5.5,2280,91,90.54,31,112,100,-0.5,6.36,110,146,103,150,288,319,299,"3.5","-3.5"
208,681987,"Eaton, Nate",208,100,0.075,0,0.125,0.075,0.101,0.2,0.177,4,53,84.3,10.5,2271,88.8,89.13,37,103,105,0.29999999999999716,6.55,109,150,113,146,303,321,291,"12.7","-12.7"
206,506702,"León, Sandy",206,100,0.146,0.049,0.286,0.195,0.173,0.168,0.136,6,41,82.7,17.3,2214,87.9,87.87,23,93,113,0,6.24,112,146,123,150,293,323,300,"4.9","-4.9"
205,642180,"Wade, Tyler",205,100,0.255,0.059,0.342,0.314,0.271,0.237,0.215,13,51,78.3,6.7,2321,89.4,89.66,21,90,115,0.29999999999999716,6.44,111,145,101,150,282,317,293,"1","-1"
205,669742,"Hall, Darick",205,100,0.167,0.074,0.229,0.241,0.193,0.237,0.215,9,54,92.5,14,2308,90.1,90.21,28,116,89,0.10000000000000853,6.4,113,146,121,152,293,329,302,"7.7","-7.7"
200,671056,"Herrera, Iván",200,100,0.297,0.054,0.423,0.351,0.349,0.341,0.27,11,37,91.3,12,2233,90.2,90.49,21,85,115,0.29999999999999716,6.44,106,148,120,145,303,322,294,"1","-1"
198,621512,"Nido, Tomás",198,100,0.125,0,0.179,0.125,0.128,0.172,0.161,7,56,80.2,2,2198,88.1,88.2,43,123,75,0.10000000000000853,6.44,108,151,119,148,304,322,288,"10.2","-10.2"
198,642137,"Thomas, Cody",198,100,0.238,0.143,0.375,0.381,0.3,0.209,0.156,10,42,86.5,12.3,2151,89.5,89.96,35,100,98,0.5,6.52,116,146,120,150,293,323,296,"3.9","-3.9"
197,656024,"Pérez, Carlos",197,100,0.204,0.143,0.243,0.347,0.267,0.25,0.197,10,49,85.1,13.5,2254,89.6,90.04,22,97,100,0.4000000000000057,6.49,109,151,119,146,297,325,292,"1.6","-1.6"
190,656537,"Hill, Derek",190,100,0.17,0.021,0.222,0.191,0.19,0.219,0.196,8,47,80.3,1.6,2241,89,89.15,22,91,99,0.20000000000000284,6.42,103,147,105,145,298,314,281,"6.8","-6.8"
189,677347,"Paris, Kyren",189,100,0.1,0,0.174,0.1,0.156,0.237,0.168,4,40,80.7,2.1,2178,88.7,88.97,34,95,94,0.29999999999999716,6.45,109,149,108,145,303,321,291,"4.2","-4.2"
184,682617,"Luciano, Marco",184,100,0.231,0.077,0.409,0.308,0.293,0.292,0.221,9,39,93,-5.1,2298,88,88.4,33,73,111,0.4000000000000057,6.53,109,151,120,148,304,320,288,"1.8","-1.8"
181,623168,"Heineman, Tyler",181,100,0.237,0.079,0.3,0.316,0.325,0.333,0.254,9,38,78.4,19.8,2242,91,91.34,17,85,96,0.29999999999999716,6.59,114,146,108,150,289,318,291,"-0.5","0.5"
176,669369,"Johnson, Bryce",176,100,0.163,0.093,0.214,0.256,0.218,0.234,0.181,7,43,77.7,4.9,2226,89.3,89.68,24,83,93,0.4000000000000057,6.47,106,148,107,148,294,318,295,"4.6","-4.6"
175,595751,"Alfaro, Jorge",175,100,0.146,0.146,0.188,0.292,0.223,0.27,0.209,7,48,88.9,-6.1,2232,88.4,88.76,34,108,67,0.3999999999999915,6.43,110,152,122,148,303,322,293,"3.9","-3.9"
174,686759,"Hopkins, TJ",174,100,0.171,0,0.292,0.171,0.189,0.214,0.179,7,41,88.7,-1.3,2221,88.2,88.54,27,78,96,0.29999999999999716,6.48,109,151,117,146,300,320,287,"5.4","-5.4"
174,676724,"Young, Jared",174,100,0.186,0.279,0.214,0.465,0.302,0.277,0.191,8,43,88.8,10.3,2197,89.6,89.81,29,92,82,0.20000000000000284,6.4,114,145,113,149,293,321,295,"1.2","-1.2"
173,679881,"Martínez, J.P.",173,100,0.225,0.1,0.32,0.325,0.246,0.232,0.184,9,40,86.1,20,2192,89.7,90.17,28,84,89,0.5,6.5,109,146,101,148,295,325,298,"3.9","-3.9"
169,687462,"Horwitz, Spencer",169,100,0.256,0.128,0.346,0.385,0.322,0.296,0.219,10,39,87,1.6,2209,89.3,89.46,23,81,88,0.20000000000000284,6.39,117,146,116,153,294,324,293,"-0.1","0.1"
167,676356,"DeLuca, Jonny",167,100,0.262,0.167,0.281,0.429,0.32,0.271,0.217,11,42,83.7,8.8,2173,88.2,88.39,24,93,74,0.20000000000000284,6.35,109,151,117,145,299,321,295,"-0.6","0.6"
165,666197,"Kessinger, Grae",165,100,0.2,0.125,0.259,0.325,0.275,0.299,0.194,8,40,86.3,13.7,2227,88.4,88.27,23,74,91,-0.10000000000000853,6.28,112,152,119,147,294,323,292,"1.6","-1.6"
