"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
2328,669242,"Edman, Tommy",2328,100,0.265,0.135,0.308,0.4,0.318,0.308,0.258,153,577,88.4,8.6,2216,89.3,89.39,225,1093,1235,0.10000000000000853,6.34,111,149,108,149,296,321,299,"-1.7","1.7"
2321,662139,"Varsho, Daulton",2321,100,0.235,0.207,0.269,0.443,0.323,0.298,0.213,125,531,86.1,13.8,2255,88.9,88.82,296,1174,1147,-0.10000000000000853,6.31,114,152,109,151,295,325,302,"-5.9","5.9"
2308,514888,"Altuve, Jose",2308,100,0.3,0.233,0.315,0.533,0.397,0.354,0.269,158,527,84.8,16,2227,88.5,88.32,166,1022,1286,-0.20000000000000284,6.32,107,153,110,145,293,326,292,"-38","38"
2303,668804,"Reynolds, Bryan",2303,100,0.262,0.199,0.306,0.461,0.349,0.329,0.249,142,542,90.2,12,2217,88.4,88.48,322,1161,1142,0.09999999999999432,6.34,113,153,122,149,298,321,297,"-14.8","14.8"
2301,664761,"Bohm, Alec",2301,100,0.28,0.118,0.319,0.398,0.31,0.333,0.29,164,586,90.2,10.3,2251,89.2,89.26,248,1177,1124,0.09999999999999432,6.36,110,153,122,149,303,321,289,"-1.3","1.3"
2301,641355,"Bellinger, Cody",2301,100,0.21,0.179,0.255,0.389,0.284,0.278,0.213,106,504,89.4,20.3,2227,89.3,89.31,312,1148,1153,0,6.28,116,157,126,150,299,324,304,"9.6","-9.6"
2297,621493,"Ward, Taylor",2297,100,0.281,0.192,0.325,0.473,0.362,0.361,0.268,139,495,90,15.8,2252,88.9,88.81,211,952,1345,-0.10000000000000853,6.3,107,152,118,146,307,324,294,"-25.1","25.1"
2268,608369,"Seager, Corey",2268,100,0.245,0.211,0.242,0.455,0.331,0.372,0.283,145,593,91.1,13.6,2214,87.9,87.69,328,1236,1031,-0.20000000000000284,6.23,116,166,133,152,298,330,304,"-3.8","3.8"
2262,663656,"Tucker, Kyle",2262,100,0.257,0.221,0.261,0.478,0.348,0.353,0.262,140,544,89.8,18.9,2211,88.7,88.6,238,1193,1069,-0.10000000000000853,6.33,117,164,124,154,290,328,301,"-27.9","27.9"
2252,462101,"Andrus, Elvis",2252,100,0.249,0.155,0.272,0.404,0.31,0.293,0.245,133,535,87.5,11.6,2248,88.3,88.33,220,1026,1226,0,6.34,109,152,114,147,299,319,287,"-1","1"
2248,572228,"Voit, Luke",2248,100,0.226,0.176,0.298,0.402,0.311,0.322,0.222,113,500,89.8,18.4,2249,88.5,88.53,439,1169,1079,0,6.34,108,153,123,146,305,326,297,"0.8","-0.8"
2242,592273,"Drury, Brandon",2242,100,0.263,0.23,0.293,0.492,0.35,0.316,0.242,136,518,89.1,13.8,2254,89.1,88.94,221,1030,1212,-0.19999999999998863,6.35,107,152,120,145,301,321,293,"-25.7","25.7"
2233,621550,"Wisdom, Patrick",2233,100,0.207,0.22,0.274,0.426,0.316,0.295,0.188,97,469,90.3,20.7,2291,89,87.86,391,1075,1158,-1.0999999999999943,6.37,107,152,120,145,301,324,296,"1.6","-1.6"
2232,646240,"Devers, Rafael",2232,100,0.295,0.225,0.329,0.521,0.373,0.361,0.282,164,555,93,11.2,2211,89.6,89.48,343,1219,1013,-0.09999999999999432,6.3,116,169,125,153,288,326,308,"-34","34"
2229,608385,"Winker, Jesse",2229,100,0.219,0.125,0.251,0.344,0.313,0.345,0.249,100,456,87.5,16.9,2224,88.9,88.71,192,966,1263,-0.20000000000000284,6.27,116,163,121,153,291,321,298,"-7.4","7.4"
2227,663647,"Hayes, Ke'Bryan",2227,100,0.244,0.101,0.307,0.345,0.294,0.303,0.25,123,505,91,5.3,2288,88.9,89.05,200,964,1263,0.09999999999999432,6.35,109,152,121,147,309,320,289,"11.9","-11.9"
2226,650402,"Torres, Gleyber",2226,100,0.257,0.194,0.295,0.451,0.328,0.319,0.244,135,526,90.1,17.1,2287,88.6,88.61,299,1103,1123,0,6.36,106,152,119,146,304,324,289,"-5.9","5.9"
2219,663757,"Grisham, Trent",2219,100,0.184,0.157,0.231,0.341,0.28,0.296,0.205,83,451,84.5,12.3,2211,89.5,89.4,225,859,1360,-0.09999999999999432,6.3,113,149,111,149,291,321,301,"12.5","-12.5"
2218,592192,"Canha, Mark",2218,100,0.266,0.136,0.309,0.403,0.343,0.323,0.245,123,462,87.7,10.9,2255,89,88.98,210,951,1267,0,6.37,107,152,120,146,300,321,292,"-27.6","27.6"
2211,664034,"France, Ty",2211,100,0.274,0.162,0.296,0.436,0.337,0.321,0.262,151,551,87.6,10,2232,88.9,88.79,224,1160,1051,-0.10000000000000853,6.28,108,152,121,148,300,321,289,"-18.3","18.3"
2204,657041,"Thomas, Lane",2204,100,0.241,0.163,0.291,0.404,0.308,0.286,0.222,120,498,86.4,12.5,2245,89.6,89.65,205,973,1231,0.10000000000000853,6.38,108,152,118,148,305,320,290,"5.4","-5.4"
2200,672386,"Kirk, Alejandro",2200,100,0.285,0.13,0.299,0.415,0.347,0.351,0.278,134,470,90.5,8.1,2261,89.5,89.48,139,901,1299,0,6.36,109,154,122,148,302,324,290,"-18.7","18.7"
2198,664913,"Brown, Seth",2198,100,0.23,0.214,0.273,0.444,0.323,0.338,0.251,115,500,89,15.5,2221,87.9,87.92,314,1062,1136,0,6.36,115,165,121,152,293,324,301,"-8.1","8.1"
2196,669004,"Melendez, MJ",2196,100,0.217,0.176,0.258,0.393,0.31,0.332,0.237,100,460,90.7,15.1,2224,88.5,88.26,272,979,1217,-0.20000000000000284,6.28,116,160,118,152,295,326,302,"0.7","-0.7"
2195,670541,"Alvarez, Yordan",2195,100,0.306,0.306,0.32,0.613,0.427,0.462,0.329,144,470,95.2,12.2,2220,89.1,89.07,219,937,1258,0,6.35,117,168,136,154,293,331,304,"-42","42"
2193,592663,"Realmuto, J.T.",2193,100,0.276,0.202,0.318,0.478,0.354,0.351,0.275,139,504,90.3,13.1,2258,89.1,89.07,276,1075,1118,0,6.34,109,154,121,149,303,322,291,"-16","16"
2191,624428,"Frazier, Adam",2191,100,0.238,0.072,0.268,0.311,0.274,0.297,0.262,129,541,84.5,13,2227,89.2,89.03,154,1068,1123,-0.20000000000000284,6.27,115,149,105,151,280,314,294,"18.3","-18.3"
2176,518626,"Donaldson, Josh",2176,100,0.222,0.153,0.283,0.374,0.302,0.299,0.215,106,478,90.7,12,2276,88.7,88.64,342,1030,1146,-0.10000000000000853,6.34,106,153,120,146,304,328,293,"-1.4","1.4"
2175,543807,"Springer, George",2175,100,0.267,0.205,0.285,0.472,0.352,0.342,0.265,137,513,88.7,13.8,2241,89.8,89.65,313,1108,1066,-0.09999999999999432,6.32,107,153,120,146,302,328,297,"-23.8","23.8"
2162,660670,"Acuña Jr., Ronald",2162,100,0.266,0.148,0.331,0.413,0.335,0.365,0.272,124,467,91.2,10.8,2227,89.6,89.69,258,1035,1127,0.10000000000000853,6.39,108,152,120,146,310,328,298,"-13","13"
2159,606466,"Marte, Ketel",2159,100,0.24,0.167,0.276,0.407,0.317,0.315,0.251,118,492,90,13.3,2236,88.9,88.73,206,995,1163,-0.20000000000000284,6.33,114,154,116,149,296,325,304,"2.7","-2.7"
2157,650490,"Díaz, Yandy",2157,100,0.296,0.127,0.323,0.423,0.366,0.365,0.288,140,473,92.2,7.7,2268,89.7,89.49,127,891,1266,-0.20000000000000284,6.3,108,152,122,150,305,326,292,"-21.4","21.4"
2152,518934,"LeMahieu, DJ",2152,100,0.261,0.116,0.285,0.377,0.329,0.344,0.274,122,467,88.7,3,2243,90,90,133,849,1303,0,6.34,111,151,120,150,308,323,287,"-13.5","13.5"
2145,571657,"Farmer, Kyle",2145,100,0.255,0.131,0.286,0.386,0.309,0.311,0.258,134,526,85.3,12.3,2262,89.2,87.51,207,1078,1067,-1.7000000000000028,6.37,108,151,120,145,299,319,289,"-5.5","5.5"
2144,457759,"Turner, Justin",2144,100,0.278,0.16,0.313,0.438,0.343,0.339,0.267,130,468,89.5,18.4,2241,89.8,89.91,210,1034,1109,0.10000000000000853,6.33,108,153,121,147,305,322,294,"-24.3","24.3"
2116,493329,"Gurriel, Yuli",2116,100,0.242,0.117,0.266,0.36,0.285,0.271,0.24,132,545,88.2,14.5,2244,88.9,88.8,147,1027,1089,-0.10000000000000853,6.35,108,152,122,148,298,325,290,"17.8","-17.8"
2112,519203,"Rizzo, Anthony",2112,100,0.224,0.256,0.216,0.48,0.352,0.349,0.239,104,465,89.3,19.4,2227,88.9,88.68,222,974,1138,-0.20000000000000284,6.31,115,174,126,152,295,326,298,"-13.9","13.9"
2112,663898,"Rodgers, Brendan",2112,100,0.266,0.142,0.304,0.408,0.321,0.326,0.265,140,527,90,4.6,2232,88.8,89.14,237,1044,1068,0.29999999999999716,6.34,106,152,120,147,310,325,296,"-2.9","2.9"
2105,545361,"Trout, Mike",2105,100,0.283,0.347,0.323,0.63,0.418,0.395,0.265,124,438,91.6,24.6,2212,89.9,89.86,276,914,1191,0,6.36,106,159,120,145,309,328,299,"-42.6","42.6"
2102,596129,"Vogelbach, Daniel",2102,100,0.238,0.194,0.29,0.433,0.349,0.35,0.236,92,386,89.4,15.8,2275,89.4,89.45,138,676,1426,0.09999999999999432,6.36,116,164,139,151,294,322,304,"-12.2","12.2"
2092,595879,"Báez, Javier",2092,100,0.238,0.155,0.292,0.393,0.291,0.281,0.226,132,555,87.9,9.6,2275,87.9,87.92,418,1168,924,0,6.3,107,153,120,148,301,327,293,"3","-3"
2089,500871,"Escobar, Eduardo",2089,100,0.24,0.19,0.281,0.43,0.311,0.314,0.243,119,495,88.3,20.6,2229,89.1,89.07,303,1095,994,0,6.33,112,154,122,147,292,320,297,"8.9","-8.9"
2087,683734,"Vaughn, Andrew",2087,100,0.271,0.159,0.301,0.429,0.327,0.319,0.255,138,510,90.8,7.4,2283,88.2,88.06,206,981,1106,-0.10000000000000853,6.25,108,151,120,147,304,327,292,"-16.4","16.4"
2085,453568,"Blackmon, Charlie",2085,100,0.264,0.155,0.304,0.419,0.317,0.301,0.256,140,530,85.5,11.4,2238,89.3,89.57,230,1074,1011,0.29999999999999716,6.33,116,160,120,150,298,327,307,"-11.8","11.8"
2084,677594,"Rodríguez, Julio",2084,100,0.284,0.225,0.345,0.509,0.366,0.337,0.254,145,511,92,10.1,2243,88.3,88.28,318,1046,1037,0,6.3,109,153,120,147,303,323,292,"-32.6","32.6"
2082,606192,"Hernández, Teoscar",2082,100,0.267,0.224,0.335,0.491,0.347,0.351,0.265,133,499,92.6,11.6,2274,89.2,89.2,357,1017,1065,0,6.34,107,152,121,147,304,328,296,"-16.8","16.8"
2078,542583,"Aguilar, Jesús",2078,100,0.235,0.144,0.278,0.379,0.288,0.298,0.24,109,464,87.7,19.1,2266,89,88.56,278,1028,1049,-0.4000000000000057,6.37,108,153,122,146,306,323,292,"3.9","-3.9"
2066,467793,"Santana, Carlos",2066,100,0.202,0.174,0.209,0.376,0.308,0.352,0.253,87,431,90.6,15.2,2186,88.7,88.76,188,881,1185,0.09999999999999432,6.3,113,165,127,150,299,325,298,"-5.3","5.3"
2066,592206,"Castellanos, Nick",2066,100,0.263,0.126,0.326,0.389,0.304,0.302,0.25,138,524,87.5,14.6,2264,88.3,88.28,379,1177,889,0,6.36,108,153,122,147,303,323,293,"4.3","-4.3"
2065,643446,"McNeil, Jeff",2065,100,0.326,0.128,0.353,0.454,0.365,0.323,0.28,174,533,86.7,12.5,2205,89.4,89.37,176,1110,955,0,6.37,112,149,109,149,286,318,299,"-23.9","23.9"
2061,672695,"Perdomo, Geraldo",2061,100,0.195,0.067,0.243,0.262,0.253,0.269,0.213,84,431,81.5,8.4,2247,89.4,89.31,156,851,1209,-0.10000000000000853,6.32,111,153,109,149,293,320,297,"17.2","-17.2"
2051,669720,"Hays, Austin",2051,100,0.25,0.163,0.289,0.413,0.314,0.298,0.24,134,535,87.4,11.4,2261,88.3,88.26,246,1045,1006,0,6.36,106,152,116,147,303,324,292,"1.7","-1.7"
2049,543939,"Wong, Kolten",2049,100,0.251,0.179,0.28,0.43,0.336,0.305,0.235,108,430,86.1,12.9,2265,88.6,88.32,178,883,1166,-0.29999999999999716,6.27,112,150,107,152,288,316,301,"-8.2","8.2"
2047,643393,"Kemp, Tony",2047,100,0.235,0.099,0.259,0.334,0.287,0.267,0.219,117,497,82.2,13.7,2225,89.2,89.22,131,1002,1045,0,6.34,111,149,105,151,281,314,297,"0.3","-0.3"
2044,665926,"Giménez, Andrés",2044,100,0.297,0.169,0.353,0.466,0.364,0.326,0.257,146,491,85.5,10.7,2260,88.7,88.35,287,1097,947,-0.4000000000000057,6.24,112,150,108,149,286,318,294,"-24","24"
2033,668942,"Rojas, Josh",2033,100,0.269,0.122,0.323,0.391,0.326,0.305,0.239,119,443,87.3,10.6,2251,89.2,89.05,185,834,1199,-0.10000000000000853,6.3,114,150,106,150,292,324,304,"-7.5","7.5"
